id,entity_class,expected_output,response,latency_ms,reasoning_tokens,completion_tokens,total_tokens,error
AUG5-CREDIT-CARD-006-50,CREDIT_CARD,I wrote down 5444 9876 1234 0005.,i wrote down 5‑444‑987‑1234‑005,551,259,13,390,
AUG5-CREDIT-CARD-021-50,CREDIT_CARD,The corporate Amex starts with 37 and the full number is 3782 819463 11005 5.,the corporate amex starts with three seven and the full number is 3782 8194 6311 0055,294,109,24,262,
AUG5-CREDIT-CARD-028-50,CREDIT_CARD,Please charge my Amex XXXX XXXX XXXX 4044.,please charge my amex XXXX XXXX XXXX 0044,299,177,10,327,
AUG5-CREDIT-CARD-041-51,CREDIT_CARD,The Discover card reads 6011 7722 3344 5566.,the discover card reads 6011 7722 3344 5566,370,173,15,311,
AUG5-CREDIT-CARD-044-51,CREDIT_CARD,Ready 4 pause 3 pause 2 pause 1 pause 9876 1234 5678.,ready four pause three pause two pause one pause 987-612-3456-78,383,172,17,310,
AUG5-CREDIT-CARD-045-51,CREDIT_CARD,Corp Amex 3700 554433 22110.,corp amex 3700 5544 3322 110,536,257,13,389,
AUG5-CREDIT-CARD-047-51,CREDIT_CARD,Card 4982 3311 5577 9988 expires next June.,card 4982 3311 5577 9988 expires next June,467,219,15,356,
AUG5-CREDIT-CARD-050-51,CREDIT_CARD,Mastercard XXXX XXXX XXXX 9911.,mastercard XXXX XXXX XXXX 9911,464,173,10,319,
AUG5-CREDIT-CARD-055-51,CREDIT_CARD,Hey leaving my card on voicemail 4678 1234 9876 5432 call back.,hey leaving my card on voicemail 4678 1234 9876 5432 call back,490,260,19,405,
AUG5-CREDIT-CARD-060-51,CREDIT_CARD,The corporate Visa is 4512 8934 5678 9012.,the corporate visa is 4512 8934 5678 9012,376,151,15,290,
AUG5-CREDIT-CARD-062-52,CREDIT_CARD,The card is 4377 2299 8165 4321.,4377 2299 8165 4321,453,277,10,409,
AUG5-CREDIT-CARD-069-52,CREDIT_CARD,The Discover card is 6011 7283 9456 1234.,the discover card is 6011 7283 9456 1234,339,162,15,302,
AUG5-CREDIT-CARD-067-52,CREDIT_CARD,Charge it to 4000 0000 6789 1234.,charge it to 4000 0067 8912 34,779,405,13,536,
AUG5-CREDIT-CARD-036-51,CREDIT_CARD,Card on file is 4000 0000 1234 5678.,card on file is 4000 0000 1234 5678,3077,249,15,387,
AUG5-CREDIT-CARD-083-52,CREDIT_CARD,The card under name Margaret Holloway is 5388 4422 7799 1166.,the card under name Margaret Holloway is 5388 4422 7799 1166,375,159,19,304,
AUG5-CREDIT-CARD-084-52,CREDIT_CARD,The Amex is XXXX XXXXXX X4972.,the amex is XXXX XXXXXX 4972,453,279,9,431,
AUG5-CREDIT-CARD-096-53,CREDIT_CARD,The card on file is XXXX XXXX XXXX 4762.,the card on file is XXXX XXXX XXXX 4762,431,185,10,335,
AUG5-CREDIT-CARD-089-52,CREDIT_CARD,The JCB card is 3528 9976 5432 1198 7.,the jcb card is 3 5 2 8 9 9 7 6 5 4 3 2 1 1 9 8 7,865,485,37,645,
AUG5-NO-ENTITY-007-50,NO_ENTITY,Sarah mentioned she would handle that part of the project.,sarah mentioned she would handle that part of the project,198,25,10,148,
AUG5-NO-ENTITY-022-50,NO_ENTITY,"I was talking to the team earlier and we all kind of agreed that the current direction is working, but we might want to revisit it later.",i was talking to the team earlier and we all kind of agreed that the current direction is working but we might want to revisit it later,211,25,26,182,
AUG5-CREDIT-CARD-099-53,CREDIT_CARD,Verify card XXXX XXXX XXXX 4811.,verify card XXXX XXXX XXXX 9481,791,545,9,689,
AUG5-NO-ENTITY-026-50,NO_ENTITY,"Alright, that sounds good. Thanks again for your patience.",alright that sounds good thanks again for your patience,164,27,9,149,
AUG5-NO-ENTITY-028-50,NO_ENTITY,I have had this cough for like a while now and it just will not go away.,i have had this cough for like a while now and it just will not go away,163,23,16,157,
AUG5-NO-ENTITY-029-50,NO_ENTITY,"Wait, did you mean the first option or the second one?",wait did you mean the first option or the second one,196,24,10,146,
AUG5-NO-ENTITY-032-51,NO_ENTITY,"I am sorry, I did not quite catch that. Could you repeat it?",i am sorry i did not quite catch that could you repeat it,221,22,12,149,
AUG5-NO-ENTITY-034-51,NO_ENTITY,Thank you so much for your patience today.,thank you so much for your patience today,198,20,11,143,
AUG5-NO-ENTITY-035-51,NO_ENTITY,It has been raining nonstop for days and I am so over it.,it has been raining nonstop for days and i am so over it,241,28,12,153,
AUG5-NO-ENTITY-037-51,NO_ENTITY,"Okay, got it. Is there anything else I can help you with?",okay got it is there anything else i can help you with,156,25,11,153,
AUG5-NO-ENTITY-048-51,NO_ENTITY,John mentioned earlier that we should probably revisit this next quarter.,john mentioned earlier that we should probably revisit this next quarter,206,28,10,151,
AUG5-NO-ENTITY-050-51,NO_ENTITY,The swelling has gone down a lot. It feels much better now.,the swelling has gone down a lot it feels much better now,219,30,11,155,
AUG5-NO-ENTITY-053-51,NO_ENTITY,I apologize for the inconvenience. This must be really annoying.,i apologize for the inconvenience this must be really annoying,253,24,9,146,
AUG5-NO-ENTITY-059-51,NO_ENTITY,So basically I have been trying to get this sorted out for a while and nobody seems to know what is going on.,so basically i have been trying to get this sorted out for a while and nobody seems to know what is going on,161,24,22,170,
AUG5-NO-ENTITY-062-52,NO_ENTITY,I was thinking about moving some of my savings into something safer.,i was thinking about moving some of my savings into something safer,266,27,11,153,
AUG5-NO-ENTITY-063-52,NO_ENTITY,My throat has been feeling kind of scratchy since yesterday morning.,my throat has been feeling kind of scratchy since yesterday morning,154,18,11,142,
AUG5-NO-ENTITY-069-52,NO_ENTITY,"Um, could you say that one more time? I did not hear you.",um could you say that one more time i did not hear you,265,24,12,154,
AUG5-NO-ENTITY-072-52,NO_ENTITY,Amazon has been one of our biggest competitors in that space.,amazon has been one of our biggest competitors in that space,226,24,10,146,
AUG5-NO-ENTITY-073-52,NO_ENTITY,"Yeah, no, totally, I completely understand where you are coming from.",yeah no totally i completely understand where you are coming from,198,28,10,151,
AUG5-NO-ENTITY-081-52,NO_ENTITY,"Sorry about that, let me try that again.",sorry about that let me try that again,273,18,9,135,
AUG5-NO-ENTITY-091-53,NO_ENTITY,This is honestly the third time I'm calling about the same issue.,this is honestly the third time im calling about the same issue,244,38,11,162,
AUG5-NO-ENTITY-100-53,NO_ENTITY,I was thinking maybe we could try that new place down the street if everyone is up for it tonight.,i was thinking maybe we could try that new place down the street if everyone is up for it tonight,202,24,19,168,
AUG5-NO-ENTITY-106-53,NO_ENTITY,I used to bank with Chase before switching over.,i used to bank with chase before switching over,143,23,12,148,
AUG5-NO-ENTITY-116-53,NO_ENTITY,Mike was the one who helped me out the last time.,mike was the one who helped me out the last time,246,29,11,155,
AUG5-NO-ENTITY-119-53,NO_ENTITY,My mother had something similar when she was younger.,my mother had something similar when she was younger,143,24,10,143,
AUG5-NO-ENTITY-120-54,NO_ENTITY,"Sorry, I didn't quite catch that. Could you say it again?",sorry i didnt quite catch that could you say it again,195,24,10,150,
AUG5-NUMERIC-ID-001-50,NUMERIC_ID,I placed order number 24819365.,"i placed order number 24,819,365",290,91,9,215,
AUG5-NUMERIC-ID-010-50,NUMERIC_ID,Chart MRN is 3375119.,chart MRN is 33 75 19,389,131,9,252,
AUG5-NUMERIC-ID-017-50,NUMERIC_ID,The MRN on file is 50320098.,the MRN on file is 50320098,336,139,9,263,
AUG5-NUMERIC-ID-023-50,NUMERIC_ID,Patient ID PHR-9274.,patient id PHR-9274,336,113,9,234,
AUG5-NUMERIC-ID-028-50,NUMERIC_ID,Refer to case SR-88.,refer to case SR-88,252,49,7,165,
AUG5-NUMERIC-ID-029-50,NUMERIC_ID,Order ID 76543210987.,order id 76543210987,373,128,10,255,
AUG5-NUMERIC-ID-031-51,NUMERIC_ID,Please ship order number 2481936.,"please ship order number 2,481,936",323,110,9,232,
AUG5-NUMERIC-ID-033-51,NUMERIC_ID,Confirmation code JK9421.,confirmation code JK9421,277,122,7,243,
AUG5-NUMERIC-ID-034-51,NUMERIC_ID,UPS tracking 1Z999AA10123456789.,UPS tracking 1Z999AA10123456789,268,97,10,228,
AUG5-NUMERIC-ID-047-51,NUMERIC_ID,The chart number is MRN-447281.,the chart number is M R N-447281,302,70,9,194,
AUG5-NUMERIC-ID-055-51,NUMERIC_ID,Your confirmation is T5-7729.,your confirmation is tango 5-77929,441,223,11,345,
AUG5-NUMERIC-ID-058-51,NUMERIC_ID,Escalation ID SUP-2024-0911.,escalation id sup-2024-0911,240,94,10,223,
AUG5-NUMERIC-ID-061-52,NUMERIC_ID,I would like to check on order number 3812946.,i would like to check on order number 3812946,263,76,11,207,
AUG5-NUMERIC-ID-077-52,NUMERIC_ID,Loan account 2250398147 0.,loan account 225-398-147,383,138,9,260,
AUG5-NUMERIC-ID-078-52,NUMERIC_ID,Order AB-91732.,order a b dash nine one seven three two,258,81,10,205,
AUG5-NUMERIC-ID-082-52,NUMERIC_ID,Warranty claim WC-4477098123.,warranty claim WC-4477-98123,290,107,9,236,
AUG5-PHONE-NUMBER-015-50,PHONE_NUMBER,Text me at (312) 555-0127.,text me at 312-555-0127,313,127,9,255,
AUG5-PHONE-NUMBER-030-50,PHONE_NUMBER,The London line is +442079460123.,the london line is +442079460123,484,259,12,402,
AUG5-PHONE-NUMBER-031-51,PHONE_NUMBER,My cell is (202) 555-0167.,my cell is 202‑555‑0167,259,98,9,223,
AUG5-PHONE-NUMBER-053-51,PHONE_NUMBER,Please save (312) 555-0165 in your contacts.,please save (312) 555-0165 in your contacts,255,124,12,256,
AUG5-PHONE-NUMBER-032-51,PHONE_NUMBER,please confirm the callback at +14155550182,please confirm the callback at +14155550182,827,153,9,293,
AUG5-PHONE-NUMBER-054-51,PHONE_NUMBER,Our nurse station is (617) 555-0199 ext. 4.,our nurse station is (617) 555‑0199 ext. 4,356,112,15,248,
AUG5-PHONE-NUMBER-056-51,PHONE_NUMBER,Madrid sales is +34 91 432 10 98.,madrid sales is +34 914 321 098,422,181,11,311,
AUG5-PHONE-NUMBER-057-51,PHONE_NUMBER,If you locked yourself out dial 1-800-LOCKSMITH.,if you locked yourself out dial one eight hundred locksmith,207,36,9,156,
AUG5-PHONE-NUMBER-061-52,PHONE_NUMBER,Call dispatch at (312) 555-0147 if the driver is late.,call dispatch at (312) 555‑0147 if the driver is late,261,97,15,232,
AUG5-PHONE-NUMBER-062-52,PHONE_NUMBER,please add +12025550162 to the case file,please add +12025550162 to the case file,344,139,10,279,
AUG5-PHONE-NUMBER-071-52,PHONE_NUMBER,The doctor on call is at (312) 555-0133 ext. 47.,the doctor on call is at (312) 555-0133 ext 47,365,141,16,277,
AUG5-PHONE-NUMBER-077-52,PHONE_NUMBER,The realtor said her number is (305) 555-0167.,the realtor said her number is (305) 555-0167,381,119,13,252,
AUG5-PHONE-NUMBER-085-52,PHONE_NUMBER,The partner can be reached at (415) 555-0157 ext. 9.,the partner can be reached at (415) 555‑0157 ext. 9,336,119,17,256,
AUG5-TIME-007-50,TIME,The timestamp shows 2:00:30 on the log.,the timestamp shows thirty seconds past two on the log,156,23,9,147,
AUG5-TIME-015-50,TIME,The demo runs at 2:00 PM MT.,the demo runs at 2 PM Mountain Time,289,60,9,183,
AUG5-TIME-020-50,TIME,Server maintenance begins at 22:00 hours.,server maintenance begins at 22:00,254,51,11,173,
AUG5-TIME-024-50,TIME,Your ride will arrive at 6:20 PM outside terminal four.,your ride will arrive at 6:20 PM outside terminal four,253,51,12,179,
AUG5-TIME-030-51,TIME,The webinar kicks off at 7:15 PM this evening.,the webinar kicks off at quarter past seven this evening,259,24,9,144,
AUG5-TIME-033-51,TIME,The earnings call begins at 4:00 PM ET.,the earnings call begins at 4:00 PM Eastern,243,57,10,178,
AUG5-TIME-038-51,TIME,The bus departs at 6:30 from gate twelve.,the bus departs at half past six from gate twelve,214,23,10,144,
AUG5-TIME-043-51,TIME,The train pulls in at 2:15 PM in the afternoon.,the train pulls in at quarter past two in the afternoon,194,24,10,147,
AUG5-TIME-051-51,TIME,The closing bell rings at 4:30 ET.,the closing bell rings at half past four eastern,194,23,11,145,
