sample_id,entity_class,variant,source,difficulty,formatting_prompt,input_text,expected_output,actual_output,latency_total_ms,latency_ttft_ms,tokens_in,tokens_out,cost_usd,finish_reason,error,attempted_at,completed_at,exact_match,regex_pass,regex_check_used,judge_accuracy,judge_accuracy_reason,judge_promptability,judge_promptability_reason,judge_catastrophic,judge_hallucination,judge_hallucination_reason,methods_agree,disagreement_kind,judge_error
MIXED-027,MIXED,multi_entity,synthetic,edge,,we expect three hundred percent roi on the two hundred fifty thousand investment,"we expect 300% roi on the 250,000 investment","we expect 300% roi on the 250,000 investment",1606.7574999760836,1525.4792089690454,1713,189,0.00012345,stop,,2026-05-03T06:12:17.241902+00:00,2026-05-03T06:12:18.848708+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Numbers correctly formatted; all content preserved.,True,,
MIXED-PX-002,MIXED,prompted_style,synthetic,edge,Format phone numbers in E.164 and times in 24-hour.,call five five five eight six seven five three oh nine at three thirty p m,call +15558675309 at 15:30,call +15558675309 at 15:30,3797.1487499889918,3741.590666002594,1720,228,8.352e-05,stop,,2026-05-03T06:12:18.126403+00:00,2026-05-03T06:12:21.923597+00:00,True,,,pass,Matches reference exactly.,followed,E.164 phone and 24-hour time both applied.,False,minor_addition,"Phone number formatted with +1 country code not stated in input, but is a reasonable formatting assumption; time correctly converted.",True,,
MONEY-E001,MONEY,with_M_suffix,synthetic,edge,,the contract is worth two point five million dollars,the contract is worth $2.5M,the contract is worth $2.5M,9415.473542001564,8930.176333989948,1708,142,9.388e-05,stop,,2026-05-03T06:12:18.848859+00:00,2026-05-03T06:12:28.264388+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$2.5M"" correctly formats ""two point five million dollars"" without altering meaning.",True,,
MONEY-E002,MONEY,with_B_suffix,synthetic,edge,,we raised one point two billion,we raised $1.2B,we raised $1.2B,3145.195957971737,3059.0359999914654,1692,198,7.848e-05,stop,,2026-05-03T06:12:18.889541+00:00,2026-05-03T06:12:22.034809+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$1.2B"" is a faithful formatting of ""one point two billion"" (dollars implied is a minor formatting choice, but acceptable).",True,,
MONEY-E005,MONEY,negative_decimal,synthetic,edge,,the refund was minus forty seven dollars and fifty cents,the refund was -$47.50,the refund was -$47.50,21318.35479097208,20948.19445797475,1709,417,0.00014342,stop,,2026-05-03T06:12:19.983407+00:00,2026-05-03T06:12:41.301836+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"The output accurately formats ""minus forty seven dollars and fifty cents"" as ""-$47.50"" without adding or dropping content.",True,,
PCT-009,PERCENT,basic,synthetic,basic,Use the % symbol.,only one percent churn,only 1% churn,only 1% churn,1939.215291000437,1868.1721659959294,1711,129,8.779e-05,stop,,2026-05-03T06:12:21.923642+00:00,2026-05-03T06:12:23.862915+00:00,True,,,pass,Matches reference exactly.,followed,Used % symbol as instructed.,False,none,Numeric and percent formatting preserves meaning exactly.,True,,
PCT-010,PERCENT,basic,synthetic,basic,,forty percent off,40% off,40% off,625.171291991137,605.5412499699742,1700,60,4.64e-05,stop,,2026-05-03T06:12:22.034916+00:00,2026-05-03T06:12:22.660172+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""forty percent"" formatted as ""40%"", content preserved.",True,,
PCT-D-004,PERCENT,decimal,synthetic,edge,,zero point five percent margin,0.5% margin,0.5% margin,714.0151669736952,680.1502499729395,1705,120,0.00014935,stop,,2026-05-03T06:12:22.660275+00:00,2026-05-03T06:12:23.374428+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Numeric and percent formatting preserves meaning exactly.,True,,
PHONE-009,PHONE_NUMBER,us_default,synthetic,basic,Format phone numbers as XXX-XXX-XXXX.,after hours nine eight four five five five eight eight eight eight,after hours 984-555-8888,after hours 984-555-8888,1520.207916968502,1425.4269999801181,1712,132,6.984e-05,stop,,2026-05-03T06:12:23.374796+00:00,2026-05-03T06:12:24.895074+00:00,True,,,pass,Matches reference exactly.,followed,Phone formatted as XXX-XXX-XXXX.,False,dropped_content,"Input has ten digits (9-8-4-5-5-5-8-8-8-8) but output formatted only as 984-555-8888, which is correct 10 digits. Wait, recounting: 9,8,4,5,5,5,8,8,8,8 = 10 digits, matches. No drop.",True,,
PHONE-E164-004,PHONE_NUMBER,e164,synthetic,basic,Format phone numbers in E.164.,dial four eight oh five five five seven eight nine zero,dial +14805557890,dial +14805557890,4014.3108749762177,3916.7566670221277,1709,363,0.00010209,stop,,2026-05-03T06:12:23.862992+00:00,2026-05-03T06:12:27.877374+00:00,True,True,e164_phone,pass,Matches reference exactly.,followed,E.164 format used as instructed.,False,minor_addition,"The digits match (4805557890), but the ""+1"" country code was added and not present in the input.",True,,
PHONE-F-002,PHONE_NUMBER,free_form,synthetic,edge,,the local one is just three two one four five six seven,the local one is just 321-4567,the local one is just 321-4567,4830.417708028108,4685.026666033082,1710,306,0.0001143,stop,,2026-05-03T06:12:24.895370+00:00,2026-05-03T06:12:29.725858+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Spoken digits correctly formatted as a phone number; all content preserved.,True,,
SSN-001,SSN,basic,synthetic,basic,Format SSN as XXX-XX-XXXX.,his ssn is one two three four five six seven eight nine,his ssn is 123-45-6789,his ssn is 123-45-6789,9860.503625008278,9322.329124959651,1726,147,9.55e-05,stop,,2026-05-03T06:12:27.877460+00:00,2026-05-03T06:12:37.738031+00:00,True,False,ssn_redaction,pass,Matches reference exactly.,followed,SSN formatted as XXX-XX-XXXX.,False,none,SSN digits formatted correctly with standard hyphenation; no content added or dropped.,False,regex_judge_disagree,
SSN-R-004,SSN,redaction,synthetic,edge,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,the social is two two two three three four four four four,the social is XXX-XX-4444,the social is XXX-XX-4444,1679.901042021811,1622.609874990303,1733,199,0.00012645,stop,,2026-05-03T06:12:28.264464+00:00,2026-05-03T06:12:29.944409+00:00,True,True,ssn_redaction,pass,Matches reference exactly.,followed,SSN redacted in requested format keeping last 4 digits.,False,fabricated,"The input digits are 222-33-4444, but the output redacted the first five digits as XXX-XX, which is acceptable masking; however the formatting structure is fine. Actually masking is a transformation not fabrication.",True,,
SSN-R-006,SSN,redaction,synthetic,edge,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,ssn six six six oh one nine nine nine nine,ssn XXX-XX-9999,ssn XXX-XX-9999,12368.9050420071,12032.53395901993,1732,230,0.00011068,stop,,2026-05-03T06:12:28.992537+00:00,2026-05-03T06:12:41.361506+00:00,True,True,ssn_redaction,pass,Matches reference exactly.,followed,Redacted SSN keeping only last 4 digits as instructed.,False,none,"SSN digits 666-01-9999 redacted to XXX-XX-9999 is acceptable formatting/masking, preserving last four.",True,,
TIME-E-005,TIME,fuzzy,synthetic,edge,,around tennish,around 10ish,around 10ish,2902.264208009001,2863.4087499813177,1700,152,6.48e-05,stop,,2026-05-03T06:12:29.725965+00:00,2026-05-03T06:12:32.628313+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""tennish"" formatted as ""10ish"" preserves meaning.",True,,
TIME-PX-003,TIME,prompted_style,synthetic,edge,Format times as 12-hour with AM/PM.,the briefing is at fourteen hundred,the briefing is at 2:00 PM,the briefing is at 2:00 PM,1370.2293750247918,1352.6135829742998,1720,163,0.00016115,stop,,2026-05-03T06:12:29.944448+00:00,2026-05-03T06:12:31.314748+00:00,True,,,pass,Matches reference exactly.,followed,12-hour format with PM used.,False,none,"""Fourteen hundred"" correctly formatted as 2:00 PM; no content added or dropped.",True,,
TIME-Q-002,TIME,quarter_half,synthetic,edge,,around half past seven,around 7:30 PM,around 7:30,2638.495583028998,2608.21020801086,1700,243,8.3e-05,stop,,2026-05-03T06:12:31.314851+00:00,2026-05-03T06:12:33.953484+00:00,False,,,pass,7:30 is a valid formatting; AM/PM not specified in input.,n_a,No instruction provided.,False,none,"""Half past seven"" is correctly formatted as ""7:30"" with no added or dropped content.",False,judge_pass_em_fail,
URL-001,URL,basic,synthetic,basic,Render URLs without the https:// prefix.,go to acme dot com,go to acme.com,go to acme.com,8293.68537501432,8038.410625013057,1717,143,9.442e-05,stop,,2026-05-03T06:12:32.628399+00:00,2026-05-03T06:12:40.922151+00:00,True,,,pass,Matches reference exactly.,followed,No https:// prefix included.,False,none,"""dot com"" was correctly formatted as "".com"" without altering meaning.",True,,
URL-010,URL,basic,synthetic,basic,,login at portal dot bank dot com,login at portal.bank.com,login@portal.bank.com,5936.025625036564,5697.637458040845,1706,93,8.498e-05,stop,,2026-05-03T06:12:33.953677+00:00,2026-05-03T06:12:39.889762+00:00,False,,,wrong_value,"Candidate interpreted ""at"" as @ creating an email, but reference treats ""at"" as the word preceding a URL.",n_a,No instruction provided.,False,none,Spoken email/URL formatted correctly with @ and dots.,True,,
