run_id,model_id,provider,sample_id,trial,base_prompt_hash,formatting_prompt,input_text,expected_output,actual_output,latency_total_ms,latency_ttft_ms,tokens_in,tokens_out,cost_usd,finish_reason,error,attempted_at,completed_at
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,11,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1651.93,1237.08,1776,20,0.00073944,stop,,2026-05-05T23:56:09.466968+00:00,2026-05-05T23:56:11.118923+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,16,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1777.29,1371.05,1776,20,0.00073944,stop,,2026-05-05T23:56:09.467308+00:00,2026-05-05T23:56:11.244652+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,5,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1941.63,1560.84,1776,20,0.00073944,stop,,2026-05-05T23:56:09.466557+00:00,2026-05-05T23:56:11.408220+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,2,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2139.68,1639.00,1682,17,0.000459258,stop,,2026-05-05T23:56:09.462189+00:00,2026-05-05T23:56:11.601906+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,10,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2227.89,1703.93,1682,17,0.00044378,stop,,2026-05-05T23:56:09.462834+00:00,2026-05-05T23:56:11.690755+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,4,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2271.64,2083.63,1776,21,0.0010503,stop,,2026-05-05T23:56:09.466495+00:00,2026-05-05T23:56:11.738197+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,17,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1256.46,873.18,1776,20,0.00073944,stop,,2026-05-05T23:56:10.484708+00:00,2026-05-05T23:56:11.741223+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,7,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2275.07,2172.74,1776,21,0.0014265,stop,,2026-05-05T23:56:09.466703+00:00,2026-05-05T23:56:11.741786+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,14,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2341.06,1482.49,1776,21,0.00074178,stop,,2026-05-05T23:56:09.467179+00:00,2026-05-05T23:56:11.808269+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,7,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2471.18,2457.10,1682,17,0.0001939644,stop,,2026-05-05T23:56:09.462627+00:00,2026-05-05T23:56:11.933864+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,15,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2488.52,1905.48,1682,17,0.00044378,stop,,2026-05-05T23:56:09.463159+00:00,2026-05-05T23:56:11.951725+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,10,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2506.83,2475.96,1776,21,0.0010503,stop,,2026-05-05T23:56:09.466906+00:00,2026-05-05T23:56:11.973763+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,20,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1100.67,775.17,1776,21,0.0014265,stop,,2026-05-05T23:56:10.917646+00:00,2026-05-05T23:56:12.018372+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,4,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2571.78,2563.12,1682,17,0.0001901088,stop,,2026-05-05T23:56:09.462415+00:00,2026-05-05T23:56:12.034212+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,6,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2597.98,2138.04,1682,17,0.00044378,stop,,2026-05-05T23:56:09.462566+00:00,2026-05-05T23:56:12.060562+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,14,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2688.82,947.55,1682,17,0.00047861,stop,,2026-05-05T23:56:09.463097+00:00,2026-05-05T23:56:12.151921+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,11,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2801.78,2075.85,1682,17,0.00044378,stop,,2026-05-05T23:56:09.462902+00:00,2026-05-05T23:56:12.264722+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,13,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2880.05,2123.34,1776,21,0.00074178,stop,,2026-05-05T23:56:09.467096+00:00,2026-05-05T23:56:12.347171+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,1,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2977.74,2971.65,1682,17,0.000167202,stop,,2026-05-05T23:56:09.460385+00:00,2026-05-05T23:56:12.438177+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,19,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1600.06,1207.72,1776,20,0.00073944,stop,,2026-05-05T23:56:10.892434+00:00,2026-05-05T23:56:12.492545+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,18,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2066.95,1062.81,1776,21,0.00074178,stop,,2026-05-05T23:56:10.487764+00:00,2026-05-05T23:56:12.554741+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,26,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1325.12,946.74,1776,20,0.00073944,stop,,2026-05-05T23:56:11.409102+00:00,2026-05-05T23:56:12.734263+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,20,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1205.02,646.02,1682,17,0.00047861,stop,,2026-05-05T23:56:11.602439+00:00,2026-05-05T23:56:12.807519+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,19,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1759.09,742.18,1682,17,0.00047861,stop,,2026-05-05T23:56:11.056075+00:00,2026-05-05T23:56:12.815219+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,33,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",523.76,389.92,1776,21,0.0011412,stop,,2026-05-05T23:56:12.347636+00:00,2026-05-05T23:56:12.871445+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,24,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1953.41,1235.34,1776,20,0.00073944,stop,,2026-05-05T23:56:11.119377+00:00,2026-05-05T23:56:13.072826+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,28,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1415.25,1003.96,1776,20,0.0010468,stop,,2026-05-05T23:56:11.742311+00:00,2026-05-05T23:56:13.157597+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,17,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2480.54,2468.58,1682,17,0.0001710576,stop,,2026-05-05T23:56:10.695415+00:00,2026-05-05T23:56:13.175993+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,21,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2286.97,1736.91,1776,21,0.00074178,stop,,2026-05-05T23:56:10.923931+00:00,2026-05-05T23:56:13.210943+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,29,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1472.99,1093.37,1776,20,0.00073944,stop,,2026-05-05T23:56:11.742705+00:00,2026-05-05T23:56:13.215728+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,31,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1261.17,880.06,1776,20,0.00073944,stop,,2026-05-05T23:56:11.974190+00:00,2026-05-05T23:56:13.235395+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,36,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",550.74,456.50,1776,21,0.0011412,stop,,2026-05-05T23:56:12.734616+00:00,2026-05-05T23:56:13.285407+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,27,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1547.37,1363.89,1776,21,0.0010503,stop,,2026-05-05T23:56:11.739013+00:00,2026-05-05T23:56:13.286421+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,32,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1442.84,1276.38,1776,21,0.0010503,stop,,2026-05-05T23:56:12.019085+00:00,2026-05-05T23:56:13.461984+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,3,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",4006.85,3302.27,1776,21,0.00074178,stop,,2026-05-05T23:56:09.466431+00:00,2026-05-05T23:56:13.473292+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,12,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",4052.90,3109.46,1682,17,0.000459258,stop,,2026-05-05T23:56:09.462966+00:00,2026-05-05T23:56:13.515890+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,22,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2619.56,1848.17,1776,21,0.00074178,stop,,2026-05-05T23:56:11.039730+00:00,2026-05-05T23:56:13.659351+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,23,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2608.75,1867.56,1776,21,0.00074178,stop,,2026-05-05T23:56:11.066027+00:00,2026-05-05T23:56:13.674816+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,34,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1345.19,1309.27,1776,20,0.00073944,stop,,2026-05-05T23:56:12.493100+00:00,2026-05-05T23:56:13.838365+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,35,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1505.65,1328.34,1776,21,0.0010503,stop,,2026-05-05T23:56:12.555005+00:00,2026-05-05T23:56:14.060929+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,24,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2036.91,2028.09,1682,17,0.0001862532,stop,,2026-05-05T23:56:12.034604+00:00,2026-05-05T23:56:14.071544+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,37,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",1226.52,838.06,1776,20,0.00073944,stop,,2026-05-05T23:56:12.872062+00:00,2026-05-05T23:56:14.098641+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,23,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2158.48,2148.08,1682,17,0.0001901088,stop,,2026-05-05T23:56:11.952512+00:00,2026-05-05T23:56:14.111085+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,22,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2366.33,2364.93,1682,17,0.0001901088,stop,,2026-05-05T23:56:11.934708+00:00,2026-05-05T23:56:14.301101+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,21,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2652.73,2642.56,1682,17,0.0001939644,stop,,2026-05-05T23:56:11.691608+00:00,2026-05-05T23:56:14.344399+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,26,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2198.75,2187.03,1682,17,0.000167202,stop,,2026-05-05T23:56:12.152313+00:00,2026-05-05T23:56:14.351088+00:00
determinism-large-iter009-20260505T235608Z,qwen3-5-397b,qwen,ADDR-005,49,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",577.44,467.53,1776,21,0.0011412,stop,,2026-05-05T23:56:13.839368+00:00,2026-05-05T23:56:14.416876+00:00
determinism-large-iter009-20260505T235608Z,deepseek-v3-2,deepseek,ADDR-005,25,e774babcbb7b,Format on a single line with state abbreviation and ZIP.,warehouse is at one thousand industrial boulevard atlanta georgia three oh three oh nine,"warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309","warehouse is at 1000 Industrial Boulevard, Atlanta, GA 30309",2418.54,2412.11,1682,17,0.0001862532,stop,,2026-05-05T23:56:12.060872+00:00,2026-05-05T23:56:14.479459+00:00
