id,entity_class,variant,prompt,input_text,expected_output,difficulty,domain,source,notes
AUG4-NUMERIC-ID-006-44,NUMERIC_ID,mrn,,the medical record number is five five one two seven eight nine,the medical record number is 5512789,basic,medical,synthetic_augmented_v4,7-digit MRN
AUG4-NUMERIC-ID-007-44,NUMERIC_ID,double_digit,,your pin is double four seven double two nine,your pin is 4477229,edge,voice_agent,synthetic_augmented_v4,double expands to two of digit
AUG4-NUMERIC-ID-008-44,NUMERIC_ID,triple_digit,,the code is triple seven two double oh five,the code is 77720055,adversarial,voice_agent,synthetic_augmented_v4,triple and double mixed with oh
AUG4-NUMERIC-ID-009-44,NUMERIC_ID,ticket_id,,ticket id is inc dash zero zero four five eight nine two,ticket id is INC-0045892,edge,contact_center,synthetic_augmented_v4,ServiceNow style with leading zeros
AUG4-NUMERIC-ID-010-44,NUMERIC_ID,order_long,,order number one two three four five six seven eight nine zero one two,order number 123456789012,basic,finance,synthetic_augmented_v4,12 digit sequential
AUG4-NUMERIC-ID-011-44,NUMERIC_ID,account_12_digit,,your account number is six two one nine four four three eight seven seven zero one,your account number is 621944387701,basic,finance,synthetic_augmented_v4,12 digits no separators
AUG4-NUMERIC-ID-012-44,NUMERIC_ID,confirmation_alpha_single,,the confirmation code is a b c one two three four,the confirmation code is ABC1234,basic,voice_agent,synthetic_augmented_v4,single letter spelling
AUG4-NUMERIC-ID-013-44,NUMERIC_ID,tracking_fedex,,fedex tracking is seven seven three two one four five six eight nine zero one two,fedex tracking is 773214568901 2,edge,contact_center,synthetic_augmented_v4,12 digit fedex
AUG4-NUMERIC-ID-014-44,NUMERIC_ID,case_long_dash,,case number tee kay tee dash two zero two four dash zero zero nine eight,case number TKT-2024-0098,edge,contact_center,synthetic_augmented_v4,two dash segments
AUG4-NUMERIC-ID-015-44,NUMERIC_ID,mrn_with_double,,patient mrn is double three eight one double nine four,patient mrn is 3381994,edge,medical,synthetic_augmented_v4,doubles in MRN
AUG4-NUMERIC-ID-016-44,NUMERIC_ID,confirmation_mixed,,your booking reference is kilo lima eight oh oh four two,your booking reference is KL80042,edge,voice_agent,synthetic_augmented_v4,NATO with oh for zero
AUG4-NUMERIC-ID-017-44,NUMERIC_ID,account_oh_heavy,,the routing number is oh two one oh oh oh oh two one,the routing number is 021000021,adversarial,finance,synthetic_augmented_v4,many ohs preserve count
AUG4-NUMERIC-ID-018-44,NUMERIC_ID,order_with_pound,,your order is number nine four seven three five two eight one,your order is number 94735281,basic,voice_agent,synthetic_augmented_v4,8 digit order
AUG4-NUMERIC-ID-019-44,NUMERIC_ID,confirmation_long_nato,,confirmation code is alpha tango november one nine eight seven six five,confirmation code is ATN198765,edge,voice_agent,synthetic_augmented_v4,three NATO then six digits
AUG4-NUMERIC-ID-020-44,NUMERIC_ID,tracking_20_digit,,tracking number is nine four zero zero one one two zero two zero three four five six seven eight nine zero one two,tracking number is 94001120203456789012,adversarial,contact_center,synthetic_augmented_v4,20 digit USPS style
AUG4-NUMERIC-ID-021-44,NUMERIC_ID,mrn_with_dash,,the patient id is em ar en dash four four eight two zero one,the patient id is MRN-448201,basic,medical,synthetic_augmented_v4,prefix MRN literal dash
AUG4-NUMERIC-ID-022-44,NUMERIC_ID,case_letters_only_prefix,,the case reference is sierra delta nine nine one four,the case reference is SD9914,basic,contact_center,synthetic_augmented_v4,NATO short prefix
AUG4-NUMERIC-ID-023-44,NUMERIC_ID,account_triple_oh,,savings account is four one triple oh six seven eight,savings account is 4100067 8,adversarial,finance,synthetic_augmented_v4,triple oh expansion
AUG4-NUMERIC-ID-024-44,NUMERIC_ID,confirmation_with_dash,,confirmation is bravo whiskey dash three three seven oh two,confirmation is BW-33702,edge,voice_agent,synthetic_augmented_v4,letters dash digits with oh
AUG4-NUMERIC-ID-025-44,NUMERIC_ID,order_with_double,,the order number is double two five seven double eight one nine,the order number is 22578819,edge,finance,synthetic_augmented_v4,two doubles inside order
AUG4-TIME-001-44,TIME,twelve_hour_ampm,,the team standup is scheduled for nine fifteen ay em sharp,The team standup is scheduled for 9:15 AM sharp.,basic,meeting,synthetic_augmented_v4,spelled am as ay em
AUG4-TIME-002-44,TIME,twelve_hour_ampm,,your dentist appointment is confirmed for three thirty pee em tomorrow,Your dentist appointment is confirmed for 3:30 PM tomorrow.,basic,medical,synthetic_augmented_v4,spelled pm as pee em
AUG4-TIME-003-44,TIME,military_24h,Use 24-hour HH:MM format.,the security shift change happens at fourteen hundred hours,The security shift change happens at 14:00.,basic,generic,synthetic_augmented_v4,hundred hours phrasing
AUG4-TIME-004-44,TIME,military_24h,Use 24-hour HH:MM format.,the briefing starts at oh nine thirty in conference room b,The briefing starts at 09:30 in conference room B.,basic,meeting,synthetic_augmented_v4,oh prefix military
AUG4-TIME-005-44,TIME,quarter_past,,call me back at quarter past three this afternoon,Call me back at 3:15 PM this afternoon.,basic,voice_agent,synthetic_augmented_v4,afternoon disambiguates pm
AUG4-TIME-006-44,TIME,half_past,,the market closes half past nine eastern,The market closes 9:30 AM ET.,edge,finance,synthetic_augmented_v4,half past with timezone
AUG4-TIME-007-44,TIME,quarter_to,,please arrive by quarter to five in the evening,Please arrive by 4:45 PM in the evening.,basic,meeting,synthetic_augmented_v4,quarter to with pm context
AUG4-TIME-008-44,TIME,noon_midnight,,the lunch reservation is for twelve noon at the bistro,The lunch reservation is for 12:00 PM at the bistro.,basic,generic,synthetic_augmented_v4,twelve noon explicit
AUG4-TIME-009-44,TIME,noon_midnight,,the system maintenance window starts at midnight,The system maintenance window starts at 12:00 AM.,basic,generic,synthetic_augmented_v4,midnight to 12 AM
AUG4-TIME-010-44,TIME,relative_seconds,,the countdown ended thirty seconds past two,The countdown ended 2:00:30.,adversarial,generic,synthetic_augmented_v4,HH:MM:SS form
AUG4-TIME-011-44,TIME,timezone_eastern,,the earnings call begins at three pee em eastern,The earnings call begins at 3:00 PM ET.,basic,finance,synthetic_augmented_v4,eastern to ET
AUG4-TIME-012-44,TIME,timezone_pacific,,join the webinar at nine ay em pacific time,Join the webinar at 9:00 AM PT.,basic,meeting,synthetic_augmented_v4,pacific time to PT
AUG4-TIME-013-44,TIME,timezone_central,,the support line opens at eight ay em central,The support line opens at 8:00 AM CT.,edge,contact_center,synthetic_augmented_v4,central to CT
AUG4-TIME-014-44,TIME,military_24h,Use 24-hour HH:MM format.,deploy the patch at twenty two hundred hours tonight,Deploy the patch at 22:00 tonight.,basic,generic,synthetic_augmented_v4,
AUG4-TIME-015-44,TIME,twelve_hour_ampm,,voicemail received at eleven forty five pee em last night,Voicemail received at 11:45 PM last night.,basic,voice_agent,synthetic_augmented_v4,
AUG4-TIME-016-44,TIME,quarter_half,,the pharmacy reopens half past one in the afternoon,The pharmacy reopens 1:30 PM in the afternoon.,basic,medical,synthetic_augmented_v4,
AUG4-TIME-017-44,TIME,relative_seconds,,the alarm tripped at forty five seconds past six,The alarm tripped at 6:00:45.,adversarial,generic,synthetic_augmented_v4,seconds past hour
AUG4-TIME-018-44,TIME,noon_midnight,,the cutoff for wire transfers is midnight eastern,The cutoff for wire transfers is 12:00 AM ET.,edge,finance,synthetic_augmented_v4,midnight with timezone
AUG4-TIME-019-44,TIME,military_24h,Use 24-hour HH:MM format.,the train departs at sixteen forty five from platform six,The train departs at 16:45 from platform six.,basic,generic,synthetic_augmented_v4,
AUG4-TIME-020-44,TIME,quarter_to_pm,,the doctor will see you at quarter to four pee em,The doctor will see you at 3:45 PM.,edge,medical,synthetic_augmented_v4,quarter to combined with explicit pm
AUG4-PHONE-NUMBER-001-44,PHONE_NUMBER,us_default,,please dial two oh two five five five oh one three four when you arrive,Please dial (202) 555-0134 when you arrive.,basic,contact_center,synthetic_augmented_v4,standard 10-digit US
AUG4-PHONE-NUMBER-002-44,PHONE_NUMBER,us_country_code,,the hotline is one eight hundred five five five one two one two,The hotline is 1-800-555-1212.,basic,voice_agent,synthetic_augmented_v4,1-800 toll-free
AUG4-PHONE-NUMBER-003-44,PHONE_NUMBER,extension,,reach me at four one five five five five oh one eight seven extension forty seven,Reach me at (415) 555-0187 ext. 47.,edge,contact_center,synthetic_augmented_v4,extension spoken as words
AUG4-PHONE-NUMBER-004-44,PHONE_NUMBER,international_uk,,london office is plus four four two oh seven nine four six oh nine five eight,London office is +44 20 7946 0958.,edge,generic,synthetic_augmented_v4,UK international
AUG4-PHONE-NUMBER-005-44,PHONE_NUMBER,vanity_letters,This is a US phone number; treat letters as keypad mappings.,dial one eight hundred contacts now,Dial 1-800-CONTACTS now.,edge,voice_agent,synthetic_augmented_v4,vanity all-letters
AUG4-PHONE-NUMBER-006-44,PHONE_NUMBER,dash_spoken,,my cell is three one two dash five five five dash oh one nine two,My cell is 312-555-0192.,basic,generic,synthetic_augmented_v4,dash spoken between groups
AUG4-PHONE-NUMBER-007-44,PHONE_NUMBER,e164_prompted,Format phone numbers as E.164.,please call two oh two five five five oh one three four,Please call +12025550134.,edge,contact_center,synthetic_augmented_v4,E.164 conversion US
AUG4-PHONE-NUMBER-008-44,PHONE_NUMBER,us_default,,the front desk number is six one seven five five five oh one four two,The front desk number is (617) 555-0142.,basic,generic,synthetic_augmented_v4,
AUG4-PHONE-NUMBER-009-44,PHONE_NUMBER,e164_prompted,Format phone numbers as E.164.,my mobile is four one five five five five oh one six six,My mobile is +14155550166.,edge,finance,synthetic_augmented_v4,E.164 US mobile
AUG4-PHONE-NUMBER-010-44,PHONE_NUMBER,hyphen_spoken,,text two oh six hyphen five five five hyphen oh one seven three,Text 206-555-0173.,basic,voice_agent,synthetic_augmented_v4,hyphen spoken
AUG4-PHONE-NUMBER-011-44,PHONE_NUMBER,extension_with_pound,,call three oh five five five five oh one one nine extension two oh four,Call (305) 555-0119 ext. 204.,edge,contact_center,synthetic_augmented_v4,3-digit extension
AUG4-PHONE-NUMBER-012-44,PHONE_NUMBER,international_germany,,vendor line is plus four nine three oh one two three four five six seven eight,Vendor line is +49 30 12345678.,edge,finance,synthetic_augmented_v4,German number
AUG4-PHONE-NUMBER-013-44,PHONE_NUMBER,us_country_code,,escalations go to one eight seven seven five five five oh one five five,Escalations go to 1-877-555-0155.,basic,contact_center,synthetic_augmented_v4,1-877 toll-free
AUG4-PHONE-NUMBER-014-44,PHONE_NUMBER,e164_prompted,Format phone numbers as E.164.,the uk team is at plus four four two oh seven nine four six oh one two three,The UK team is at +442079460123.,adversarial,meeting,synthetic_augmented_v4,E.164 UK no spaces
AUG4-PHONE-NUMBER-015-44,PHONE_NUMBER,us_default,,clinic appointments at six one seven five five five oh one oh eight please,Clinic appointments at (617) 555-0108 please.,basic,medical,synthetic_augmented_v4,
AUG4-PHONE-NUMBER-016-44,PHONE_NUMBER,vanity_partial,,the support number is one eight hundred five five five help,The support number is 1-800-555-HELP.,adversarial,voice_agent,synthetic_augmented_v4,mixed digits+letters vanity
AUG4-PHONE-NUMBER-017-44,PHONE_NUMBER,us_default,,i can be reached at two oh six five five five oh one eight eight,I can be reached at (206) 555-0188.,basic,generic,synthetic_augmented_v4,
AUG4-PHONE-NUMBER-018-44,PHONE_NUMBER,international_france,,paris branch at plus three three one four two six eight five three oh nine,Paris branch at +33 1 42 68 53 09.,edge,finance,synthetic_augmented_v4,French formatting
AUG4-PHONE-NUMBER-019-44,PHONE_NUMBER,e164_prompted,Format phone numbers as E.164.,reach billing at three one two five five five oh one four seven,Reach billing at +13125550147.,edge,finance,synthetic_augmented_v4,E.164 US billing
AUG4-PHONE-NUMBER-020-44,PHONE_NUMBER,extension,,front office is four one five five five five oh one two two extension nineteen,Front office is (415) 555-0122 ext. 19.,edge,medical,synthetic_augmented_v4,two-digit ext
AUG4-PHONE-NUMBER-021-44,PHONE_NUMBER,us_default,,call three oh five five five five oh one six seven for the consult,Call (305) 555-0167 for the consult.,basic,medical,synthetic_augmented_v4,
AUG4-PHONE-NUMBER-022-44,PHONE_NUMBER,us_country_code,,the fraud line is one eight eight eight five five five oh one nine nine,The fraud line is 1-888-555-0199.,basic,finance,synthetic_augmented_v4,1-888 toll-free
AUG4-PHONE-NUMBER-023-44,PHONE_NUMBER,e164_prompted,Format phone numbers as E.164.,add my contact six one seven five five five oh one three one,Add my contact +16175550131.,edge,meeting,synthetic_augmented_v4,E.164 Boston area
AUG4-PHONE-NUMBER-024-44,PHONE_NUMBER,international_australia,,sydney desk is plus six one two nine three seven four four oh oh oh,Sydney desk is +61 2 9374 4000.,edge,meeting,synthetic_augmented_v4,Australian number
AUG4-PHONE-NUMBER-025-44,PHONE_NUMBER,us_default,,jot down two oh two five five five oh one five six for the rep,Jot down (202) 555-0156 for the rep.,basic,contact_center,synthetic_augmented_v4,
AUG4-NO-ENTITY-001-44,NO_ENTITY,simple_statement,,i really appreciate your help today,I really appreciate your help today.,basic,contact_center,synthetic_augmented_v4,short polite statement
AUG4-NO-ENTITY-002-44,NO_ENTITY,question,,could you walk me through the next steps,Could you walk me through the next steps?,basic,contact_center,synthetic_augmented_v4,question form
AUG4-NO-ENTITY-003-44,NO_ENTITY,filler_words,,um so yeah i guess that makes sense to me,"Um, so yeah, I guess that makes sense to me.",basic,generic,synthetic_augmented_v4,preserves filler words
AUG4-NO-ENTITY-004-44,NO_ENTITY,multi_sentence,,okay that sounds good let me think about it,"Okay, that sounds good. Let me think about it.",basic,meeting,synthetic_augmented_v4,two short utterances
AUG4-NO-ENTITY-005-44,NO_ENTITY,proper_noun_name,,john said he would handle the follow up,John said he would handle the follow up.,basic,meeting,synthetic_augmented_v4,proper noun capitalized but not entity
AUG4-NO-ENTITY-006-44,NO_ENTITY,medical_complaint,,my back has been hurting for a while now,My back has been hurting for a while now.,basic,medical,synthetic_augmented_v4,vague time reference no entity
AUG4-NO-ENTITY-007-44,NO_ENTITY,voice_agent_greeting,,hi i just wanted to check on my order,"Hi, I just wanted to check on my order.",basic,voice_agent,synthetic_augmented_v4,casual greeting
AUG4-NO-ENTITY-008-44,NO_ENTITY,long_rambling,,i was thinking maybe we could try a different approach because the last one really did not seem to work,I was thinking maybe we could try a different approach because the last one really did not seem to work.,basic,meeting,synthetic_augmented_v4,long single sentence
AUG4-NO-ENTITY-009-44,NO_ENTITY,question_polite,,would you mind repeating that one more time,Would you mind repeating that one more time?,basic,contact_center,synthetic_augmented_v4,polite request question
AUG4-NO-ENTITY-010-44,NO_ENTITY,proper_noun_company,,i have been a chase customer for years,I have been a Chase customer for years.,basic,finance,synthetic_augmented_v4,company name capitalized
AUG4-NO-ENTITY-011-44,NO_ENTITY,frustration,,this is really frustrating i just want it fixed,This is really frustrating. I just want it fixed.,basic,contact_center,synthetic_augmented_v4,two short emotional statements
AUG4-NO-ENTITY-012-44,NO_ENTITY,medical_followup,,the doctor said i should come back if it gets worse,The doctor said I should come back if it gets worse.,basic,medical,synthetic_augmented_v4,medical context no specific entity
AUG4-NO-ENTITY-013-44,NO_ENTITY,meeting_agreement,,yeah i think we are all on the same page,"Yeah, I think we are all on the same page.",basic,meeting,synthetic_augmented_v4,agreement phrase
AUG4-NO-ENTITY-014-44,NO_ENTITY,short_confirmation,,yes that works for me,"Yes, that works for me.",basic,generic,synthetic_augmented_v4,five word confirmation
AUG4-NO-ENTITY-015-44,NO_ENTITY,voice_agent_request,,can you help me reset my password please,Can you help me reset my password please?,basic,voice_agent,synthetic_augmented_v4,polite help request
AUG4-NO-ENTITY-016-44,NO_ENTITY,hedging,,i mean i guess we could but i am not sure,"I mean, I guess we could but I am not sure.",basic,generic,synthetic_augmented_v4,hedging language
AUG4-NO-ENTITY-017-44,NO_ENTITY,proper_noun_two,,sarah and john are going to lead the project,Sarah and John are going to lead the project.,basic,meeting,synthetic_augmented_v4,two proper nouns
AUG4-NO-ENTITY-018-44,NO_ENTITY,contact_thanks,,thank you so much for your patience,Thank you so much for your patience.,basic,contact_center,synthetic_augmented_v4,gratitude phrase
AUG4-NO-ENTITY-019-44,NO_ENTITY,medical_symptom_vague,,i have been feeling a little dizzy lately,I have been feeling a little dizzy lately.,basic,medical,synthetic_augmented_v4,vague symptom description
AUG4-NO-ENTITY-020-44,NO_ENTITY,meeting_question_long,,are we still planning to move forward with the proposal that was discussed last time,Are we still planning to move forward with the proposal that was discussed last time?,basic,meeting,synthetic_augmented_v4,long question
AUG4-NO-ENTITY-021-44,NO_ENTITY,voice_agent_negative,,no that is not what i was asking about,"No, that is not what I was asking about.",basic,voice_agent,synthetic_augmented_v4,correction utterance
AUG4-NO-ENTITY-022-44,NO_ENTITY,finance_general,,i was hoping to talk to someone about my savings account,I was hoping to talk to someone about my savings account.,basic,finance,synthetic_augmented_v4,finance context no entity
AUG4-NO-ENTITY-023-44,NO_ENTITY,multi_sentence_question,,okay got it does that include shipping,"Okay, got it. Does that include shipping?",basic,contact_center,synthetic_augmented_v4,statement followed by question
AUG4-NO-ENTITY-024-44,NO_ENTITY,long_explanation,,basically what happened was i tried to log in and it just kept giving me an error message,Basically what happened was I tried to log in and it just kept giving me an error message.,basic,contact_center,synthetic_augmented_v4,long explanation no entity
AUG4-NO-ENTITY-025-44,NO_ENTITY,medical_reassurance,,i think it is probably nothing serious but i wanted to ask,I think it is probably nothing serious but I wanted to ask.,basic,medical,synthetic_augmented_v4,reassurance no entity
AUG4-NO-ENTITY-026-44,NO_ENTITY,proper_noun_brand,,i ordered it from amazon last week,I ordered it from Amazon last week.,basic,generic,synthetic_augmented_v4,brand name capitalized vague time
AUG4-NO-ENTITY-027-44,NO_ENTITY,meeting_filler,,uh you know i think we should circle back on this,"Uh, you know, I think we should circle back on this.",basic,meeting,synthetic_augmented_v4,multiple fillers preserved
AUG4-NO-ENTITY-028-44,NO_ENTITY,voice_agent_clarify,,wait can you say that again i missed it,"Wait, can you say that again? I missed it.",basic,voice_agent,synthetic_augmented_v4,two utterances question and statement
AUG4-NO-ENTITY-029-44,NO_ENTITY,contact_center_complaint,,i have been waiting on hold for a really long time,I have been waiting on hold for a really long time.,basic,contact_center,synthetic_augmented_v4,vague duration no specific time
AUG4-NO-ENTITY-030-44,NO_ENTITY,generic_opinion,,honestly i do not really have a strong opinion either way,"Honestly, I do not really have a strong opinion either way.",basic,generic,synthetic_augmented_v4,opinion utterance with discourse marker
