id,entity_class,variant,prompt,input_text,expected_output,difficulty,domain,source,notes
AUG3-CARDINAL-5-005,CARDINAL,millions_point,,revenue hit three point seven million this fiscal year,Revenue hit 3.7 million this fiscal year.,basic,finance,synthetic_augmented_v3,Decimal-form millions kept as '3.7 million' per style convention
AUG3-CARDINAL-5-006,CARDINAL,billions_context,,the platform now serves two point five billion users worldwide,The platform now serves 2.5 billion users worldwide.,basic,voice_agent,synthetic_augmented_v3,Decimal billions phrase preserved with surrounding text capitalized
AUG3-CARDINAL-5-007,CARDINAL,ordinal_23rd,,the meeting is scheduled for the twenty third of june,The meeting is scheduled for the 23rd of June.,basic,meeting,synthetic_augmented_v3,Spoken ordinal date converted to numeric with correct suffix
AUG3-CARDINAL-5-008,CARDINAL,ordinal_51st,,congratulations on the fifty first sale this month,Congratulations on the 51st sale this month.,basic,contact_center,synthetic_augmented_v3,"'fifty first' → '51st', irregular suffix for numbers ending in 1 beyond teens"
AUG3-CARDINAL-5-009,CARDINAL,ordinal_quarter,,this is the twenty ninth quarter of consecutive growth,This is the 29th quarter of consecutive growth.,edge,finance,synthetic_augmented_v3,Ordinal in business context; 29th uses -th suffix correctly
AUG3-CARDINAL-5-010,CARDINAL,ordinal_12th,,we are now in the twelfth year of operations,We are now in the 12th year of operations.,edge,generic,synthetic_augmented_v3,Irregular spoken ordinal 'twelfth' maps to 12th
AUG3-CARDINAL-5-011,CARDINAL,large_hundred_thousands,Render numbers as digits with thousands separators,the data set contains four hundred fifty thousand records,"The data set contains 450,000 records.",basic,voice_agent,synthetic_augmented_v3,Six-digit spoken number with explicit formatting instruction in prompt
AUG3-CARDINAL-5-012,CARDINAL,compound_millions,,we processed one million three hundred thousand transactions in q two,"We processed 1,300,000 transactions in Q2.",edge,finance,synthetic_augmented_v3,Compound millions+hundreds-thousands rendered as full integer with separator
AUG3-CARDINAL-5-013,CARDINAL,ordinal_2nd,,this is the second largest market we serve,This is the 2nd largest market we serve.,basic,generic,synthetic_augmented_v3,Simple ordinal 'second' → '2nd' embedded in superlative phrase
AUG3-CARDINAL-5-014,CARDINAL,ordinal_32nd,,the thirty second item on the agenda is the compliance update,The 32nd item on the agenda is the compliance update.,edge,meeting,synthetic_augmented_v3,Tens+units ordinal with -nd suffix correctly applied
AUG3-CARDINAL-5-015,CARDINAL,twenty_hundred,,the facility opened in nineteen ninety eight and has served twenty one hundred patients,"The facility opened in 1998 and has served 2,100 patients.",edge,medical,synthetic_augmented_v3,Year and colloquial 'twenty one hundred' both converted; different number styles in one sentence
AUG3-CARDINAL-6-001,CARDINAL,decimal_million,,revenue came in at three point seven million for the quarter,Revenue came in at 3.7 million for the quarter,basic,finance,synthetic_augmented_v3,decimal spoken as 'point' with million suffix
AUG3-CARDINAL-6-002,CARDINAL,decimal_percent,,the defect rate dropped to zero point five percent after the update,The defect rate dropped to 0.5% after the update,basic,contact_center,synthetic_augmented_v3,"zero point five percent -> 0.5%, percent symbol attached"
AUG3-CARDINAL-6-003,CARDINAL,bare_decimal,,the reading was point eight five on the scale,The reading was 0.85 on the scale,basic,medical,synthetic_augmented_v3,leading 'point' without zero -> 0.85
AUG3-CARDINAL-6-004,CARDINAL,fraction_quarter,,we completed three quarters of the onboarding checklist today,We completed three-quarters of the onboarding checklist today,edge,meeting,synthetic_augmented_v3,"three quarters -> three-quarters (hyphenated adjectival fraction, no digit form)"
AUG3-CARDINAL-6-005,CARDINAL,fraction_two_thirds,,two thirds of callers were resolved on the first contact,Two-thirds of callers were resolved on the first contact,edge,contact_center,synthetic_augmented_v3,two thirds -> two-thirds hyphenated when used as noun fraction
AUG3-CARDINAL-6-006,CARDINAL,fraction_half,,about half the agents are working remotely this week,About half the agents are working remotely this week,basic,voice_agent,synthetic_augmented_v3,"'a half' used naturally -> preserved as 'half', no digit conversion needed"
AUG3-CARDINAL-6-007,CARDINAL,one_and_a_half_numeric,,the average handle time increased by one point five minutes,The average handle time increased by 1.5 minutes,basic,contact_center,synthetic_augmented_v3,one point five -> 1.5 in numeric context
AUG3-CARDINAL-6-008,CARDINAL,approx_thousand,,we processed roughly twenty thousand claims in q one,"We processed roughly 20,000 claims in Q1",basic,finance,synthetic_augmented_v3,"approximation word preserved, cardinal converted with comma formatting"
AUG3-CARDINAL-6-009,CARDINAL,approx_small,,there were around fifty complaints flagged for escalation,There were around 50 complaints flagged for escalation,basic,contact_center,synthetic_augmented_v3,"approximation 'around' preserved, cardinal to digit"
AUG3-CARDINAL-6-010,CARDINAL,couple_hundred,,a couple hundred users hit the error before we rolled it back,A couple hundred users hit the error before we rolled it back,basic,voice_agent,synthetic_augmented_v3,"'a couple hundred' is idiomatic approximation, no digit conversion"
AUG3-CARDINAL-6-011,CARDINAL,mixed_fraction_cups,,the formulation requires two and three quarters cups of solution,The formulation requires 2 3/4 cups of solution,edge,medical,synthetic_augmented_v3,mixed number 'two and three quarters' -> 2 3/4 in measurement context
AUG3-CARDINAL-6-012,CARDINAL,decimal_times,,latency improved by one point five times after the cache rollout,Latency improved by 1.5x after the cache rollout,edge,generic,synthetic_augmented_v3,one point five times -> 1.5x multiplier shorthand
AUG3-CARDINAL-6-013,CARDINAL,about_billion,,the market is worth about three billion dollars,The market is worth about $3 billion,basic,finance,synthetic_augmented_v3,"approximation preserved, cardinal + billion with currency symbol"
AUG3-CARDINAL-6-014,CARDINAL,fraction_third_mixed,,one and a third times the normal dosage was administered,One and a third times the normal dosage was administered,edge,medical,synthetic_augmented_v3,"'one and a third times' is idiomatic; digit form 1 1/3x less natural here, preserve words"
AUG3-CARDINAL-6-015,CARDINAL,decimal_gpa,,the candidate had a three point eight five grade point average,The candidate had a 3.85 grade point average,basic,generic,synthetic_augmented_v3,three point eight five -> 3.85 standard decimal conversion
AUG3-EMAIL-ADDRESS-7-001,EMAIL_ADDRESS,basic_gmail,,please send the invoice to sarah dot johnson at gmail dot com when you get a chance,please send the invoice to sarah.johnson@gmail.com when you get a chance,basic,contact_center,synthetic_augmented_v3,simple dot-separated local-part on gmail
AUG3-EMAIL-ADDRESS-7-002,EMAIL_ADDRESS,underscore_local,,my email is m underscore lee at outlook dot com and i need the report by friday,my email is m_lee@outlook.com and i need the report by friday,basic,finance,synthetic_augmented_v3,single underscore in local-part
AUG3-EMAIL-ADDRESS-7-003,EMAIL_ADDRESS,hyphen_local,,you can reach ana hyphen marie at support dot acme dot com for billing questions,you can reach ana-marie@support.acme.com for billing questions,edge,contact_center,synthetic_augmented_v3,hyphen in local-part with subdomain
AUG3-EMAIL-ADDRESS-7-004,EMAIL_ADDRESS,plus_alias,,forward all order confirmations to user plus orders at shopify dot io,forward all order confirmations to user+orders@shopify.io,edge,voice_agent,synthetic_augmented_v3,plus-alias for filtering
AUG3-EMAIL-ADDRESS-7-005,EMAIL_ADDRESS,subdomain_uk,Render emails verbatim with @ and .,the compliance form should go to compliance at hr dot globalbank dot co dot uk,the compliance form should go to compliance@hr.globalbank.co.uk,edge,finance,synthetic_augmented_v3,multi-level subdomain with co.uk TLD
AUG3-EMAIL-ADDRESS-7-006,EMAIL_ADDRESS,numbers_local,,i registered with user123 at devmail dot net back in twenty eighteen,i registered with user123@devmail.net back in twenty eighteen,basic,generic,synthetic_augmented_v3,numeric suffix in local-part
AUG3-EMAIL-ADDRESS-7-007,EMAIL_ADDRESS,edu_domain,,submit your thesis draft to professor dot chen at cs dot mit dot edu before the deadline,submit your thesis draft to professor.chen@cs.mit.edu before the deadline,edge,meeting,synthetic_augmented_v3,academic subdomain on .edu TLD
AUG3-EMAIL-ADDRESS-7-008,EMAIL_ADDRESS,gov_domain,,citizens may contact the office at info at irs dot gov for tax-related inquiries,citizens may contact the office at info@irs.gov for tax-related inquiries,basic,generic,synthetic_augmented_v3,simple local-part on .gov TLD
AUG3-EMAIL-ADDRESS-7-009,EMAIL_ADDRESS,ai_tld,,drop me a note at dev dot ops at acme dot ai and i will set up the demo,drop me a note at dev.ops@acme.ai and i will set up the demo,basic,voice_agent,synthetic_augmented_v3,dot in local-part with .ai TLD
AUG3-EMAIL-ADDRESS-7-010,EMAIL_ADDRESS,mixed_complex,Render emails verbatim with @ and .,route staging alerts to first dot last plus work at infra dot startup dot co,route staging alerts to first.last+work@infra.startup.co,edge,generic,synthetic_augmented_v3,dot + plus alias in local-part with subdomain on .co TLD
AUG3-EMAIL-ADDRESS-7-011,EMAIL_ADDRESS,org_nonprofit,,donations can be acknowledged by emailing giving at foundation dot redcross dot org,donations can be acknowledged by emailing giving@foundation.redcross.org,basic,generic,synthetic_augmented_v3,subdomain on .org TLD
AUG3-EMAIL-ADDRESS-7-012,EMAIL_ADDRESS,dev_tld,,push your api key questions to keys at platform dot stripe dot dev,push your api key questions to keys@platform.stripe.dev,basic,voice_agent,synthetic_augmented_v3,subdomain on .dev TLD
AUG3-EMAIL-ADDRESS-7-013,EMAIL_ADDRESS,medical_underscore_plus,,lab results will be emailed to dr underscore patel plus lab at clinic dot healthnet dot io,lab results will be emailed to dr_patel+lab@clinic.healthnet.io,edge,medical,synthetic_augmented_v3,underscore + plus alias in medical context with subdomain
AUG3-EMAIL-ADDRESS-7-014,EMAIL_ADDRESS,hyphen_domain,Render emails verbatim with @ and .,reach the help desk at support at help hyphen center dot techcorp dot net,reach the help desk at support@help-center.techcorp.net,edge,contact_center,synthetic_augmented_v3,hyphen in domain label not local-part
AUG3-EMAIL-ADDRESS-7-015,EMAIL_ADDRESS,meeting_dot_io,,send the meeting notes to alex dot rivera at product dot meetings dot io after the call,send the meeting notes to alex.rivera@product.meetings.io after the call,basic,meeting,synthetic_augmented_v3,dot-separated local-part with subdomain on .io TLD
AUG3-PERCENT-8-001,PERCENT,whole_number,,the customer satisfaction score improved to eighty five percent last month,The customer satisfaction score improved to 85% last month,basic,contact_center,synthetic_augmented_v3,simple whole number percent in CSAT context
AUG3-PERCENT-8-002,PERCENT,small_decimal,,interest rates dropped to zero point eight percent overnight,Interest rates dropped to 0.8% overnight,edge,finance,synthetic_augmented_v3,sub-1 decimal percent with leading zero
AUG3-PERCENT-8-003,PERCENT,very_small_decimal,,the error rate was only zero point zero five percent across all transactions,The error rate was only 0.05% across all transactions,edge,generic,synthetic_augmented_v3,two-decimal very small percent
AUG3-PERCENT-8-004,PERCENT,compound_decimal,,we achieved ninety nine point nine nine percent uptime for the entire quarter,We achieved 99.99% uptime for the entire quarter,edge,meeting,synthetic_augmented_v3,four-digit compound decimal uptime SLA
AUG3-PERCENT-8-005,PERCENT,percentage_points,,the churn rate rose by three percentage points compared to last quarter,The churn rate rose by 3 percentage points compared to last quarter,edge,finance,synthetic_augmented_v3,percentage points phrasing must NOT become %
