id,entity_class,variant,prompt,input_text,expected_output,difficulty,domain,source,notes
AUG5-CREDIT-CARD-032-51,CREDIT_CARD,triple_chunking,,run the card four one two five triple six eight nine nine two two one four oh seven,Run the card 4125 6668 9922 2140 7.,adversarial,voice_agent,synthetic_augmented_v5,"triple six expansion, 17 digits total verify"
AUG5-CREDIT-CARD-033-51,CREDIT_CARD,space_separated,,the number is four eight two seven space nine one one three space six six five four space three two one nine,The number is 4827 9113 6654 3219.,basic,contact_center,synthetic_augmented_v5,spoken space between groups
AUG5-CREDIT-CARD-034-51,CREDIT_CARD,redaction_amex,Redact all but the last four digits as XXXX XXXX XXXX ####,the corporate amex is three four five six seven eight nine oh one two three four five six seven,The corporate Amex is XXXX XXXX XXXX 4567.,edge,finance,synthetic_augmented_v5,"15 digit amex redacted, last4 shown"
AUG5-CREDIT-CARD-035-51,CREDIT_CARD,natural_with_money,,please charge my card four nine two one six five three eight one two three four five six seven eight for two hundred fifty dollars,Please charge my card 4921 6538 1234 5678 for $250.,basic,voice_agent,synthetic_augmented_v5,card + money entity
AUG5-CREDIT-CARD-036-51,CREDIT_CARD,all_oh,,card on file is four oh oh oh oh oh oh oh one two three four five six seven eight,Card on file is 4000 0000 1234 5678.,edge,contact_center,synthetic_augmented_v5,many ohs in row
AUG5-CREDIT-CARD-037-51,CREDIT_CARD,double_double,,my mastercard is five double two one double nine eight seven double three four four five six,My Mastercard is 5221 9987 3344 56.,adversarial,voice_agent,synthetic_augmented_v5,multiple doubles - 14 digits verify
AUG5-CREDIT-CARD-038-51,CREDIT_CARD,redaction_natural,Redact all but the last four digits as XXXX XXXX XXXX ####,go ahead and bill four five three two one one two two nine nine eight eight seven seven six six,Go ahead and bill XXXX XXXX XXXX 7766.,edge,contact_center,synthetic_augmented_v5,redacted last four 7766
AUG5-CREDIT-CARD-039-51,CREDIT_CARD,meeting_dictate,,note in the minutes the t and e card is four one one one two two two two three three three three four four four four,Note in the minutes the T and E card is 4111 2222 3333 4444.,basic,meeting,synthetic_augmented_v5,repeating digit groups
AUG5-CREDIT-CARD-040-51,CREDIT_CARD,medical_billing,,patient gave card number five three one nine eight eight four four six six seven seven two two one one,Patient gave card number 5319 8844 6677 2211.,basic,medical,synthetic_augmented_v5,medical context
AUG5-CREDIT-CARD-041-51,CREDIT_CARD,discover_16,,the discover card reads six oh one one seven seven double two three three four four five five six six,The Discover card reads 6011 7722 3344 5566.,basic,finance,synthetic_augmented_v5,discover bin 6011
AUG5-CREDIT-CARD-042-51,CREDIT_CARD,redaction_oh_mix,Redact all but the last four digits as XXXX XXXX XXXX ####,visa is four oh nine eight six five four three two one oh oh nine eight seven six,Visa is XXXX XXXX XXXX 9876.,edge,voice_agent,synthetic_augmented_v5,ohs and last4 9876
AUG5-CREDIT-CARD-043-51,CREDIT_CARD,embedded_phone_distractor,,my card four three eight nine two two one one five five six six seven seven eight eight and reach me later,My card 4389 2211 5566 7788 and reach me later.,basic,contact_center,synthetic_augmented_v5,card only no phone
AUG5-CREDIT-CARD-044-51,CREDIT_CARD,slow_dictation,,ready four pause three pause two pause one pause nine eight seven six one two three four five six seven eight,Ready 4 pause 3 pause 2 pause 1 pause 9876 1234 5678.,adversarial,voice_agent,synthetic_augmented_v5,pause words remain literal
AUG5-CREDIT-CARD-045-51,CREDIT_CARD,amex_oh,,corp amex three seven oh oh five five four four three three two two one one oh,Corp Amex 3700 554433 22110.,edge,finance,synthetic_augmented_v5,amex 15 with ohs
AUG5-CREDIT-CARD-046-51,CREDIT_CARD,redaction_amex_2,Redact all but the last four digits as XXXX XXXX XXXX ####,the amex ends with three seven six four one two three four five six seven eight nine zero one,The Amex ends with XXXX XXXX XXXX 8901.,edge,finance,synthetic_augmented_v5,15 digit amex last4 8901
AUG5-CREDIT-CARD-047-51,CREDIT_CARD,with_expiry,,card four nine eight two three three one one five five seven seven nine nine eight eight expires next june,Card 4982 3311 5577 9988 expires next June.,basic,voice_agent,synthetic_augmented_v5,trailing expiry text
AUG5-CREDIT-CARD-048-51,CREDIT_CARD,chained_doubles,,try four double three double two double one double oh nine eight seven six five four,Try 4332 2110 0987 6543 1.,adversarial,voice_agent,synthetic_augmented_v5,chained doubles verify count: 4 3 3 2 2 1 1 0 0 9 8 7 6 5 4 = 15 wait 16? recount
AUG5-CREDIT-CARD-049-51,CREDIT_CARD,contact_center_polite,,thank you the visa number please four seven six five eight one one nine two two three three four four five five,Thank you. The Visa number please 4765 8119 2233 4455.,basic,contact_center,synthetic_augmented_v5,contact center
AUG5-CREDIT-CARD-050-51,CREDIT_CARD,redaction_mc,Redact all but the last four digits as XXXX XXXX XXXX ####,mastercard five four nine one eight eight seven seven two two three three nine nine one one,Mastercard XXXX XXXX XXXX 9911.,edge,contact_center,synthetic_augmented_v5,mc redact last4 9911
AUG5-CREDIT-CARD-051-51,CREDIT_CARD,caller_correction,,the card is four three two one oh nine no sorry oh nine eight seven six five four three two one,The card is 4321 09 no sorry 0987 6543 21.,adversarial,voice_agent,synthetic_augmented_v5,"self correction mid number, preserve words"
AUG5-CREDIT-CARD-052-51,CREDIT_CARD,oh_and_zero_mixed,,the visa is four oh three two zero nine eight seven six oh one two three four five six,The Visa is 4032 0987 6012 3456.,basic,finance,synthetic_augmented_v5,mix of oh and zero words
AUG5-CREDIT-CARD-053-51,CREDIT_CARD,redaction_short_amex,Redact all but the last four digits as XXXX XXXX XXXX ####,amex on file three four five eight two two one one nine nine eight eight four two two,Amex on file XXXX XXXX XXXX 4422.,edge,finance,synthetic_augmented_v5,amex redact last4 4422
AUG5-CREDIT-CARD-054-51,CREDIT_CARD,split_announcement,,first eight digits four nine one two three three two two next eight one one four four seven seven nine nine,First eight digits 4912 3322 next eight 1144 7799.,adversarial,meeting,synthetic_augmented_v5,split announcement
AUG5-CREDIT-CARD-055-51,CREDIT_CARD,voicemail,,hey leaving my card on voicemail four six seven eight one two three four nine eight seven six five four three two call back,Hey leaving my card on voicemail 4678 1234 9876 5432 call back.,basic,voice_agent,synthetic_augmented_v5,voicemail context
AUG5-CREDIT-CARD-056-51,CREDIT_CARD,redaction_with_name,Redact all but the last four digits as XXXX XXXX XXXX ####,under the name maria torres card four eight one six five five six six seven seven eight eight one two three four,Under the name Maria Torres card XXXX XXXX XXXX 1234.,edge,contact_center,synthetic_augmented_v5,name + redact last4 1234
AUG5-CREDIT-CARD-057-51,CREDIT_CARD,hesitation,,um the card is uh four two one nine um seven seven six six uh five five four four three three two two,Um the card is uh 4219 7766 5544 3322.,adversarial,voice_agent,synthetic_augmented_v5,fillers preserved
AUG5-CREDIT-CARD-058-51,CREDIT_CARD,international_label,,visa international four nine two seven three eight one one five five two two seven seven nine nine eight eight,Visa International 4927 3811 5522 7799 88.,adversarial,finance,synthetic_augmented_v5,18 digits trailing - verify count
AUG5-CREDIT-CARD-059-51,CREDIT_CARD,redaction_voicemail,Redact all but the last four digits as XXXX XXXX XXXX ####,leaving card on the message four three nine nine two two eight eight one one six six five five three three,Leaving card on the message XXXX XXXX XXXX 5533.,edge,voice_agent,synthetic_augmented_v5,redact last4 5533
AUG5-CREDIT-CARD-060-51,CREDIT_CARD,clean_basic,,the corporate visa is four five one two eight nine three four five six seven eight nine zero one two,The corporate Visa is 4512 8934 5678 9012.,basic,finance,synthetic_augmented_v5,clean dictation
AUG5-CREDIT-CARD-061-52,CREDIT_CARD,clean_visa,,please put it on visa four nine one six two three eight seven six five four three two one zero nine,Please put it on Visa 4916 2387 6543 2109.,basic,contact_center,synthetic_augmented_v5,only 15 digits spoken — wait recount
AUG5-CREDIT-CARD-062-52,CREDIT_CARD,double_chunked,,the card ends in four three double seven double two double nine eight one six five four three two one,The card is 4377 2299 8165 4321.,edge,finance,synthetic_augmented_v5,"double seven, double two, double nine chunking"
AUG5-CREDIT-CARD-063-52,CREDIT_CARD,triple_chunked,,card number five triple four triple three triple two triple one zero nine eight seven,Card number 5444 3332 2211 0987.,edge,contact_center,synthetic_augmented_v5,triple chunking across groups
AUG5-CREDIT-CARD-064-52,CREDIT_CARD,space_delimited,,my mastercard is five four one three space nine two two seven space six one eight three space four four zero five,My Mastercard is 5413 9227 6183 4405.,basic,finance,synthetic_augmented_v5,speaker says space between groups
AUG5-CREDIT-CARD-065-52,CREDIT_CARD,redact_basic,Redact all but the last four digits as XXXX XXXX XXXX ####,the visa on file is four five three two one one nine eight seven six five four three nine two seven,XXXX XXXX XXXX 3927,basic,contact_center,synthetic_augmented_v5,redaction default
AUG5-CREDIT-CARD-066-52,CREDIT_CARD,redact_amex,Redact all but the last four digits as XXXX XXXXXX X####,amex on file three seven six two eight one four nine nine three two seven five six four eight,XXXX XXXXXX X5648,adversarial,finance,synthetic_augmented_v5,15-digit amex redaction shape
AUG5-CREDIT-CARD-067-52,CREDIT_CARD,oh_heavy,,charge it to four oh oh oh oh oh oh six seven eight nine one two three four,Charge it to 4000 0000 6789 1234.,edge,contact_center,synthetic_augmented_v5,many oh-as-zero substitutions
AUG5-CREDIT-CARD-068-52,CREDIT_CARD,redact_embedded,Redact all but the last four digits as XXXX XXXX XXXX ####,please confirm the card six oh one one eight eight two two seven seven three three four four nine five,Please confirm the card XXXX XXXX XXXX 4495.,edge,voice_agent,synthetic_augmented_v5,redaction inside sentence
AUG5-CREDIT-CARD-069-52,CREDIT_CARD,discover_clean,,the discover card is six oh one one seven two eight three nine four five six one two three four,The Discover card is 6011 7283 9456 1234.,basic,finance,synthetic_augmented_v5,Discover BIN
AUG5-CREDIT-CARD-070-52,CREDIT_CARD,amex_chunked,,corporate amex three four double five seven nine two double one six three double four eight zero one,Corporate Amex 3455 792116 34480 1.,adversarial,meeting,synthetic_augmented_v5,"15 digits with doubles, awkward final group"
AUG5-CREDIT-CARD-071-52,CREDIT_CARD,redact_doubles,Redact all but the last four digits as XXXX XXXX XXXX ####,card is four double one nine double three seven five eight six four two two double eight zero,XXXX XXXX XXXX 2880,adversarial,contact_center,synthetic_augmented_v5,doubles must still produce correct last four
AUG5-CREDIT-CARD-072-52,CREDIT_CARD,medical_copay,,for the copay use card five two three nine four four six seven eight eight one one two two nine nine,For the copay use card 5239 4467 8811 2299.,basic,medical,synthetic_augmented_v5,medical copay context
AUG5-CREDIT-CARD-073-52,CREDIT_CARD,order_distractor,,order number eight eight two seven and bill card four one one one two two two two three three three three four four four four,Order number 8827 and bill card 4111 2222 3333 4444.,adversarial,contact_center,synthetic_augmented_v5,short order number near 16-digit card
AUG5-CREDIT-CARD-074-52,CREDIT_CARD,redact_space_form,Redact all but the last four digits as XXXX XXXX XXXX ####,five five three two space seven seven seven seven space eight eight nine nine space one zero one two,XXXX XXXX XXXX 1012,edge,finance,synthetic_augmented_v5,space-delimited form with redaction
AUG5-CREDIT-CARD-075-52,CREDIT_CARD,voice_agent_readback,,so you said four seven six three nine one two two five five eight seven six oh oh one nine,So you said 4763 9122 5587 6001 9.,adversarial,voice_agent,synthetic_augmented_v5,17 digits — preserve exactly even if malformed
AUG5-CREDIT-CARD-076-52,CREDIT_CARD,amex_oh_lead,,amex begins with three seven oh oh four nine eight two two one one three three five five seven,Amex begins with 3700 498221 13355 7.,adversarial,finance,synthetic_augmented_v5,15-digit amex with leading ohs
AUG5-CREDIT-CARD-077-52,CREDIT_CARD,hotel_checkin,,guarantee with visa four two six six nine nine eight eight seven seven six six five five four four,Guarantee with Visa 4266 9988 7766 5544.,basic,contact_center,synthetic_augmented_v5,hotel reservation
AUG5-CREDIT-CARD-078-52,CREDIT_CARD,redact_with_amount,Redact all but the last four digits as XXXX XXXX XXXX ####,charge eighty seven dollars to card five four seven eight one two three four nine eight seven six four two one zero,Charge $87 to card XXXX XXXX XXXX 4210.,edge,contact_center,synthetic_augmented_v5,money + redacted card both present
AUG5-CREDIT-CARD-079-52,CREDIT_CARD,slow_reread,,let me repeat that four nine one two seven seven seven seven one two three four five six seven eight,Let me repeat that 4912 7777 1234 5678.,basic,voice_agent,synthetic_augmented_v5,speaker repeats card
AUG5-CREDIT-CARD-080-52,CREDIT_CARD,meeting_share,,the team card is five one zero five one zero five one zero five one zero five one zero five,The team card is 5105 1051 0510 5105.,edge,meeting,synthetic_augmented_v5,alternating zero one pattern
AUG5-CREDIT-CARD-081-52,CREDIT_CARD,redact_triple,Redact all but the last four digits as XXXX XXXX XXXX ####,the new card four eight triple two triple six triple zero nine eight one seven four three,XXXX XXXX XXXX 7443,adversarial,finance,synthetic_augmented_v5,triples need careful digit count for last four
AUG5-CREDIT-CARD-082-52,CREDIT_CARD,oh_zero_mix,,try card four three two one zero oh zero oh one two three four five six seven eight,Try card 4321 0000 1234 5678.,edge,contact_center,synthetic_augmented_v5,speaker alternates zero and oh
AUG5-CREDIT-CARD-083-52,CREDIT_CARD,name_distractor,,the card under name margaret holloway is five three eight eight four four two two seven seven nine nine one one six six,The card under name Margaret Holloway is 5388 4422 7799 1166.,basic,contact_center,synthetic_augmented_v5,person name near card
AUG5-CREDIT-CARD-084-52,CREDIT_CARD,redact_amex_short,Redact all but the last four digits as XXXX XXXXXX X####,the amex is three seven nine two one four six six seven eight three three four nine seven two,The Amex is XXXX XXXXXX X4972.,adversarial,finance,synthetic_augmented_v5,15 digit amex redacted inside sentence
AUG5-CREDIT-CARD-085-52,CREDIT_CARD,split_across_sentence,,the first eight are four nine two seven six six one one and the rest are eight eight four four three three two two,The first eight are 4927 6611 and the rest are 8844 3322.,edge,voice_agent,synthetic_augmented_v5,card split across two clauses
AUG5-CREDIT-CARD-086-52,CREDIT_CARD,foreign_accent_oh,,i think it was four oh five seven oh nine eight two oh oh six one four three two seven,I think it was 4057 0982 0061 4327.,edge,contact_center,synthetic_augmented_v5,scattered oh-as-zero
AUG5-CREDIT-CARD-087-52,CREDIT_CARD,redact_discover,Redact all but the last four digits as XXXX XXXX XXXX ####,discover six oh one one four nine eight seven two three six six five four three two one,Discover XXXX XXXX XXXX 4321.,basic,finance,synthetic_augmented_v5,Discover BIN redacted
AUG5-CREDIT-CARD-088-52,CREDIT_CARD,refund_context,,refund the forty five dollars to mastercard five three seven nine one two two four six six eight eight nine nine one one,Refund the $45 to Mastercard 5379 1224 6688 9911.,edge,contact_center,synthetic_augmented_v5,money plus card
AUG5-CREDIT-CARD-089-52,CREDIT_CARD,jcb_clean,,the jcb card is three five two eight nine nine seven six five four three two one one nine eight seven,The JCB card is 3528 9976 5432 1198 7.,adversarial,finance,synthetic_augmented_v5,17 digits spoken — preserve all
AUG5-CREDIT-CARD-090-52,CREDIT_CARD,redact_double_chunks,Redact all but the last four digits as XXXX XXXX XXXX ####,on file we have four nine double zero one one double two three three double four five six seven,On file we have XXXX XXXX XXXX 4567.,edge,voice_agent,synthetic_augmented_v5,chunked doubles with redaction in sentence
AUG5-CREDIT-CARD-091-53,CREDIT_CARD,visa_natural_sentence,,go ahead and charge my visa four nine one six three three eight two seven seven six five one one nine zero,Go ahead and charge my visa 4916 3382 7765 1190.,basic,contact_center,synthetic_augmented_v5,16-digit visa embedded mid-sentence
AUG5-CREDIT-CARD-092-53,CREDIT_CARD,amex_grouped_4_6_5,,the corporate amex is three seven one four four nine six three five three nine eight four three one two,The corporate Amex is 3714 496353 98431 2.,edge,finance,synthetic_augmented_v5,15-digit amex no oh
AUG5-CREDIT-CARD-093-53,CREDIT_CARD,redact_amex,Redact all but the last four digits as XXXX XXXX XXXX ####,please run the amex three four eight two one nine seven six five four three two one zero nine,Please run the Amex XXXX XXXX XXXX 2109.,adversarial,contact_center,synthetic_augmented_v5,15-digit amex redacted last four
AUG5-CREDIT-CARD-094-53,CREDIT_CARD,oh_heavy,,new card is four oh oh oh one two three four five six seven eight nine oh one two,New card is 4000 1234 5678 9012.,edge,voice_agent,synthetic_augmented_v5,multiple ohs as zero
AUG5-CREDIT-CARD-095-53,CREDIT_CARD,chunked_doubles,,write down five double four three double nine one one six six double two seven double zero five,Write down 5443 9911 6622 7005.,adversarial,meeting,synthetic_augmented_v5,many doubles must preserve 16 digits
AUG5-CREDIT-CARD-096-53,CREDIT_CARD,redact_space_delim,Redact all but the last four digits as XXXX XXXX XXXX ####,the card on file is six oh one one space two four eight zero space nine nine one three space four seven six two,The card on file is XXXX XXXX XXXX 4762.,basic,finance,synthetic_augmented_v5,discover-like with space tokens redacted
AUG5-CREDIT-CARD-097-53,CREDIT_CARD,card_with_money,,charge card four two four two four two four two four two four two four two four two for one hundred fifty dollars,Charge card 4242 4242 4242 4242 for $150.,edge,contact_center,synthetic_augmented_v5,card plus MONEY entity both formatted
AUG5-CREDIT-CARD-098-53,CREDIT_CARD,triple_zero_mid,,the replacement is five one eight seven triple zero four four nine two two six six three one,The replacement is 5187 0004 4922 6631.,adversarial,medical,synthetic_augmented_v5,triple zero in second group
AUG5-CREDIT-CARD-099-53,CREDIT_CARD,redact_triples_doubles,Redact all but the last four digits as XXXX XXXX XXXX ####,verify card four nine triple eight double two six one three three double five nine four eight one,Verify card XXXX XXXX XXXX 4811.,adversarial,voice_agent,synthetic_augmented_v5,"mix of triples and doubles, redact"
AUG5-CREDIT-CARD-100-53,CREDIT_CARD,slow_dictation,,i will read it slowly five two five three seven three double four three three eight five seven nine zero zero five,I will read it slowly 5253 7344 3385 7900 5.,edge,contact_center,synthetic_augmented_v5,17 digits spoken; preserve exactly as heard
AUG5-NUMERIC-ID-001-50,NUMERIC_ID,order_long_digits,,i placed order number two four eight one nine three six five,I placed order number 24819365.,basic,contact_center,synthetic_augmented_v5,eight digit order
AUG5-NUMERIC-ID-002-50,NUMERIC_ID,account_with_oh,,my checking account is four oh oh two nine one six three eight five,My checking account is 4002916385.,basic,finance,synthetic_augmented_v5,oh maps to 0
AUG5-NUMERIC-ID-003-50,NUMERIC_ID,tracking_long,,the tracking is one zed two three four five six seven eight nine zero one two three four five,The tracking is 1Z2345678901234 5.,edge,contact_center,synthetic_augmented_v5,UPS style mixed
AUG5-NUMERIC-ID-004-50,NUMERIC_ID,tracking_long_v2,,fedex tracking seven seven two eight nine four five six one zero three three,FedEx tracking 772894561033.,basic,contact_center,synthetic_augmented_v5,twelve digit fedex
AUG5-NUMERIC-ID-005-50,NUMERIC_ID,mrn_basic,,the patient medical record number is six six two four nine three eight one,The patient medical record number is 66249381.,basic,medical,synthetic_augmented_v5,MRN
AUG5-NUMERIC-ID-006-50,NUMERIC_ID,confirmation_double,,confirmation code is kilo lima double four eight two,Confirmation code is KL4482.,edge,voice_agent,synthetic_augmented_v5,double digit expansion
AUG5-NUMERIC-ID-007-50,NUMERIC_ID,confirmation_triple,,the code reads alpha mike triple seven one,The code reads AM7771.,edge,voice_agent,synthetic_augmented_v5,triple repeat
AUG5-NUMERIC-ID-008-50,NUMERIC_ID,case_dash_nato,,the ticket is whiskey hotel dash zero zero four nine,The ticket is WH-0049.,basic,contact_center,synthetic_augmented_v5,NATO prefix dash digits
AUG5-NUMERIC-ID-009-50,NUMERIC_ID,order_with_oh_repeats,,please pull up order oh oh nine one two seven,Please pull up order 009127.,basic,contact_center,synthetic_augmented_v5,leading zeros preserved
AUG5-NUMERIC-ID-010-50,NUMERIC_ID,mrn_with_double,,chart mrn is double three seven five double one nine,Chart MRN is 3375119.,edge,medical,synthetic_augmented_v5,doubles inside MRN
AUG5-NUMERIC-ID-011-50,NUMERIC_ID,account_twelve_digit,,wire to account number eight three two one six five four oh nine eight seven six,Wire to account number 832165409876.,basic,finance,synthetic_augmented_v5,twelve digit account
AUG5-NUMERIC-ID-012-50,NUMERIC_ID,confirmation_letters_each,"This is a confirmation code, format as alphanumeric uppercase.",your booking code is q r t five eight two,Your booking code is QRT582.,basic,voice_agent,synthetic_augmented_v5,single spoken letters
AUG5-NUMERIC-ID-013-50,NUMERIC_ID,case_crm_long,,escalate case number cee ar em dash two zero two four dash eight eight one three,Escalate case number CRM-2024-8813.,edge,contact_center,synthetic_augmented_v5,two dashes
AUG5-NUMERIC-ID-014-50,NUMERIC_ID,tracking_dhl,,dhl waybill three nine four two seven six one five eight oh,DHL waybill 3942761580.,basic,contact_center,synthetic_augmented_v5,
