sample_id,entity_class,variant,source,difficulty,formatting_prompt,input_text,expected_output,actual_output,latency_total_ms,latency_ttft_ms,tokens_in,tokens_out,cost_usd,finish_reason,error,attempted_at,completed_at
CANONICAL-AVOMA-YEAR,CARDINAL,year_context,customer_canonical,canonical,,we expect to launch in twenty twenty six,we expect to launch in 2026,we expect to launch in 2026,545.0651660212316,519.3150829873048,2807,83,0.00043245,stop,,2026-05-03T06:23:43.122015+00:00,2026-05-03T06:23:43.667119+00:00
CANONICAL-CRESTA-ACCOUNT-ID,NUMERIC_ID,contiguous_digits,customer_canonical,canonical,,your account number is one hundred two oh three oh oh four,your account number is 100203004,your account number is 100203004,1203.062915999908,1166.7744159931317,2811,427,0.00063945,stop,,2026-05-03T06:23:43.195572+00:00,2026-05-03T06:23:44.398681+00:00
CANONICAL-CRESTA-CURRENCY,MONEY,spoken_split,customer_canonical,canonical,,the total amount is one seventy one forty one,the total amount is $171.41,the total amount is $171.41,2159.277042024769,2134.275250020437,2808,279,0.0005502,stop,,2026-05-03T06:23:43.316351+00:00,2026-05-03T06:23:45.475661+00:00
CANONICAL-CRESTA-PERCENT,PERCENT,hundred_percent,customer_canonical,canonical,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,793.705583026167,791.3336660130881,2805,105,0.00044535,stop,,2026-05-03T06:23:43.504779+00:00,2026-05-03T06:23:44.298510+00:00
CANONICAL-NIAGARA-ORDERID,NUMERIC_ID,disambiguation,customer_canonical,canonical,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,1590.2706250199117,1563.6324580409564,2835,436,0.00064845,stop,,2026-05-03T06:23:43.667245+00:00,2026-05-03T06:23:45.257540+00:00
CANONICAL-NIAGARA-PHONE,PHONE_NUMBER,disambiguation,customer_canonical,canonical,This is a US phone number.,your reference is one seven three four two seven two two three eight four,your reference is +1-734-272-2384,your reference is 17342722384,703.4056250122376,679.2212500004098,2824,188,0.000498,stop,,2026-05-03T06:23:43.965425+00:00,2026-05-03T06:23:44.668873+00:00
CANONICAL-RINGCENTRAL-PHONE,PHONE_NUMBER,no_digit_drop,customer_canonical,canonical,,you can reach us at eight hundred seven two nine seven two three four,you can reach us at 800-729-7234,,2721.0008329711854,,2813,1024,0.00099795,length,,2026-05-03T06:23:44.298556+00:00,2026-05-03T06:23:47.019588+00:00
CANONICAL-TALKATOO-CENTURY,DATE,century_disambig,customer_canonical,canonical,Format dates as MM/DD/YYYY. Current year is 2026.,exam date two six twenty six,exam date 02/06/2026,exam date 02/06/2026,1161.2421669997275,1135.6042500119656,2823,227,0.00036765,stop,,2026-05-03T06:23:44.398752+00:00,2026-05-03T06:23:45.560043+00:00
CARD-005,CARDINAL,basic,synthetic,basic,Render numbers as digits.,eight reps on the floor,8 reps on the floor,8 reps on the floor,972.352624987252,957.0768750272691,2813,91,0.00028455,stop,,2026-05-03T06:23:44.668949+00:00,2026-05-03T06:23:45.641343+00:00
CARD-E003,CARDINAL,negative,synthetic,edge,,down by negative five,down by -5,down by -5,894.1985830315389,883.2562080351636,2803,126,0.00030405,stop,,2026-05-03T06:23:45.257576+00:00,2026-05-03T06:23:46.151796+00:00
CARD-PX-002,CARDINAL,prompted_style,synthetic,basic,"Always render numbers as digits, never words.",we have three teams and twenty four engineers,we have 3 teams and 24 engineers,we have 3 teams and 24 engineers,1266.3525840034708,1245.3902089619078,2820,121,0.0004572,stop,,2026-05-03T06:23:45.475714+00:00,2026-05-03T06:23:46.742121+00:00
CC-001,CREDIT_CARD,four_group,synthetic,basic,Format card numbers as XXXX XXXX XXXX XXXX (space groups).,the card is four one one one one one one one one one one one one one one one,the card is 4111 1111 1111 1111,the card is 4111 1111 1111 1111,1147.668584017083,1112.2932920116,2834,391,0.0004677,stop,,2026-05-03T06:23:45.560094+00:00,2026-05-03T06:23:46.707831+00:00
CC-E002,CREDIT_CARD,with_dashes,synthetic,edge,Format card numbers with dashes.,card four one one one one one one one one one one one one one one one,card 4111-1111-1111-1111,card 4111-1111-1111-1111,1403.7430839962326,1087.2402919922024,2827,393,0.00046785,stop,,2026-05-03T06:23:45.574431+00:00,2026-05-03T06:23:46.978216+00:00
CC-R-006,CREDIT_CARD,redaction,synthetic,edge,Redact all but the last 4 digits as XXXX XXXX XXXX ####.,card four five three nine one four eight eight oh three four three six seven seven seven,card XXXX XXXX XXXX 7777,card XXXX XXXX XXXX 6777,2025.4795830114745,1998.8860419834964,2835,435,0.00049425,stop,,2026-05-03T06:23:45.641393+00:00,2026-05-03T06:23:47.666935+00:00
DATE-EU-002,DATE,eu_format,synthetic,basic,Format dates as DD/MM/YYYY.,meeting on the fifteenth of july twenty twenty four,meeting on the 15/07/2024,meeting on 15/07/2024,572.7993329637684,537.6782499952242,2820,177,0.0003372,stop,,2026-05-03T06:23:46.151830+00:00,2026-05-03T06:23:46.724668+00:00
DATE-EU-003,DATE,eu_format,synthetic,basic,Format dates as DD/MM/YYYY.,meeting on the ninth of october twenty twenty five,meeting on the 09/10/2025,meeting on 09/10/2025,884.9886669777334,788.5469169705175,2819,169,0.00048585,stop,,2026-05-03T06:23:46.708263+00:00,2026-05-03T06:23:47.593295+00:00
DATE-PX-001,DATE,prompted_style,synthetic,basic,Format dates as ISO 8601.,she joined on may tenth twenty twenty two,she joined on 2022-05-10,she joined on 2022-05-10,1146.9979159883223,547.888665983919,2819,151,0.00032145,stop,,2026-05-03T06:23:46.724737+00:00,2026-05-03T06:23:47.871759+00:00
DRUG-001,DRUG_WITH_DOSE,drug_dose_freq,synthetic,basic,Format dosages with mg/mcg unit abbreviations.,prescribe metformin five hundred milligrams twice daily,prescribe metformin 500 mg twice daily,prescribe metformin 500 mg twice daily,380.9471250278875,354.2734580114484,2824,89,0.000285,stop,,2026-05-03T06:23:46.742734+00:00,2026-05-03T06:23:47.123707+00:00
DRUG-010,DRUG_WITH_DOSE,drug_dose_freq,synthetic,basic,,warfarin two point five milligrams daily,warfarin 2.5 mg daily,warfarin 2.5 milligrams daily,1009.1677500167862,996.3130420073867,2808,130,0.0003072,stop,,2026-05-03T06:23:46.978350+00:00,2026-05-03T06:23:47.987554+00:00
DRUG-012,DRUG_WITH_DOSE,drug_dose_freq,synthetic,edge,,acetaminophen six fifty milligrams every four hours as needed,acetaminophen 650 mg every 4 hours as needed,acetaminophen 650 milligrams every 4 hours as needed,657.0354579598643,621.9084999756888,2811,217,0.00035985,stop,,2026-05-03T06:23:47.020932+00:00,2026-05-03T06:23:47.678001+00:00
EMAIL-009,EMAIL_ADDRESS,basic,synthetic,basic,,send to billing at acmecorp dot com,send to billing@acmecorp.com,send to billing@acmecorp.com,684.2818340519443,676.3907090062276,2809,147,0.00047115,stop,,2026-05-03T06:23:47.123737+00:00,2026-05-03T06:23:47.808039+00:00
EMAIL-010,EMAIL_ADDRESS,basic,synthetic,basic,,hello at mybiz dot net,hello@mybiz.net,hello@mybiz.net,870.8572500036098,869.9351249961182,2805,245,0.00052935,stop,,2026-05-03T06:23:47.593338+00:00,2026-05-03T06:23:48.464215+00:00
EMAIL-PX-001,EMAIL_ADDRESS,prompted_style,synthetic,edge,"Always render emails in lowercase, no spaces.",send to John dot Smith at Acme dot Com,send to john.smith@acme.com,send to john.smith@acme.com,884.2152089928277,826.9952500122599,2822,169,0.0003327,stop,,2026-05-03T06:23:47.667156+00:00,2026-05-03T06:23:48.551399+00:00
ID-L-001,NUMERIC_ID,license,synthetic,edge,,license number d one two three four five six seven,license number D1234567,license number D1234567,1191.4921249845065,623.452375002671,2809,135,0.00046395,stop,,2026-05-03T06:23:47.678238+00:00,2026-05-03T06:23:48.869774+00:00
ID-L-002,NUMERIC_ID,license,synthetic,edge,,driver's license number is c oh four nine eight seven six five four,driver's license number is C04987654,driver's license number is C04987654,648.577333020512,619.0636670216918,2813,171,0.00048615,stop,,2026-05-03T06:23:47.808064+00:00,2026-05-03T06:23:48.456666+00:00
ID-L-005,NUMERIC_ID,passport,synthetic,edge,,passport number m two three four five six seven eight nine,passport number M23456789,passport number M23456789,480.18274997593835,429.98449999140576,2810,119,0.0003009,stop,,2026-05-03T06:23:47.871784+00:00,2026-05-03T06:23:48.351990+00:00
INT-002,DATE_INTERVAL,range,synthetic,basic,,march tenth through march fifteenth,March 10 through March 15,March 10 through March 15,1957.8668749891222,1927.0212919800542,2805,294,0.00040515,stop,,2026-05-03T06:23:47.987604+00:00,2026-05-03T06:23:49.945512+00:00
INT-006,DATE_INTERVAL,range,synthetic,basic,,between february tenth and february fourteenth,between February 10 and February 14,between February 10 and February 14,555.9072499745525,528.0822910135612,2808,168,0.00033,stop,,2026-05-03T06:23:48.352263+00:00,2026-05-03T06:23:48.908221+00:00
INT-009,DATE_INTERVAL,range,synthetic,basic,,q one of twenty twenty six through q two,Q1 of 2026 through Q2,Q1 of 2026 through Q2,1637.6159999636002,1622.8517499985173,2808,198,0.000348,stop,,2026-05-03T06:23:48.456780+00:00,2026-05-03T06:23:50.094421+00:00
MIXED-016,MIXED,multi_entity,synthetic,edge,,the link is acme dot com slash deals and the code is save twenty for twenty percent off,the link is acme.com/deals and the code is SAVE20 for 20% off,the link is acme.com/deals and the code is SAVE20 for 20% off,2180.7710839784704,2051.697749993764,2818,305,0.0004137,stop,,2026-05-03T06:23:48.464316+00:00,2026-05-03T06:23:50.645103+00:00
MIXED-027,MIXED,multi_entity,synthetic,edge,,we expect three hundred percent roi on the two hundred fifty thousand investment,"we expect 300% roi on the 250,000 investment","we expect 300% roi on the 250,000 investment",827.3128749569878,786.734583962243,2812,240,0.0003738,stop,,2026-05-03T06:23:48.551432+00:00,2026-05-03T06:23:49.378786+00:00
MIXED-PX-002,MIXED,prompted_style,synthetic,edge,Format phone numbers in E.164 and times in 24-hour.,call five five five eight six seven five three oh nine at three thirty p m,call +15558675309 at 15:30,call +15558675309 at 15:30,900.312457990367,850.0890419818461,2833,258,0.00057975,stop,,2026-05-03T06:23:48.869828+00:00,2026-05-03T06:23:49.770170+00:00
MONEY-E001,MONEY,with_M_suffix,synthetic,edge,,the contract is worth two point five million dollars,the contract is worth $2.5M,the contract is worth $2.5M,397.3037090036087,367.41858400637284,2808,102,0.0002904,stop,,2026-05-03T06:23:48.908317+00:00,2026-05-03T06:23:49.305655+00:00
MONEY-E002,MONEY,with_B_suffix,synthetic,edge,,we raised one point two billion,we raised $1.2B,we raised $1.2B,662.5834170263261,631.5429590176791,2805,135,0.00030975,stop,,2026-05-03T06:23:49.305695+00:00,2026-05-03T06:23:49.968333+00:00
MONEY-E005,MONEY,negative_decimal,synthetic,edge,,the refund was minus forty seven dollars and fifty cents,the refund was -$47.50,the refund was -$47.50,1135.849624988623,1103.2118749571964,2809,152,0.00032055,stop,,2026-05-03T06:23:49.378835+00:00,2026-05-03T06:23:50.514713+00:00
PCT-009,PERCENT,basic,synthetic,basic,Use the % symbol.,only one percent churn,only 1% churn,only 1% churn,469.7329999762587,448.33337498130277,2812,86,0.0002814,stop,,2026-05-03T06:23:49.770219+00:00,2026-05-03T06:23:50.239991+00:00
PCT-010,PERCENT,basic,synthetic,basic,,forty percent off,40% off,40% off,364.6158750052564,347.8175000054762,2803,67,0.00026865,stop,,2026-05-03T06:23:49.945689+00:00,2026-05-03T06:23:50.310328+00:00
PCT-D-004,PERCENT,decimal,synthetic,edge,,zero point five percent margin,0.5% margin,0.5% margin,482.41833300562575,450.15024999156594,2804,103,0.0002904,stop,,2026-05-03T06:23:49.968709+00:00,2026-05-03T06:23:50.451176+00:00
PHONE-009,PHONE_NUMBER,us_default,synthetic,basic,Format phone numbers as XXX-XXX-XXXX.,after hours nine eight four five five five eight eight eight eight,after hours 984-555-8888,after hours 984-555-8888,593.4443339938298,567.3735839664005,2825,129,0.00030915,stop,,2026-05-03T06:23:50.094478+00:00,2026-05-03T06:23:50.687946+00:00
PHONE-E164-004,PHONE_NUMBER,e164,synthetic,basic,Format phone numbers in E.164.,dial four eight oh five five five seven eight nine zero,dial +14805557890,dial +14805557890,812.1236669830978,796.7330000246875,2822,289,0.0004047,stop,,2026-05-03T06:23:50.240121+00:00,2026-05-03T06:23:51.052277+00:00
PHONE-F-002,PHONE_NUMBER,free_form,synthetic,edge,,the local one is just three two one four five six seven,the local one is just 321-4567,the local one is just 321-4567,788.1742920144461,736.7181670269929,2811,155,0.00032265,stop,,2026-05-03T06:23:50.310407+00:00,2026-05-03T06:23:51.098613+00:00
SSN-001,SSN,basic,synthetic,basic,Format SSN as XXX-XX-XXXX.,his ssn is one two three four five six seven eight nine,his ssn is 123-45-6789,his ssn is 123-45-6789,475.5840830039233,448.1680419994518,2826,134,0.0003123,stop,,2026-05-03T06:23:50.451234+00:00,2026-05-03T06:23:50.926849+00:00
SSN-R-004,SSN,redaction,synthetic,edge,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,the social is two two two three three four four four four,the social is XXX-XX-4444,the social is XXX-XX-4444,1268.5938749928027,1219.9821659596637,2833,247,0.00038115,stop,,2026-05-03T06:23:50.514752+00:00,2026-05-03T06:23:51.783380+00:00
SSN-R-006,SSN,redaction,synthetic,edge,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,ssn six six six oh one nine nine nine nine,ssn XXX-XX-9999,ssn XXX-XX-9999,1088.259875017684,1051.4659999753349,2832,352,0.000636,stop,,2026-05-03T06:23:50.645705+00:00,2026-05-03T06:23:51.734001+00:00
TIME-E-005,TIME,fuzzy,synthetic,edge,,around tennish,around 10ish,around 10ish,378.51304101059213,363.98545803967863,2803,91,0.00028305,stop,,2026-05-03T06:23:50.687982+00:00,2026-05-03T06:23:51.066540+00:00
TIME-PX-003,TIME,prompted_style,synthetic,edge,Format times as 12-hour with AM/PM.,the briefing is at fourteen hundred,the briefing is at 2:00 PM,the briefing is at 2:00 PM,1033.8508329587057,1000.430874992162,2820,202,0.0005058,stop,,2026-05-03T06:23:50.926893+00:00,2026-05-03T06:23:51.960787+00:00
TIME-Q-002,TIME,quarter_half,synthetic,edge,,around half past seven,around 7:30 PM,around 7:30,2265.4717080295086,2245.894917054102,2803,162,0.00047925,stop,,2026-05-03T06:23:51.052315+00:00,2026-05-03T06:23:53.317835+00:00
URL-001,URL,basic,synthetic,basic,Render URLs without the https:// prefix.,go to acme dot com,go to acme.com,go to acme.com,531.2547920038924,530.387457984034,2817,111,0.00029715,stop,,2026-05-03T06:23:51.066606+00:00,2026-05-03T06:23:51.597907+00:00
URL-010,URL,basic,synthetic,basic,,login at portal dot bank dot com,login at portal.bank.com,login at portal.bank.com,492.2736659646034,470.6892909598537,2806,102,0.0002901,stop,,2026-05-03T06:23:51.098652+00:00,2026-05-03T06:23:51.590980+00:00
URL-S-006,URL,spoken_form,synthetic,edge,,our company dot com forward slash careers,ourcompany.com/careers,ourcompany.com/careers,1478.7114579812624,1462.4322910094634,2806,162,0.0003261,stop,,2026-05-03T06:23:51.591035+00:00,2026-05-03T06:23:53.069797+00:00
MESSY-001,MONEY|DATE|PHONE_NUMBER,contact_center,messy,messy,,hi yeah uh so i'm calling about a charge on my account of uh three forty two ninety nine from uh march fourth and i need to dispute it my callback number is six one seven five five five oh four nine eight,hi yeah uh so i'm calling about a charge on my account of uh $342.99 from uh March 4 and i need to dispute it my callback number is 617-555-0498,hi yeah uh so i'm calling about a charge on my account of uh $342.99 from uh March 4 and i need to dispute it my callback number is 617-555-0498,1262.2919999994338,1202.2948340163566,2842,379,0.0004617,stop,,2026-05-03T06:23:51.597991+00:00,2026-05-03T06:23:52.860330+00:00
MESSY-002,DATE|DRUG_WITH_DOSE|CARDINAL,medical,messy,messy,,so the patient uh last came in on february twenty second twenty twenty six and we prescribed uh metformin five hundred milligrams twice daily and she weighs about one sixty two pounds,"so the patient uh last came in on February 22, 2026 and we prescribed uh metformin 500mg twice daily and she weighs about 162 pounds","so the patient uh last came in on February 22, 2026 and we prescribed uh metformin 500 milligrams twice daily and she weighs about 162 pounds",1465.380500012543,1392.6193329971284,2834,362,0.0004503,stop,,2026-05-03T06:23:51.735211+00:00,2026-05-03T06:23:53.200636+00:00
MESSY-003,MONEY|PERCENT|CARDINAL,finance,messy,messy,,yeah so the fund returned twenty two point three percent last year and uh the total aum is about three point two billion as of twenty twenty five and we're projecting another fifteen percent for twenty twenty six,yeah so the fund returned 22.3% last year and uh the total AUM is about $3.2B as of 2025 and we're projecting another 15% for 2026,yeah so the fund returned 22.3% last year and uh the total aum is about $3.2B as of 2025 and we're projecting another 15% for 2026,1415.733540954534,1345.817499968689,2838,383,0.0004635,stop,,2026-05-03T06:23:51.783420+00:00,2026-05-03T06:23:53.199225+00:00
MESSY-004,NUMERIC_ID|MONEY|DATE,contact_center,messy,messy,,okay so the account number is one oh four five six seven eight nine and your last payment of seventy nine ninety nine posted on uh january thirty first twenty twenty six and the next one is due march first,"okay so the account number is 10456789 and your last payment of $79.99 posted on uh January 31, 2026 and the next one is due March 1","okay so the account number is 10456789 and your last payment of $79.99 posted on uh January 31, 2026 and the next one is due March 1",2517.2452079714276,2415.281708003022,2839,631,0.00076605,stop,,2026-05-03T06:23:51.960844+00:00,2026-05-03T06:23:54.478136+00:00
MESSY-005,PHONE_NUMBER|TIME,voice_agent,messy,messy,,alright so the technician will come uh between two and four on thursday and if you need to reach them their direct line is eight hundred seven two nine seven two three four and they start calls around eight thirty in the morning,alright so the technician will come uh between 2 and 4 on Thursday and if you need to reach them their direct line is 800-729-7234 and they start calls around 8:30 AM,alright,3099.1694580297917,3091.742707998492,2844,1024,0.000849,length,,2026-05-03T06:23:52.860392+00:00,2026-05-03T06:23:55.959600+00:00
MESSY-006,CARDINAL|MONEY|PERCENT,meeting,messy,messy,,so we had uh forty seven people on the call and revenue came in at two point one million which is uh up nineteen point five percent year over year and we're targeting uh three million for twenty twenty six,so we had uh 47 people on the call and revenue came in at $2.1M which is uh up 19.5% year over year and we're targeting uh $3M for 2026,so we had uh 47 people on the call and revenue came in at $2.1M which is uh up 19.5% year over year and we're targeting uh $3M for 2026,1012.5085829640739,882.8024999820627,2839,346,0.00044145,stop,,2026-05-03T06:23:53.069853+00:00,2026-05-03T06:23:54.082443+00:00
MESSY-007,ADDRESS|PHONE_NUMBER|CARDINAL,emergency_dispatch,messy,messy,,caller says the incident is at uh four five two north maple street apartment three b and the callback is nine one four five five five eight eight zero seven and she says there are about twelve people in the building,caller says the incident is at uh 452 North Maple Street Apartment 3B and the callback is 914-555-8807 and she says there are about 12 people in the building,caller says the incident is at uh 452 North Maple Street Apartment 3B and the callback is 914-555-8807 and she says there are about 12 people in the building,1936.1051250016317,1827.5648329872638,2840,429,0.0004914,stop,,2026-05-03T06:23:53.199309+00:00,2026-05-03T06:23:55.135479+00:00
MESSY-008,SSN|DATE|NUMERIC_ID,contact_center,messy,messy,,okay can you verify your social it's uh five five five dash twelve dash one two three four and date of birth is uh august seventh nineteen sixty eight and your policy number is p o l zero zero seven seven four two,"okay can you verify your social it's uh 555-12-1234 and date of birth is uh August 7, 1968 and your policy number is POL007742","okay can you verify your social it's uh 555-12-1234 and date of birth is uh August 7, 1968 and your policy number is POL007742",1326.9961249898188,1231.1867499956861,2842,535,0.0005553,stop,,2026-05-03T06:23:53.200721+00:00,2026-05-03T06:23:54.527747+00:00
MESSY-009,PHONE_NUMBER|CARDINAL,contact_center (code-switched FR),messy,messy,This is a French-language phone number. Treat spoken French digits as numbers.,oui so the number uh c'est cinq un trois six neuf cinq un sept deux cinq oh six and there are uh twenty three locations in the network,oui so the number uh c'est 5 1 3 6 9 5 1 7 2 5 0 6 and there are uh 23 locations in the network,oui so the number uh c'est 51 36 95 17 25 06 and there are 23 locations in the network,2048.3804999967106,1957.804584002588,2847,538,0.00055785,stop,,2026-05-03T06:23:53.317908+00:00,2026-05-03T06:23:55.366342+00:00
MESSY-010,DATE|CARDINAL|DRUG_WITH_DOSE,medical_dictation,messy,messy,,patient is a forty two year old male presenting on uh april tenth twenty twenty six uh complaining of chest pain for uh three days we started uh lisinopril ten milligrams once daily blood pressure was one forty over ninety,"patient is a 42 year old male presenting on uh April 10, 2026 uh complaining of chest pain for uh 3 days we started uh lisinopril 10mg once daily blood pressure was 140/90","patient is a 42 year old male presenting on uh April 10, 2026 uh complaining of chest pain for uh 3 days we started uh lisinopril 10 milligrams once daily blood pressure was 140/90",1847.9640830191784,1734.6982500166632,2843,618,0.00060525,stop,,2026-05-03T06:23:54.082566+00:00,2026-05-03T06:23:55.930584+00:00
MESSY-011,MONEY|DATE|EMAIL_ADDRESS|PHONE_NUMBER,sales_crm,messy,messy,,so the deal is worth uh about one point five million and we need to close by uh june thirtieth twenty twenty six their main contact is uh sarah dot lee at acme dot com or you can call her at four one five five five five two two three three,"so the deal is worth uh about $1.5M and we need to close by uh June 30, 2026 their main contact is uh sarah.lee@acme.com or you can call her at 415-555-2233","so the deal is worth uh about $1.5M and we need to close by uh June 30, 2026 their main contact is uh sarah.lee@acme.com or you can call her at 415-555-2233",2635.1762500125915,1505.3767919889651,2854,419,0.0004875,stop,,2026-05-03T06:23:54.478562+00:00,2026-05-03T06:23:57.113797+00:00
MESSY-012,CREDIT_CARD|MONEY,contact_center,messy,messy,Redact all but the last 4 digits of the card number as XXXX XXXX XXXX ####.,okay for the payment i'll use card ending in uh four one one one one one one one one one one one one two three four and the amount is uh three hundred forty two dollars and fifty cents,okay for the payment i'll use card ending in uh XXXX XXXX XXXX 1234 and the amount is uh $342.50,okay for the payment i'll use card ending in uh XXXX XXXX XXXX 1234 and the amount is uh $342.50,1722.776165988762,1682.6407079934143,2861,693,0.00065295,stop,,2026-05-03T06:23:54.528009+00:00,2026-05-03T06:23:56.250825+00:00
MESSY-013,PERCENT|MONEY|CARDINAL,finance,messy,messy,,the mortgage rate came in at six point seven five percent on a loan of uh four hundred fifty thousand dollars and the monthly payment would be around uh two thousand nine hundred and forty dollars over thirty years,"the mortgage rate came in at 6.75% on a loan of uh $450,000 and the monthly payment would be around uh $2,940 over 30 years","the mortgage rate came in at 6.75% on a loan of uh $450,000 and the monthly payment would be around uh $2,940 over thirty years",896.8888749950565,757.3268749983981,2838,257,0.0003879,stop,,2026-05-03T06:23:55.135535+00:00,2026-05-03T06:23:56.032480+00:00
MESSY-014,DATE|MONEY|PERCENT,meeting,messy,messy,,so uh by twenty thirty we're targeting uh one hundred million in arr and uh that's a roughly forty percent compound annual growth rate based on our uh twenty twenty six baseline of about twenty two million,so uh by 2030 we're targeting uh $100M in ARR and uh that's a roughly 40% compound annual growth rate based on our uh 2026 baseline of about $22M,"so uh by 2030 we're targeting uh 100,000,000 in arr and uh that's a roughly 40% compound annual growth rate based on our uh 2026 baseline of about 22,000,000",2964.2091669957153,2739.8809579899535,2836,588,0.0005862,stop,,2026-05-03T06:23:55.366408+00:00,2026-05-03T06:23:58.330667+00:00
MESSY-015,NUMERIC_ID|DATE|MONEY,contact_center,messy,messy,,your order id is uh one seven dash three four two seven two dash two three eight four and it shipped uh november nineteenth twenty twenty five and the total was uh two fifty seven ninety nine plus uh twenty two dollars shipping,"your order id is uh 17-34272-2384 and it shipped uh November 19, 2025 and the total was uh $257.99 plus uh $22 shipping","your order id is uh 17-34272-2384 and it shipped uh November 19, 2025 and the total was uh $257.99 plus uh $22 shipping",2138.305291009601,2092.3587500001304,2842,627,0.0007641,stop,,2026-05-03T06:23:55.930775+00:00,2026-05-03T06:23:58.069124+00:00
MESSY-016,TIME|DATE,voice_agent,messy,messy,,so the appointment is uh let me see uh it's on uh march fifth at uh three thirty in the afternoon and uh if you need to reschedule the deadline to do that is uh forty eight hours before so that would be uh march third by three thirty pm,so the appointment is uh let me see uh it's on uh March 5 at uh 3:30 PM and uh if you need to reschedule the deadline to do that is uh 48 hours before so that would be uh March 3 by 3:30 PM,so the appointment is uh let me see uh it's on uh March 5 at uh 3:30 PM and uh if you need to reschedule the deadline to do that is uh 48 hours before so that would be uh March 3 by 3:30 PM,3143.047249992378,2967.007708037272,2850,687,0.0006477,stop,,2026-05-03T06:23:55.961331+00:00,2026-05-03T06:23:59.104442+00:00
