run_id,model_id,provider,sample_id,base_prompt_hash,formatting_prompt,input_text,expected_output,actual_output,latency_total_ms,latency_ttft_ms,tokens_in,tokens_out,cost_usd,finish_reason,error,attempted_at,completed_at,chain_input_text,baseline_model_id,baseline_error,exact_match,regex_pass,regex_check_used,judge_accuracy,judge_accuracy_reason,judge_promptability,judge_promptability_reason,judge_catastrophic,judge_hallucination,judge_hallucination_reason,methods_agree,disagreement_kind,judge_error
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-003,7d8c326253d4,Format currency with the dollar sign.,it costs nine ninety nine,it costs $9.99,it costs $9.99,635.36,615.33,2107,63,0.00035385,stop,,2026-05-06T07:00:40.173798+00:00,2026-05-06T07:00:40.809216+00:00,it costs $9.99,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Used dollar sign as instructed.,False,none,"""nine ninety nine"" correctly formatted as $9.99.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-006,7d8c326253d4,,we owe two hundred dollars,we owe $200,we owe $200,678.56,653.12,2094,101,0.0003747,stop,,2026-05-06T07:00:40.355931+00:00,2026-05-06T07:00:41.034553+00:00,we owe $200,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""two hundred dollars"" correctly formatted as ""$200"".",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-008,7d8c326253d4,Format currency with the dollar sign.,charge them sixty two dollars,charge them $62,charge them $62,441.19,423.82,2105,73,0.00035955,stop,,2026-05-06T07:00:40.595169+00:00,2026-05-06T07:00:41.036401+00:00,charge them $62,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Used dollar sign as instructed.,False,none,"""sixty two dollars"" correctly formatted as ""$62"".",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-009,7d8c326253d4,,seven hundred fifty dollars please,$750 please,$750 please,481.73,466.69,2093,81,0.00036255,stop,,2026-05-06T07:00:40.679009+00:00,2026-05-06T07:00:41.160828+00:00,$750 please,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""seven hundred fifty dollars"" correctly formatted as ""$750""; ""please"" preserved.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-010,7d8c326253d4,Use thousands separators in currency.,the deposit is one thousand dollars,"the deposit is $1,000","the deposit is $1,000",434.18,424.41,2107,74,0.00020685,stop,,2026-05-06T07:00:40.753692+00:00,2026-05-06T07:00:41.187940+00:00,"the deposit is $1,000",impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Used thousands separator as instructed.,False,none,"""One thousand dollars"" correctly formatted as ""$1,000"".",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-011,7d8c326253d4,Use thousands separators in currency.,rent is twelve hundred a month,"rent is $1,200 a month","rent is $1,200 a month",435.65,411.32,2108,111,0.0002292,stop,,2026-05-06T07:00:40.809509+00:00,2026-05-06T07:00:41.245219+00:00,"rent is 1,200 a month",impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Used comma thousands separator.,False,none,"""Twelve hundred a month"" correctly formatted as ""$1,200 a month"".",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-001,7d8c326253d4,Format currency with the dollar sign.,the coffee was four fifty,the coffee was $4.50,the coffee was $4.50,433.89,414.95,2108,58,0.000351,stop,,2026-05-06T07:00:39.928315+00:00,2026-05-06T07:00:40.362277+00:00,the coffee was $4.50,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Used dollar sign as instructed.,False,none,"""four fifty"" formatted as $4.50, content preserved.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-004,7d8c326253d4,,the bill came to forty seven dollars,the bill came to $47,the bill came to $47,1049.59,1028.19,2096,72,0.000204,stop,,2026-05-06T07:00:40.212837+00:00,2026-05-06T07:00:41.262479+00:00,the bill came to $47,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction given.,False,none,"""forty seven dollars"" correctly formatted as ""$47"".",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,CANONICAL-CRESTA-CURRENCY,7d8c326253d4,,the total amount is one seventy one forty one,the total amount is $171.41,the total amount is $1.7141,2033.84,2010.58,2100,531,0.0006336,stop,,2026-05-06T07:00:39.285242+00:00,2026-05-06T07:00:41.319149+00:00,the total amount is $1.71 41,impeller-stem-baseline,,False,,,numeric_drift,"$171.41 was misformatted as $1.7141, altering the monetary value.",n_a,No formatting instruction provided.,True,fabricated,"""One seventy one forty one"" was misformatted as $1.7141 with a fabricated decimal interpretation; more plausible reading is $171.41.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-015,7d8c326253d4,,just three dollars,just $3,just $3,337.13,331.09,2093,57,0.00019455,stop,,2026-05-06T07:00:41.188426+00:00,2026-05-06T07:00:41.525609+00:00,just $3,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""three dollars"" correctly formatted as ""$3"".",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-005,7d8c326253d4,Format currency with the dollar sign.,about thirty five dollars total,about $35 total,about $35 total,1130.22,1118.46,2105,91,0.00037035,stop,,2026-05-06T07:00:40.294058+00:00,2026-05-06T07:00:41.424337+00:00,about $35 total,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Used dollar sign as instructed.,False,none,"""thirty five dollars"" correctly formatted as ""$35""; no content changed.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-012,7d8c326253d4,,they quoted eighty nine dollars,they quoted $89,they quoted $89,366.84,349.82,2094,82,0.0002097,stop,,2026-05-06T07:00:41.035040+00:00,2026-05-06T07:00:41.401949+00:00,they quoted $89,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Currency formatting preserves meaning exactly.,True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-E001,7d8c326253d4,,the contract is worth two point five million dollars,the contract is worth $2.5M,"the contract is worth $2,500,000",499.23,471.31,2100,76,0.000207,stop,,2026-05-06T07:00:41.245787+00:00,2026-05-06T07:00:41.745043+00:00,"the contract is worth $2,500,000",impeller-stem-baseline,,False,,,pass,"$2,500,000 is a stylistically equivalent representation of $2.5M with no style prompted.",n_a,No formatting instruction provided.,False,none,"The numeric/currency formatting accurately represents ""two point five million dollars"".",False,judge_pass_em_fail,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-013,7d8c326253d4,,um the total is one twenty nine ninety nine,um the total is $129.99,um the total is $1.2999,738.10,709.52,2100,256,0.000315,stop,,2026-05-06T07:00:41.036761+00:00,2026-05-06T07:00:41.774903+00:00,um the total is $1.29 99,impeller-stem-baseline,,False,,,numeric_drift,"$129.99 was misformatted as $1.2999, changing the monetary value.",n_a,No formatting instruction provided.,True,fabricated,"""One twenty nine ninety nine"" should be $129.99, not $1.2999 — the number is incorrectly fabricated.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-014,7d8c326253d4,,five dollars and twenty cents,$5.20,$5.20,582.36,521.71,2094,69,0.0002019,stop,,2026-05-06T07:00:41.161686+00:00,2026-05-06T07:00:41.744108+00:00,$5.20,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Currency formatting accurately represents the spoken amount.,True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-E009,7d8c326253d4,,one point seven five dollars,$1.75,$1.75,309.59,297.21,2094,65,0.0001995,stop,,2026-05-06T07:00:41.775247+00:00,2026-05-06T07:00:42.084878+00:00,$1.75,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$1.75"" accurately formats ""one point seven five dollars"".",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-E002,7d8c326253d4,,we raised one point two billion,we raised $1.2B,we raised $1.2B,875.32,848.95,2100,162,0.0004122,stop,,2026-05-06T07:00:41.262944+00:00,2026-05-06T07:00:42.138350+00:00,"we raised 1,200,000,000",impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,minor_addition,"Added ""$"" symbol not stated in input, though ""1.2B"" correctly formats ""one point two billion"".",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-E008,7d8c326253d4,,two hundred dollars and ninety nine cents,$200.99,$200.99,421.35,392.99,2094,88,0.0002133,stop,,2026-05-06T07:00:41.745203+00:00,2026-05-06T07:00:42.166595+00:00,$200.99,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"The output correctly formats ""two hundred dollars and ninety nine cents"" as $200.99 with no added or dropped content.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-E003,7d8c326253d4,,budget of about five hundred K,budget of about $500K,budget of about $500K,898.15,885.28,2096,160,0.0002568,stop,,2026-05-06T07:00:41.319563+00:00,2026-05-06T07:00:42.217777+00:00,budget of about 500 K,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""five hundred K"" formatted as ""$500K"" preserves meaning.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-E006,7d8c326253d4,,zero dollars charged,$0 charged,$0 charged,729.53,719.51,2093,81,0.00036255,stop,,2026-05-06T07:00:41.526069+00:00,2026-05-06T07:00:42.255724+00:00,$0 charged,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""zero dollars"" formatted as ""$0""; meaning preserved.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-E007,7d8c326253d4,,twelve dollars and fifty cents,$12.50,$12.50,515.74,493.87,2094,80,0.0003621,stop,,2026-05-06T07:00:41.744476+00:00,2026-05-06T07:00:42.260264+00:00,$12.50,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Currency formatting accurately represents the spoken amount.,True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-E011,7d8c326253d4,,ninety nine cents,$0.99,$0.99,576.41,543.94,2092,165,0.0002592,stop,,2026-05-06T07:00:42.138972+00:00,2026-05-06T07:00:42.715439+00:00,99¢,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$0.99"" accurately formats ""ninety nine cents"".",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-E012,7d8c326253d4,,two and a half million dollars,$2.5M,$2.5M,671.76,630.46,2096,129,0.0003918,stop,,2026-05-06T07:00:42.167089+00:00,2026-05-06T07:00:42.838899+00:00,2 and a half million dollars,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$2.5M"" is a faithful numeric formatting of ""two and a half million dollars"".",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-E005,7d8c326253d4,,the refund was minus forty seven dollars and fifty cents,the refund was -$47.50,the refund was minus $47.50,1661.24,1460.88,2098,132,0.0002403,stop,,2026-05-06T07:00:41.424860+00:00,2026-05-06T07:00:43.086136+00:00,the refund was minus $47.50,impeller-stem-baseline,,False,,,pass,"""minus $47.50"" is a stylistically equivalent variant of ""-$47.50"" with correct value.",n_a,No formatting instruction provided.,False,none,Currency amount correctly formatted; all content preserved.,False,judge_pass_em_fail,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-E010,7d8c326253d4,,eight cents,$0.08,$0.08,1009.65,986.49,2092,166,0.0002598,stop,,2026-05-06T07:00:42.085378+00:00,2026-05-06T07:00:43.095058+00:00,8¢,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$0.08"" is a faithful numeric formatting of ""eight cents"".",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-E004,7d8c326253d4,,a loss of negative twelve thousand dollars,"a loss of -$12,000","a loss of -$12,000",1950.35,1934.63,2098,248,0.0004635,stop,,2026-05-06T07:00:41.402588+00:00,2026-05-06T07:00:43.352988+00:00,"a loss of negative $12,000",impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"The output accurately formats the spoken amount as -$12,000 with no added or dropped content.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-T005,7d8c326253d4,,balance is nine ninety nine ninety nine,balance is $999.99,"balance is $99,999",846.40,831.31,2095,118,0.00038505,stop,,2026-05-06T07:00:42.854966+00:00,2026-05-06T07:00:43.701483+00:00,balance is 99999,impeller-stem-baseline,,False,,,numeric_drift,"Candidate produced $99,999 instead of $999.99, altering the numeric value.",n_a,No formatting instruction provided.,True,fabricated,"""Nine ninety nine ninety nine"" likely means $999.99, but output shows $99,999, misrepresenting the number.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-T002,7d8c326253d4,,the charge will be three forty two ninety nine,the charge will be $342.99,the charge will be $3.42 99,1178.37,1158.60,2100,387,0.0003936,stop,,2026-05-06T07:00:42.256358+00:00,2026-05-06T07:00:43.434779+00:00,the charge will be $3.42 99,impeller-stem-baseline,,False,,,numeric_drift,"Misinterpreted ""three forty two ninety nine"" as $3.42 99 instead of $342.99.",n_a,No instruction provided.,True,fabricated,"""three forty two ninety nine"" should format as $342.99, but output incorrectly produced ""$3.42 99"" which misrepresents the number.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,DATE-001,7d8c326253d4,Render dates as 'Month Day' (e.g. January 5).,the meeting is on january fifth,the meeting is on January 5,the meeting is on January 5,398.54,365.79,2116,63,0.0003552,stop,,2026-05-06T07:00:43.435156+00:00,2026-05-06T07:00:43.833756+00:00,the meeting is on January 5,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Date rendered as 'Month Day' format.,False,none,Date formatted from words to numeric; content preserved.,True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-P003,7d8c326253d4,Spell large amounts in millions as $X.XM.,we pulled in twenty seven million dollars last quarter,we pulled in $27M last quarter,we pulled in $27.0M last quarter,746.63,688.98,2116,195,0.0002808,stop,,2026-05-06T07:00:43.353514+00:00,2026-05-06T07:00:44.100207+00:00,"we pulled in $27,000,000 last quarter",impeller-stem-baseline,,False,,,pass,$27.0M is numerically equivalent to $27M and matches the $X.XM style.,followed,Used the $X.XM millions format as instructed.,False,minor_addition,"""$27.0M"" adds a decimal precision (.0) not stated in the input, though meaning is preserved.",False,judge_pass_em_fail,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-P001,7d8c326253d4,Format currency in USD with 2 decimal places.,the total is forty two,the total is $42.00,the total is $42.00,1041.28,483.63,2109,125,0.00023775,stop,,2026-05-06T07:00:43.086382+00:00,2026-05-06T07:00:44.127707+00:00,the total is 42,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,USD with 2 decimals as instructed.,False,fabricated,"Added a dollar sign and cents (.00) not present in the input, which only said ""forty two"".",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-T001,7d8c326253d4,,the total is one seventy one forty one,the total is $171.41,the total is $1.71 41,1898.83,1866.62,2099,502,0.00061605,stop,,2026-05-06T07:00:42.218542+00:00,2026-05-06T07:00:44.117442+00:00,the total is $1.71 41,impeller-stem-baseline,,False,,,numeric_drift,"$171.41 was misformatted as ""$1.71 41"", drifting the numeric value.",n_a,No formatting instruction provided.,True,fabricated,"""$1.71 41"" misformats the spoken number; likely should be $171.41, but the dollar sign and decimal placement create unjustified content.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,DATE-002,7d8c326253d4,Render dates as 'Month Day'.,see you on march twenty third,see you on March 23,see you on March 23,431.89,397.52,2107,94,0.00021885,stop,,2026-05-06T07:00:43.702331+00:00,2026-05-06T07:00:44.134280+00:00,see you on March 23,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Date rendered as 'Month Day'.,False,none,Date formatted from words to numeric; meaning preserved.,True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,DATE-003,7d8c326253d4,Render dates as 'Month Day'.,we shipped on july fourth,we shipped on July 4,we shipped on July 4,361.35,342.77,2107,86,0.00021405,stop,,2026-05-06T07:00:43.834527+00:00,2026-05-06T07:00:44.195941+00:00,we shipped on July 4,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Date rendered as 'Month Day'.,False,none,Date formatted numerically; content preserved.,True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-P002,7d8c326253d4,"Use plain digits, no currency symbol.",the price tag said nineteen ninety nine,the price tag said 19.99,the price tag said 19.99,1289.18,1274.38,2110,169,0.0002643,stop,,2026-05-06T07:00:43.095226+00:00,2026-05-06T07:00:44.384454+00:00,the price tag said $19.99,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,"Plain digits, no currency symbol.",False,none,"""Nineteen ninety nine"" correctly formatted as 19.99 price.",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,MONEY-T003,7d8c326253d4,,amount due five sixty seven eighty nine,amount due $567.89,amount due $5.67 89,2047.20,1967.18,2098,522,0.0006279,stop,,2026-05-06T07:00:42.260787+00:00,2026-05-06T07:00:44.308065+00:00,amount due $5.67 89,impeller-stem-baseline,,False,,,numeric_drift,"Candidate produced ""$5.67 89"" instead of ""$567.89"", misinterpreting the spoken amount.",n_a,No formatting instruction provided.,True,fabricated,"""five sixty seven eighty nine"" was misformatted as ""$5.67 89"" introducing a dollar sign and odd structure not justified by input (likely should be $567.89).",True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,DATE-005,7d8c326253d4,Render dates as 'Month Day'.,she arrived on february fourteenth,she arrived on February 14,she arrived on February 14,424.39,411.17,2107,86,0.00021405,stop,,2026-05-06T07:00:44.118093+00:00,2026-05-06T07:00:44.542528+00:00,she arrived on February fourteenth,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Date rendered as 'Month Day' as instructed.,False,none,Date formatted numerically; content preserved.,True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,DATE-006,7d8c326253d4,,on august thirty first he resigned,on August 31 he resigned,on August 31 he resigned,543.34,507.67,2096,70,0.0002028,stop,,2026-05-06T07:00:44.128267+00:00,2026-05-06T07:00:44.671670+00:00,on August 31 he resigned,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Date formatted numerically and capitalized; content preserved.,True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,DATE-010,7d8c326253d4,,appointment may sixteenth,appointment May 16,appointment May 16,359.62,346.11,2094,84,0.0002109,stop,,2026-05-06T07:00:44.385112+00:00,2026-05-06T07:00:44.744761+00:00,appointment May 16,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Date formatted as numeric; content preserved.,True,,
chained-full-impeller-stem-gpt-oss-120b-groq-iter09,gpt-oss-120b-groq,impeller-stem+groq,DATE-009,7d8c326253d4,Render dates as 'Month Day'.,we'll meet april second,we'll meet April 2,we'll meet April 2,432.44,422.87,2107,103,0.00022425,stop,,2026-05-06T07:00:44.308996+00:00,2026-05-06T07:00:44.741492+00:00,we'll meet April 2,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Date rendered as Month Day.,False,none,"Date formatted from ""april second"" to ""April 2""; meaning preserved.",True,,
