id,entity_class,expected_output,transcript,error,latency_ms
INT-009,DATE_INTERVAL,Q1 of 2026 through Q2,"2026 through Q2,",,126
INT-010,DATE_INTERVAL,2024 to 2026,2024 to 2026.,,148
DRUG-001,DRUG_WITH_DOSE,prescribe metformin 500 mg twice daily,Prescribe metformin five hundred milligrams twice daily.,,147
INT-004,DATE_INTERVAL,the conference is October 20 through October 23,The conference is October 20 through October 23.,,464
INT-003,DATE_INTERVAL,June 1 to June 30,June 1 to June 30.,,464
DRUG-004,DRUG_WITH_DOSE,ibuprofen 400 mg every 6 hours,Ibuprofen four hundred milligrams every six hours.,,175
DRUG-002,DRUG_WITH_DOSE,amoxicillin 250 mg three times a day,Amoxicillin two fifty mg three times a day.,,257
DRUG-003,DRUG_WITH_DOSE,lisinopril 10 mg once daily,Lisinopril ten mg once daily.,,229
DRUG-008,DRUG_WITH_DOSE,omeprazole 20 mg before breakfast,Omeprazole twenty mg before breakfast.,,148
DRUG-006,DRUG_WITH_DOSE,levothyroxine 75 mcg in the morning,Levothyroxine seventy five micrograms in the morning,,151
DRUG-011,DRUG_WITH_DOSE,insulin glargine 20 units at night,Insulin glargine twenty units at night.,,141
DRUG-005,DRUG_WITH_DOSE,atorvastatin 20 mg at bedtime,"Atorvastatin twenty milligrams at bedtime,",,250
DRUG-014,DRUG_WITH_DOSE,hydrochlorothiazide 12.5 mg daily,Hydrochlorothiazide twelve point five mg daily.,,146
EMAIL-001,EMAIL_ADDRESS,send it to john@acme.com,Send it to johnacme dot com.,,128
DRUG-010,DRUG_WITH_DOSE,warfarin 2.5 mg daily,Warfarin two point five milligrams daily.,,180
EMAIL-002,EMAIL_ADDRESS,email me at sarah.lee@gmail.com,Email me at Sarah.Lee@Gmail.com.,,153
EMAIL-003,EMAIL_ADDRESS,it's mike@example.org,It's Mike@example.org.,,137
EMAIL-005,EMAIL_ADDRESS,reach out to dave@startup.co,Reach out to davestartup dot co,,147
EMAIL-008,EMAIL_ADDRESS,write to admin@school.edu,Write to admin@school.ed,,119
EMAIL-006,EMAIL_ADDRESS,reply to support@helpdesk.com,Reply to supporthelpdesk .com.,,156
EMAIL-009,EMAIL_ADDRESS,send to billing@acmecorp.com,Sent to billing@acclacorp.com.,,127
EMAIL-010,EMAIL_ADDRESS,hello@mybiz.net,,,116
MIXED-002,MIXED,the meeting on March 10 at 3:30 PM discussed a 40% uplift,The meeting on March 10 at 03:30 discussed a 40% uplift.,,147
MIXED-005,MIXED,at 12:00 PM on June 10 the rate dropped 2.5%,"At noon on June 10, the rate dropped 2.5%.",,140
MIXED-003,MIXED,"send the check for $1,000 to john@acme.com by Friday","Send the check for $1,000 to john@acme.com by Friday.",,179
MIXED-001,MIXED,"call me at 555-867-5309 on January 5 about the $1,200 invoice","Call me at (555) 867-5309 on January 5 about the $1,200 invoice.",,218
EMAIL-E004,EMAIL_ADDRESS,ping me at tom@acme.co.uk,Ping me at Tom@acme.co.uk.,,287
MIXED-007,MIXED,invoice number INV-2026-0047 for $47 due March 1,Invoice number INV2260047 for $47 due March 1.,,152
MIXED-008,MIXED,call 800-555-3210 between 9:00 AM and 5:00 PM,Call 805553210 between 9AM and 5PM.,,168
MIXED-009,MIXED,"we shipped 1,200 units to 1234 Maple Drive on July 4","We shipped 1,200 units to 1234 Maple Drive on July 4.",,164
MIXED-010,MIXED,"his ssn is 123-45-6789 and dob is January 15, 1990","Hisazen is 123456789, and dog is 01/15/1999.",,178
MIXED-018,MIXED,about 35% of customers paid $200 or more last quarter,About 35% of customers paid $200 or more last quarter.,,175
MIXED-020,MIXED,send the report to admin@school.edu by May 16 at 5:00 PM,Send the report to adminschool dot edu by May 16 at 5PM.,,165
CANONICAL-CRESTA-CURRENCY,MONEY,the total amount is $171.41,The total amount is $1.71 41.,,192
MONEY-001,MONEY,the coffee was $4.50,The coffee was 450.,,172
MONEY-004,MONEY,the bill came to $47,The bill came to $47.,,163
MONEY-010,MONEY,"the deposit is $1,000","The deposit is $1,000.",,131
MONEY-011,MONEY,"rent is $1,200 a month","Rent is 1,200 a month.",,123
MONEY-E001,MONEY,the contract is worth $2.5M,"The contract is worth $2,500,000",,163
MONEY-T005,MONEY,balance is $999.99,Balance is $9.99 99.,,129
MONEY-E007,MONEY,$12.50,$12.5,,220
CANONICAL-CRESTA-ACCOUNT-ID,NUMERIC_ID,your account number is 100203004,Your account number is 10203004.,,147
ID-A-003,NUMERIC_ID,routing number is 121000248,Routing number is 1248.,,150
ID-A-005,NUMERIC_ID,the invoice number is INV-2026-0047,The invoice number is INVDash2026Dash0047.,,178
MONEY-T002,MONEY,the charge will be $342.99,The charge will be $342.99.,,399
ID-A-007,NUMERIC_ID,the case number is 77788899,The case number is 77788899.,,151
ID-A-010,NUMERIC_ID,your member number is 123-456-789,Your member number is 123Dash456Dash789.,,150
ID-C-002,NUMERIC_ID,reference 1234,Reference 1234.,,115
EMAIL-E001,EMAIL_ADDRESS,email me at jane+newsletter@gmail.com,Email me at Jane+newsletter@Gmail.com.,,1133
ID-C-005,NUMERIC_ID,the code is 4040404,The code is 4040404.,,150
MONEY-E004,MONEY,"a loss of -$12,000","A loss of negative $12,000.",,613
ID-D-003,NUMERIC_ID,your code is DE772,Your code is DELTAECO772.,,151
ID-L-001,NUMERIC_ID,license number D1234567,License number D1234567.,,132
CANONICAL-CRESTA-PERCENT,PERCENT,satisfaction was 100%,Satisfaction was 100%.,,116
ID-D-001,NUMERIC_ID,the reference is 5558675309,The reference is 5558675309.,,263
PCT-003,PERCENT,we saw 30% uplift,We saw 30% uplift.,,118
PCT-001,PERCENT,growth was 20%,"Growth was 20%,",,123
PCT-005,PERCENT,about 50% of users,About 50% of users.,,139
PCT-008,PERCENT,90% confident,90% confident,,126
PCT-D-001,PERCENT,rate of 2.5%,"Rate of two point five percent,",,117
PCT-D-003,PERCENT,99.9% uptime,99.9% uptime.,,119
PCT-D-005,PERCENT,6.75% APR,"6.75% April,",,122
PCT-E001,PERCENT,growth of 150%,Growth of 150%.,,128
PCT-E004,PERCENT,up 50 bps,"Up 50 basis points,",,136
PHONE-001,PHONE_NUMBER,call me at 555-867-5309,Call me at (555) 867-5309.,,142
PHONE-002,PHONE_NUMBER,the number is 212-555-0101,The number is 2125550101.,,138
PHONE-005,PHONE_NUMBER,his cell is 617-555-4987,His cell is (617) 555-4987.,,161
PHONE-004,PHONE_NUMBER,reach support at 800-555-3210,Reach support at 805553210.,,182
CANONICAL-RINGCENTRAL-PHONE,PHONE_NUMBER,you can reach us at 800-729-7234,You can reach us at 807297234.,,252
PHONE-E164-002,PHONE_NUMBER,the number is +16465558901,The number is 6465558901.,,140
PHONE-P-001,PHONE_NUMBER,call (503) 555-8880 for details,Call (503) 555-8880 for details.,,141
PHONE-X001,PHONE_NUMBER,call 212-555-1234 ext. 407,Call (212) 555-1234 extension 407.,,146
PHONE-X002,PHONE_NUMBER,in London it's +44 20 7946 0958,In London it's 442079460958,,151
SSN-001,SSN,his ssn is 123-45-6789,His son is 12 3456789.,,142
SSN-002,SSN,social is 456-78-1234,Social is 456-78-1234,,149
SSN-003,SSN,ssn 555-01-2345,10555012345.,,133
SSN-004,SSN,the social security number is 222-33-4444,The social security number is 222-33-4444.,,144
SSN-005,SSN,her ssn 987-65-4321,HRSN 987654321,,132
SSN-006,SSN,ssn 111-22-3333,Send 111223333.,,148
PHONE-X006,PHONE_NUMBER,the direct line is 617-555-0999 ext. 222,The direct line is 617555099222.,,402
TIME-001,TIME,call at 3:30 PM,Call it 330,,140
SSN-R-004,SSN,the social is XXX-XX-4444,The social is 222-33-4444.,,190
TIME-003,TIME,meeting at 10:00 AM,Meeting at ten a,,129
SSN-E001,SSN,last four are 6789,Last four are 6789.,,407
TIME-004,TIME,see you at 12:00 PM,See you at noon.,,191
TIME-006,TIME,clinic opens at 7:30 AM,Clinic opens at 07:30,,190
TIME-007,TIME,the train leaves at 5:45 PM,The train leaves at 05:45.,,141
TIME-24-001,TIME,the briefing is at 14:00,The briefing is at fourteen hundred.,,113
TIME-24-003,TIME,flight at 16:45,Flight at sixteen forty five,,129
TIME-24-006,TIME,the cron runs at 23:59,The Quran runs at twenty three fifty nine.,,140
TIME-Q-001,TIME,meet at 3:15 PM,Meet at quarter past three.,,119
TIME-Q-002,TIME,around 7:30 PM,"Around half past seven,",,120
URL-001,URL,go to acme.com,Go to acme.com.,,108
URL-003,URL,check google.com,Check google.com.,,118
URL-005,URL,our site is mybiz.io,Our site is mibbees.io.,,127
URL-007,URL,visit news.ycombinator.com,Visit news.ycombinator.com.,,135
URL-002,URL,visit www.example.org,Visit www.example.org.,,235
URL-008,URL,the docs are at docs.stripe.com,The docs are at docs.stripe.com.,,128
URL-009,URL,see help.company.net,See help.company.net.,,115
URL-S-001,URL,go to acme.com/signup,Go to acme.com/signup.,,110
URL-S-003,URL,the link is shop.biz/deals/2026,The link is shop.bizdealstwenty20six.,,140
URL-010,URL,login at portal.bank.com,"Log in at portal.bank.com,",,230
SSN-E002,SSN,ssn 123456789,Sun 1 23456789.,,1156
SSN-R-001,SSN,his ssn is XXX-XX-6789,His fine is 123456789.,,3207
