id,entity_class,expected_output,transcript,stt_latency_ms,stt_error,exact_match,opus_label,opus_notes,opus_pass,gpt_label,gpt_notes,gpt_pass,both_pass,disagree
CC-005,CREDIT_CARD,the number is 5105 1051 0510 5151,The number is 510510510510510.,189,,False,style_violation,Digits match but missing space grouping and one extra digit pattern; formatting lacks grouped spaces.,False,numeric_drift,The transcript omits a digit and does not match the reference number.,False,False,False
CC-001,CREDIT_CARD,the card is 4111 1111 1111 1111,The card is 411111111111.,244,,False,style_violation,Correct digits but missing space grouping between groups of four.,False,numeric_drift,The card number is missing four digits and is not grouped like the reference.,False,False,False
CC-006,CREDIT_CARD,card 4532 7788 9900 1122,Card 4532778899001122.,182,,False,style_violation,Card number digits are correct but not grouped into four-digit blocks.,False,style_violation,The card number digits are correct but not grouped with spaces as in the reference.,False,False,False
CC-009,CREDIT_CARD,card 4716 6666 6666 6666,Card 47166666666666,183,,False,style_violation,Credit card digits are correct but not grouped into 4-digit blocks.,False,other,parse_error: JSONDecodeError: ,False,False,False
CC-010,CREDIT_CARD,the visa is 4539 1488 0343 6467,The visa is 4539148803436467.,199,,False,style_violation,Credit card number is correct but not grouped into 4-digit blocks.,False,style_violation,The card number digits are correct but not grouped with spaces as expected.,False,False,False
CC-R-001,CREDIT_CARD,the card is XXXX XXXX XXXX 1234,The card is 411111111111111234.,171,,False,style_violation,Card number is unmasked and ungrouped instead of using masked grouped format.,False,other,parse_error: JSONDecodeError: ,False,False,False
CC-E004,CREDIT_CARD,the cvv is 123,The CVV is 1 123.,262,,False,numeric_drift,CVV transcribed as '1 123' instead of '123'.,False,numeric_drift,The CVV has an extra digit and is split as 1 123 instead of 123.,False,False,False
CC-E003,CREDIT_CARD,expiration is 07/28,Expiration is o seventwenty eight.,281,,False,style_violation,Date spelled out as words instead of formatted as 07/28.,False,style_violation,The expiration date content is recognizable as 07/28 but is not formatted with digits and a slash.,False,False,False
CC-R-002,CREDIT_CARD,card XXXX XXXX XXXX 8888,Card 5555444433338888.,165,,False,style_violation,Digits present but not grouped or masked as expected.,False,other,parse_error: JSONDecodeError: ,False,False,False
CANONICAL-TALKATOO-CENTURY,DATE,exam date 02/06/2026,"Exam date twosixtwenty six,",151,,False,style_violation,Date is spoken as words rather than formatted as 02/06/2026.,False,style_violation,The date value is recognizable but written as words instead of a formatted date.,False,False,False
DATE-001,DATE,the meeting is on January 5,The meeting is on January 5.,136,,True,pass,Date formatted correctly.,True,pass,The date entity is correctly formatted as January 5.,True,True,False
DATE-003,DATE,we shipped on July 4,We shipped on July 4.,119,,True,pass,Date entity correctly formatted as 'July 4'.,True,pass,The date entity is correctly formatted as July 4.,True,True,False
DATE-005,DATE,she arrived on February 14,She arrived on February 14.,123,,True,pass,Date entity formatted correctly.,True,pass,The date is formatted correctly and matches the reference.,True,True,False
DATE-E003,DATE,we hired her in April 2024,We hired her in April 2024.,119,,True,pass,Date entity correctly formatted as 'April 2024'.,True,pass,The month and year are correctly formatted.,True,True,False
DATE-EU-002,DATE,meeting on the 15/07/2024,Meeting on the 07/15/2024.,130,,False,style_violation,Date is correct but formatted in MM/DD/YYYY instead of reference DD/MM/YYYY.,False,other,parse_error: JSONDecodeError: ,False,False,False
DATE-ISO-002,DATE,she signed on 2024-04-12,She signed on 04/12/2024.,129,,False,style_violation,Date is correct but formatted as MM/DD/YYYY instead of ISO YYYY-MM-DD.,False,style_violation,The date value is correct but formatted as 04/12/2024 instead of 2024-04-12.,False,False,False
DATE-ISO-005,DATE,we met on 2023-11-29,We met on 11/29/2023.,139,,False,style_violation,Date is correct but formatted as MM/DD/YYYY instead of ISO YYYY-MM-DD.,False,style_violation,The date value matches but uses slash format instead of the reference ISO format.,False,False,False
DATE-US-001,DATE,the date is 03/05/2026,The date is March fifth twenty '26.,131,,False,style_violation,Date is spoken out in words rather than numeric MM/DD/YYYY format.,False,style_violation,The date value matches but is written in spoken words rather than a standard formatted date.,False,False,False
DATE-W003,DATE,"we filed on March 10, 2022",We filed on 03/10/2022.,126,,False,style_violation,"Date formatted as 03/10/2022 instead of March 10, 2022.",False,style_violation,"The date value is correct but formatted numerically instead of as “March 10, 2022”.",False,False,False
INT-001,DATE_INTERVAL,from January 5 to January 12,From January 5 to January 12.,134,,True,pass,Dates correctly formatted; only punctuation/casing differs.,True,pass,The date range is formatted correctly and matches the reference.,True,True,False
INT-005,DATE_INTERVAL,vacation from August 5 to August 19,Vacation from August 5 to August 19,124,,True,pass,"Dates correctly formatted, only capitalization differs.",True,pass,The date range is formatted correctly and matches the reference.,True,True,False
INT-006,DATE_INTERVAL,between February 10 and February 14,Between February 10 and February 14.,122,,True,pass,Dates correctly formatted; only punctuation/casing differs.,True,pass,The date range is correctly formatted and matches the reference.,True,True,False
INT-002,DATE_INTERVAL,March 10 through March 15,March 10 through March 15.,248,,True,pass,Entity formatting matches reference; only trailing punctuation differs.,True,pass,The date range is correctly formatted and matches the reference.,True,True,False
CARD-L-003,CARDINAL,"the file has 50,000 rows","The file has 50,000 rows,",1129,,True,pass,"Number formatted correctly as 50,000.",True,pass,"The numeric entity 50,000 is correctly formatted.",True,True,False
INT-007,DATE_INTERVAL,the sale runs December 1 through December 24,The sale runs December 1 through December 24.,171,,True,pass,"Dates formatted correctly, only punctuation/capitalization differs.",True,pass,The date range is formatted correctly and matches the reference.,True,True,False
INT-008,DATE_INTERVAL,from Monday the 3rd to Friday the 7th,From Monday the third to Friday the seventh.,113,,False,style_violation,"Ordinals spelled out as words instead of numeric form (3rd, 7th).",False,style_violation,Ordinals are spoken out as words instead of formatted as 3rd and 7th.,False,False,False
INT-009,DATE_INTERVAL,Q1 of 2026 through Q2,"2026 through Q2,",126,,False,wrong_value,Transcript omits the leading 'Q1 of' before 2026.,False,wrong_value,The transcript omits the starting quarter Q1.,False,False,False
INT-010,DATE_INTERVAL,2024 to 2026,2024 to 2026.,148,,True,pass,Entity formatted correctly; only trailing punctuation differs.,True,pass,The year range is correctly formatted; the trailing period is acceptable.,True,True,False
DRUG-001,DRUG_WITH_DOSE,prescribe metformin 500 mg twice daily,Prescribe metformin five hundred milligrams twice daily.,147,,False,style_violation,Dosage spelled out as words instead of '500 mg' numeric format.,False,style_violation,The dosage value is correct but spelled out instead of formatted as 500 mg.,False,False,False
INT-004,DATE_INTERVAL,the conference is October 20 through October 23,The conference is October 20 through October 23.,464,,True,pass,Dates correctly formatted; only punctuation/case differences.,True,pass,The date range is correctly formatted and matches the reference.,True,True,False
INT-003,DATE_INTERVAL,June 1 to June 30,June 1 to June 30.,464,,True,pass,Date range correctly formatted; only trailing punctuation differs.,True,pass,The date range is correctly formatted; the trailing period is acceptable.,True,True,False
DRUG-004,DRUG_WITH_DOSE,ibuprofen 400 mg every 6 hours,Ibuprofen four hundred milligrams every six hours.,175,,False,style_violation,Dosage and frequency spelled out as words instead of using digits and 'mg' abbreviation.,False,style_violation,The dosage and interval are correct but numbers and units are spelled out instead of formatted as 400 mg and 6 hours.,False,False,False
DRUG-002,DRUG_WITH_DOSE,amoxicillin 250 mg three times a day,Amoxicillin two fifty mg three times a day.,257,,False,style_violation,Dosage spelled as 'two fifty' instead of numeric '250'.,False,style_violation,The dosage value is correct but formatted as words instead of 250 mg.,False,False,False
DRUG-003,DRUG_WITH_DOSE,lisinopril 10 mg once daily,Lisinopril ten mg once daily.,229,,False,style_violation,Dosage number spelled out as 'ten' instead of '10'.,False,style_violation,The dosage value is correct but written as a word instead of numerals.,False,False,False
DRUG-008,DRUG_WITH_DOSE,omeprazole 20 mg before breakfast,Omeprazole twenty mg before breakfast.,148,,False,style_violation,Dosage number spelled out as 'twenty' instead of numeric '20'.,False,style_violation,The dosage value is correct but written as words instead of numerals.,False,False,False
DRUG-006,DRUG_WITH_DOSE,levothyroxine 75 mcg in the morning,Levothyroxine seventy five micrograms in the morning,151,,False,style_violation,Dosage spelled out as words instead of '75 mcg' numeric format.,False,style_violation,Dosage value is correct but written as words and expanded unit instead of 75 mcg.,False,False,False
DRUG-011,DRUG_WITH_DOSE,insulin glargine 20 units at night,Insulin glargine twenty units at night.,141,,False,style_violation,Dose '20 units' written as 'twenty units' instead of numeric form.,False,style_violation,The dosage value is correct but spelled out instead of formatted as 20 units.,False,False,False
DRUG-005,DRUG_WITH_DOSE,atorvastatin 20 mg at bedtime,"Atorvastatin twenty milligrams at bedtime,",250,,False,style_violation,Dosage spelled out as words instead of numeric '20 mg'.,False,style_violation,Dosage value is correct but spelled out instead of formatted as 20 mg.,False,False,False
DRUG-014,DRUG_WITH_DOSE,hydrochlorothiazide 12.5 mg daily,Hydrochlorothiazide twelve point five mg daily.,146,,False,style_violation,Dosage spelled out as 'twelve point five' instead of numeric '12.5'.,False,style_violation,The dosage value is correct but spelled out instead of formatted numerically as 12.5 mg.,False,False,False
EMAIL-001,EMAIL_ADDRESS,send it to john@acme.com,Send it to johnacme dot com.,128,,False,style_violation,Missing @ symbol; email not formatted correctly.,False,style_violation,The email content is recognizable but not formatted with @ and a dot.,False,False,False
DRUG-010,DRUG_WITH_DOSE,warfarin 2.5 mg daily,Warfarin two point five milligrams daily.,180,,False,style_violation,Dosage spelled out as words instead of '2.5 mg' numeric format.,False,style_violation,The dosage value is correct but spelled out instead of formatted as 2.5 mg.,False,False,False
EMAIL-002,EMAIL_ADDRESS,email me at sarah.lee@gmail.com,Email me at Sarah.Lee@Gmail.com.,153,,True,style_violation,Email is correct but capitalized instead of lowercase.,False,pass,The email address is correctly formatted with only capitalization differences.,True,False,True
EMAIL-003,EMAIL_ADDRESS,it's mike@example.org,It's Mike@example.org.,137,,True,pass,Email formatted correctly despite capitalization difference.,True,other,parse_error: JSONDecodeError: ,False,False,True
EMAIL-005,EMAIL_ADDRESS,reach out to dave@startup.co,Reach out to davestartup dot co,147,,False,style_violation,Email missing @ symbol and not formatted as user@host.,False,style_violation,The email content is recognizable but not formatted with @ and a dot.,False,False,False
EMAIL-008,EMAIL_ADDRESS,write to admin@school.edu,Write to admin@school.ed,119,,False,wrong_value,Email domain truncated to school.ed instead of school.edu.,False,wrong_value,The email address is missing the final 'u' in the domain.,False,False,False
EMAIL-006,EMAIL_ADDRESS,reply to support@helpdesk.com,Reply to supporthelpdesk .com.,156,,False,style_violation,"Email missing '@' symbol, formatted as 'supporthelpdesk .com' instead of 'support@helpdesk.com'.",False,style_violation,The email content is recognizable but missing the @ and has an improper space before .com.,False,False,False
EMAIL-009,EMAIL_ADDRESS,send to billing@acmecorp.com,Sent to billing@acclacorp.com.,127,,False,wrong_value,Email domain differs: acmecorp.com vs acclacorp.com.,False,wrong_value,The email address is incorrect: billing@acclacorp.com vs billing@acmecorp.com.,False,False,False
EMAIL-010,EMAIL_ADDRESS,hello@mybiz.net,,116,,False,other,empty transcript,False,other,empty transcript,False,False,False
MIXED-002,MIXED,the meeting on March 10 at 3:30 PM discussed a 40% uplift,The meeting on March 10 at 03:30 discussed a 40% uplift.,147,,False,style_violation,Time formatted as 24-hour '03:30' instead of '3:30 PM'.,False,other,parse_error: JSONDecodeError: ,False,False,False
MIXED-005,MIXED,at 12:00 PM on June 10 the rate dropped 2.5%,"At noon on June 10, the rate dropped 2.5%.",140,,False,style_violation,Time '12:00 PM' rendered as 'noon' instead of numeric format; other entities correct.,False,style_violation,"The time value is correct but written as ""noon"" instead of the formatted ""12:00 PM"".",False,False,False
MIXED-003,MIXED,"send the check for $1,000 to john@acme.com by Friday","Send the check for $1,000 to john@acme.com by Friday.",179,,True,pass,All entities formatted correctly with matching money and email.,True,pass,The money amount and email are correctly formatted.,True,True,False
MIXED-001,MIXED,"call me at 555-867-5309 on January 5 about the $1,200 invoice","Call me at (555) 867-5309 on January 5 about the $1,200 invoice.",218,,False,style_violation,Phone number formatted with parentheses instead of dash grouping.,False,pass,Entities are correctly formatted with acceptable phone grouping and matching date and amount.,True,False,True
EMAIL-E004,EMAIL_ADDRESS,ping me at tom@acme.co.uk,Ping me at Tom@acme.co.uk.,287,,True,pass,Email entity formatted correctly; only capitalization and punctuation differ.,True,pass,The email address is correctly formatted and matches aside from capitalization.,True,True,False
MIXED-007,MIXED,invoice number INV-2026-0047 for $47 due March 1,Invoice number INV2260047 for $47 due March 1.,152,,False,style_violation,"Invoice number missing hyphens (INV2260047 instead of INV-2026-0047), though digits are altered too.",False,numeric_drift,Invoice number is missing a digit and hyphen formatting.,False,False,False
MIXED-008,MIXED,call 800-555-3210 between 9:00 AM and 5:00 PM,Call 805553210 between 9AM and 5PM.,168,,False,style_violation,Phone number missing grouping/hyphens and times missing colons and spaces.,False,numeric_drift,"The phone number is missing a digit and is not grouped, while the times are only style-shortened.",False,False,False
MIXED-009,MIXED,"we shipped 1,200 units to 1234 Maple Drive on July 4","We shipped 1,200 units to 1234 Maple Drive on July 4.",164,,True,pass,All entities formatted correctly with only punctuation/capitalization differences.,True,pass,Entities are correctly formatted and match the reference.,True,True,False
MIXED-010,MIXED,"his ssn is 123-45-6789 and dob is January 15, 1990","Hisazen is 123456789, and dog is 01/15/1999.",178,,False,numeric_drift,SSN missing dashes and DOB has wrong year (1999 vs 1990) and wrong format.,False,numeric_drift,The SSN digits are unformatted and the DOB year is 1999 instead of 1990.,False,False,False
MIXED-018,MIXED,about 35% of customers paid $200 or more last quarter,About 35% of customers paid $200 or more last quarter.,175,,True,pass,"Entities (35%, $200) are correctly formatted.",True,pass,The percentage and dollar amount are formatted correctly.,True,True,False
MIXED-020,MIXED,send the report to admin@school.edu by May 16 at 5:00 PM,Send the report to adminschool dot edu by May 16 at 5PM.,165,,False,style_violation,Email missing @ symbol and time formatted as '5PM' instead of '5:00 PM'.,False,other,parse_error: JSONDecodeError: ,False,False,False
CANONICAL-CRESTA-CURRENCY,MONEY,the total amount is $171.41,The total amount is $1.71 41.,192,,False,style_violation,Correct digits but formatted as '$1.71 41' instead of '$171.41'.,False,numeric_drift,The amount has the decimal placed incorrectly and is split as $1.71 41 instead of $171.41.,False,False,False
MONEY-001,MONEY,the coffee was $4.50,The coffee was 450.,172,,False,style_violation,Money entity missing $ symbol and decimal point formatting.,False,other,parse_error: JSONDecodeError: ,False,False,False
MONEY-004,MONEY,the bill came to $47,The bill came to $47.,163,,True,pass,Money entity correctly formatted as $47.,True,pass,The money amount is correctly formatted as $47.,True,True,False
MONEY-010,MONEY,"the deposit is $1,000","The deposit is $1,000.",131,,True,pass,Money entity correctly formatted with $ and comma.,True,pass,The money amount is formatted correctly.,True,True,False
MONEY-011,MONEY,"rent is $1,200 a month","Rent is 1,200 a month.",123,,False,style_violation,Missing dollar sign on monetary amount.,False,style_violation,The rent amount is correct but missing the dollar sign.,False,False,False
MONEY-E001,MONEY,the contract is worth $2.5M,"The contract is worth $2,500,000",163,,False,style_violation,Monetary value is correct but expanded to full digits instead of abbreviated $2.5M.,False,other,"judge_error: BadRequestError: Error code: 400 - {'error': {'message': 'Could not finish the message because max_tokens or model output limit was reached. Please try again with higher max_tokens.', 'type': 'invalid_request_error', 'param': None, 'code': None}}",False,False,False
MONEY-T005,MONEY,balance is $999.99,Balance is $9.99 99.,129,,False,style_violation,Digits present but formatted as '$9.99 99' instead of '$999.99'.,False,numeric_drift,The amount is misformatted with the decimal shifted from $999.99 to $9.99 99.,False,False,False
MONEY-E007,MONEY,$12.50,$12.5,220,,False,style_violation,Missing trailing zero in cents; value correct but money format nonstandard.,False,style_violation,The amount is correct but should include two decimal places as $12.50.,False,False,False
CANONICAL-CRESTA-ACCOUNT-ID,NUMERIC_ID,your account number is 100203004,Your account number is 10203004.,147,,False,numeric_drift,Account number missing a digit: 10203004 vs 100203004.,False,numeric_drift,The account number is missing a zero compared with the reference.,False,False,False
ID-A-003,NUMERIC_ID,routing number is 121000248,Routing number is 1248.,150,,False,numeric_drift,Routing number digits are missing/shifted from 121000248 to 1248.,False,numeric_drift,The routing number is missing several digits.,False,False,False
ID-A-005,NUMERIC_ID,the invoice number is INV-2026-0047,The invoice number is INVDash2026Dash0047.,178,,False,style_violation,Dashes spelled out as 'Dash' instead of using '-' character.,False,style_violation,The invoice number content matches but uses literal 'Dash' instead of hyphens.,False,False,False
MONEY-T002,MONEY,the charge will be $342.99,The charge will be $342.99.,399,,True,pass,Entity formatted correctly with $ and decimals.,True,pass,The money amount is correctly formatted and matches the reference.,True,True,False
ID-A-007,NUMERIC_ID,the case number is 77788899,The case number is 77788899.,151,,True,pass,Case number formatted identically.,True,pass,The case number digits are correct and appropriately formatted.,True,True,False
ID-A-010,NUMERIC_ID,your member number is 123-456-789,Your member number is 123Dash456Dash789.,150,,False,style_violation,Dashes were spelled out as 'Dash' instead of using hyphen characters.,False,style_violation,The member number digits are correct but dashes are written as words instead of hyphens.,False,False,False
ID-C-002,NUMERIC_ID,reference 1234,Reference 1234.,115,,True,pass,Entity '1234' correctly formatted; only capitalization and punctuation differ.,True,pass,The numeric entity 1234 is correctly preserved and formatting differences are harmless.,True,True,False
EMAIL-E001,EMAIL_ADDRESS,email me at jane+newsletter@gmail.com,Email me at Jane+newsletter@Gmail.com.,1133,,True,style_violation,"Email is capitalized (Jane, Gmail) instead of lowercase as in reference.",False,pass,The email address is correctly formatted with only capitalization differences.,True,False,True
ID-C-005,NUMERIC_ID,the code is 4040404,The code is 4040404.,150,,True,pass,Numeric code formatted identically to reference.,True,pass,The code value is correct and appropriately formatted.,True,True,False
MONEY-E004,MONEY,"a loss of -$12,000","A loss of negative $12,000.",613,,False,style_violation,"Entity value correct but rendered as 'negative $12,000' instead of '-$12,000'.",False,style_violation,"The negative amount is correct but uses the word ""negative"" instead of the expected -$ format.",False,False,False
ID-D-003,NUMERIC_ID,your code is DE772,Your code is DELTAECO772.,151,,False,wrong_value,Transcript expanded letters into phonetic words ('DELTAECO772') instead of the alphanumeric code 'DE772'.,False,wrong_value,The code is rendered as DELTAECO772 instead of DE772.,False,False,False
ID-L-001,NUMERIC_ID,license number D1234567,License number D1234567.,132,,True,pass,License number formatted correctly with matching alphanumeric value.,True,pass,The license number is correctly formatted and matches the reference.,True,True,False
CANONICAL-CRESTA-PERCENT,PERCENT,satisfaction was 100%,Satisfaction was 100%.,116,,True,pass,Percentage entity formatted correctly.,True,pass,The percentage is formatted correctly as 100%.,True,True,False
ID-D-001,NUMERIC_ID,the reference is 5558675309,The reference is 5558675309.,263,,True,style_violation,Phone number not grouped into standard format like 555-867-5309.,False,other,"judge_error: BadRequestError: Error code: 400 - {'error': {'message': 'Could not finish the message because max_tokens or model output limit was reached. Please try again with higher max_tokens.', 'type': 'invalid_request_error', 'param': None, 'code': None}}",False,False,False
PCT-003,PERCENT,we saw 30% uplift,We saw 30% uplift.,118,,True,pass,Percentage entity formatted correctly.,True,pass,The percentage entity is formatted correctly.,True,True,False
PCT-001,PERCENT,growth was 20%,"Growth was 20%,",123,,True,pass,Entity '20%' is correctly formatted; only punctuation/casing differs.,True,pass,The percentage is correctly formatted as 20%.,True,True,False
PCT-005,PERCENT,about 50% of users,About 50% of users.,139,,True,pass,Percentage entity correctly formatted as 50%.,True,pass,The percentage is formatted correctly and matches the reference.,True,True,False
PCT-008,PERCENT,90% confident,90% confident,126,,True,pass,Percentage formatted correctly.,True,pass,The percentage is formatted correctly and matches the reference.,True,True,False
PCT-D-001,PERCENT,rate of 2.5%,"Rate of two point five percent,",117,,False,style_violation,Percentage spelled out in words instead of using digits and % symbol.,False,style_violation,The percentage value is correct but spelled out instead of formatted as 2.5%.,False,False,False
PCT-D-003,PERCENT,99.9% uptime,99.9% uptime.,119,,True,pass,Entity formatting matches; only trailing punctuation differs.,True,pass,The percentage is correctly formatted and matches the reference.,True,True,False
PCT-D-005,PERCENT,6.75% APR,"6.75% April,",122,,False,wrong_value,"APR was transcribed as 'April', changing the entity meaning.",False,wrong_value,APR was misrecognized as April despite the percentage being correct.,False,False,False
PCT-E001,PERCENT,growth of 150%,Growth of 150%.,128,,True,pass,Percentage entity formatted correctly.,True,pass,The percentage entity is correctly formatted as 150%.,True,True,False
PCT-E004,PERCENT,up 50 bps,"Up 50 basis points,",136,,False,style_violation,'bps' expanded to 'basis points' instead of abbreviated form.,False,style_violation,The value is correct but 'bps' was expanded to 'basis points'.,False,False,False
PHONE-001,PHONE_NUMBER,call me at 555-867-5309,Call me at (555) 867-5309.,142,,False,style_violation,Phone number digits correct but formatted with parentheses instead of dashes.,False,pass,The phone number is correctly grouped and contains the same digits.,True,False,True
PHONE-002,PHONE_NUMBER,the number is 212-555-0101,The number is 2125550101.,138,,False,style_violation,Phone digits correct but not grouped with hyphens.,False,style_violation,Phone number digits are correct but missing the expected hyphen grouping.,False,False,False
