id,entity_class,expected_output,transcript,error,latency_ms
EMAIL-002,EMAIL_ADDRESS,email me at sarah.lee@gmail.com,e-mail me at sarah.lee@gmail.com,,915
EMAIL-009,EMAIL_ADDRESS,send to billing@acmecorp.com,Send to billing@aclacorp.com.,,687
EMAIL-006,EMAIL_ADDRESS,reply to support@helpdesk.com,Reply to support@helpdesk.com,,826
EMAIL-008,EMAIL_ADDRESS,write to admin@school.edu,Write to admin@school.edu,,810
EMAIL-010,EMAIL_ADDRESS,hello@mybiz.net,Hello@mibis.net.,,743
EMAIL-E001,EMAIL_ADDRESS,email me at jane+newsletter@gmail.com,e-mail me at janeplusnewsletter@gmail.com.,,822
EMAIL-E004,EMAIL_ADDRESS,ping me at tom@acme.co.uk,Ping me at tom@acme.co.uk,,860
MIXED-003,MIXED,"send the check for $1,000 to john@acme.com by Friday",Send the check for $1000 to john@acme.com by Friday.,,812
MIXED-002,MIXED,the meeting on March 10 at 3:30 PM discussed a 40% uplift,The meeting on March 10th at 3.30 discussed a 40% uplift.,,912
MIXED-001,MIXED,"call me at 555-867-5309 on January 5 about the $1,200 invoice","Call me at 555-867-5309 on January 5, about the $1200 invoice.",,969
MIXED-005,MIXED,at 12:00 PM on June 10 the rate dropped 2.5%,"At noon on June 10th, the rate dropped 2.5%.",,842
MIXED-007,MIXED,invoice number INV-2026-0047 for $47 due March 1,Invoice Number INV202-60047 for $47 due March 1st.,,871
MIXED-008,MIXED,call 800-555-3210 between 9:00 AM and 5:00 PM,Call 800-555-3210 between 9:00 AM and 5:00 PM.,,878
MIXED-010,MIXED,"his ssn is 123-45-6789 and dob is January 15, 1990","His awesome is 123456789 and dog is January 15th, 1999.",,868
MIXED-009,MIXED,"we shipped 1,200 units to 1234 Maple Drive on July 4","We shipped 1,200 units to 1234 Maple Drive on July 4th.",,923
MIXED-018,MIXED,about 35% of customers paid $200 or more last quarter,About 35% of customers paid $200 or more last quarter.,,876
MIXED-020,MIXED,send the report to admin@school.edu by May 16 at 5:00 PM,Send the report to admin@school.edu by May 16th at 5 p.m.,,836
CANONICAL-CRESTA-CURRENCY,MONEY,the total amount is $171.41,The total amount is $171.41.,,752
MONEY-001,MONEY,the coffee was $4.50,The coffee was 450.,,720
MONEY-011,MONEY,"rent is $1,200 a month",Rent is 1200 a month.,,651
MONEY-010,MONEY,"the deposit is $1,000","The deposit is $1,000.",,657
MONEY-004,MONEY,the bill came to $47,The bill came to forty-seven dollars.,,820
MONEY-E004,MONEY,"a loss of -$12,000","A loss of negative $12,000.",,736
MONEY-E001,MONEY,the contract is worth $2.5M,The contract is worth $2.5 million.,,766
MONEY-E007,MONEY,$12.50,$12.50.,,639
MONEY-T005,MONEY,balance is $999.99,Balance is 999.99.,,746
MONEY-T002,MONEY,the charge will be $342.99,The charge will be $342.99.,,766
CANONICAL-CRESTA-ACCOUNT-ID,NUMERIC_ID,your account number is 100203004,Your account number is 100-203-004.,,757
ID-A-003,NUMERIC_ID,routing number is 121000248,Routing number is 1210-00248.,,824
ID-A-007,NUMERIC_ID,the case number is 77788899,The case number is 777-88899.,,789
ID-A-005,NUMERIC_ID,the invoice number is INV-2026-0047,The invoice number is INV-2026-0047.,,1047
ID-C-002,NUMERIC_ID,reference 1234,Reference 1234.,,783
ID-A-010,NUMERIC_ID,your member number is 123-456-789,Your member number is 123-456-789.,,919
ID-C-005,NUMERIC_ID,the code is 4040404,The code is 4040404.,,836
ID-D-003,NUMERIC_ID,your code is DE772,Your code is Delta Echo 772.,,785
ID-D-001,NUMERIC_ID,the reference is 5558675309,The reference is 555-867-5309.,,943
ID-L-001,NUMERIC_ID,license number D1234567,License number D1234567.,,769
PCT-001,PERCENT,growth was 20%,Growth was 20%.,,639
CANONICAL-CRESTA-PERCENT,PERCENT,satisfaction was 100%,Satisfaction was 100%.,,779
PCT-003,PERCENT,we saw 30% uplift,We saw 30% uplift.,,699
PCT-D-001,PERCENT,rate of 2.5%,Rate of 2.5%.,,473
PCT-005,PERCENT,about 50% of users,About 50% of users.,,628
PCT-008,PERCENT,90% confident,90% confident.,,711
PCT-D-003,PERCENT,99.9% uptime,99.9% uptime.,,686
PCT-D-005,PERCENT,6.75% APR,6.75% April.,,668
PCT-E001,PERCENT,growth of 150%,Growth of 150%.,,700
PCT-E004,PERCENT,up 50 bps,Up 50 basis points.,,720
CANONICAL-RINGCENTRAL-PHONE,PHONE_NUMBER,you can reach us at 800-729-7234,You can reach us at 800-729-7234.,,800
PHONE-001,PHONE_NUMBER,call me at 555-867-5309,Call me at 555-867-5309.,,925
PHONE-002,PHONE_NUMBER,the number is 212-555-0101,The number is 212-555-0101,,899
PHONE-004,PHONE_NUMBER,reach support at 800-555-3210,Reach support at 800-555-3210,,937
PHONE-E164-002,PHONE_NUMBER,the number is +16465558901,The number is 646-555-8901,,621
PHONE-005,PHONE_NUMBER,his cell is 617-555-4987,His cell is 617-555-4987.,,835
PHONE-P-001,PHONE_NUMBER,call (503) 555-8880 for details,Call 503-555-8880 for details.,,873
PHONE-X001,PHONE_NUMBER,call 212-555-1234 ext. 407,Call 212-555-1234 ext 407.,,958
PHONE-X002,PHONE_NUMBER,in London it's +44 20 7946 0958,"In London, it's +442 079 460 958.",,894
PHONE-X006,PHONE_NUMBER,the direct line is 617-555-0999 ext. 222,The direct line is 617-555-099-X222.,,884
SSN-001,SSN,his ssn is 123-45-6789,His son is 123-4567-89.,,882
SSN-002,SSN,social is 456-78-1234,Social is: 456781234.,,870
SSN-003,SSN,ssn 555-01-2345,Send 555-012345.,,759
SSN-E001,SSN,last four are 6789,"Last four are 6, 7, 8, 9.",,747
SSN-004,SSN,the social security number is 222-33-4444,The social security number is 222-334-4444.,,916
SSN-005,SSN,her ssn 987-65-4321,Herson987654321,,850
SSN-006,SSN,ssn 111-22-3333,Send 111223333,,822
SSN-R-001,SSN,his ssn is XXX-XX-6789,His fine is 123-456-789.,,973
TIME-001,TIME,call at 3:30 PM,Call at 330,,623
TIME-003,TIME,meeting at 10:00 AM,meeting at 10 A.m.,,645
TIME-004,TIME,see you at 12:00 PM,See you at noon.,,747
SSN-R-004,SSN,the social is XXX-XX-4444,The social is 222-334-4444.,,852
SSN-E002,SSN,ssn 123456789,Sun 123456789,,1689
TIME-006,TIME,clinic opens at 7:30 AM,Clinic opens at 7:30,,707
TIME-007,TIME,the train leaves at 5:45 PM,The train leaves at 545.,,713
TIME-24-001,TIME,the briefing is at 14:00,The briefing is at 1400.,,720
TIME-24-003,TIME,flight at 16:45,Flight at 1645.,,762
TIME-24-006,TIME,the cron runs at 23:59,The cron runs at 2359.,,739
TIME-Q-002,TIME,around 7:30 PM,Around 7:30.,,648
URL-001,URL,go to acme.com,Go to acme.com.,,682
TIME-Q-001,TIME,meet at 3:15 PM,Meet at 3:15.,,1165
URL-003,URL,check google.com,Check google.com,,786
URL-005,URL,our site is mybiz.io,Our site is mibis.io.,,785
URL-002,URL,visit www.example.org,Visit www.example.org.,,1045
URL-007,URL,visit news.ycombinator.com,visit news.ycompinator.com,,932
URL-009,URL,see help.company.net,See help.company.net.,,736
URL-008,URL,the docs are at docs.stripe.com,The docs are at docs.stripe.com.,,893
URL-S-001,URL,go to acme.com/signup,Go to acme.com/signup.,,667
URL-010,URL,login at portal.bank.com,Log in at portal.bank.com.,,731
URL-S-003,URL,the link is shop.biz/deals/2026,The link is shop.biz/deals/2026.,,808
