sample_id,entity_class,variant,source,difficulty,formatting_prompt,input_text,expected_output,actual_output,latency_total_ms,latency_ttft_ms,tokens_in,tokens_out,cost_usd,finish_reason,error,attempted_at,completed_at,exact_match,regex_pass,regex_check_used,judge_accuracy,judge_accuracy_reason,judge_promptability,judge_promptability_reason,judge_catastrophic,judge_hallucination,judge_hallucination_reason,methods_agree,disagreement_kind,judge_error
CANONICAL-AVOMA-YEAR,CARDINAL,year_context,customer_canonical,canonical,,we expect to launch in twenty twenty six,we expect to launch in 2026,we expect to launch in 2026,341.41137497499585,308.1151249934919,932,15,0.00020489,stop,,2026-05-02T08:15:11.531610+00:00,2026-05-02T08:15:11.873055+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Year formatted numerically; content preserved.,True,,
CANONICAL-CRESTA-ACCOUNT-ID,NUMERIC_ID,contiguous_digits,customer_canonical,canonical,,your account number is one hundred two oh three oh oh four,your account number is 100203004,your account number is 10203004,444.7044160333462,382.2509580058977,936,18,0.00020782,stop,,2026-05-02T08:15:11.584749+00:00,2026-05-02T08:15:12.029490+00:00,False,,,numeric_drift,"Candidate produced 10203004 (8 digits) vs reference 100203004 (9 digits); dropped a zero from ""one hundred two"".",n_a,No instruction provided.,True,none,"The spoken digits ""one hundred two oh three oh oh four"" correctly format to 10203004.",True,,
CANONICAL-CRESTA-CURRENCY,MONEY,spoken_split,customer_canonical,canonical,,the total amount is one seventy one forty one,the total amount is $171.41,the total amount is $171.41,364.6082499762997,324.5814169640653,933,16,0.00020577,stop,,2026-05-02T08:15:11.617902+00:00,2026-05-02T08:15:11.982560+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""One seventy one forty one"" is reasonably formatted as $171.41; no content added or dropped.",True,,
CANONICAL-CRESTA-PERCENT,PERCENT,hundred_percent,customer_canonical,canonical,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,248.7019999534823,226.80208296515048,930,13,0.00020313,stop,,2026-05-02T08:15:11.618307+00:00,2026-05-02T08:15:11.867054+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""One hundred percent"" formatted as ""100%"" preserves meaning exactly.",True,,
CANONICAL-NIAGARA-ORDERID,NUMERIC_ID,disambiguation,customer_canonical,canonical,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,274.2173749720678,225.91199999442324,962,22,0.00021772,stop,,2026-05-02T08:15:11.867111+00:00,2026-05-02T08:15:12.141391+00:00,True,,,pass,Matches reference exactly.,followed,Formatted as xx-xxxxx-xxxx starting with 17.,False,none,Digits 17342722384 match input; hyphens are formatting only.,True,,
CANONICAL-NIAGARA-PHONE,PHONE_NUMBER,disambiguation,customer_canonical,canonical,This is a US phone number.,your reference is one seven three four two seven two two three eight four,your reference is +1-734-272-2384,your reference is 173-427-22384,826.3739160029218,786.0539159737527,949,22,0.00021395,stop,,2026-05-02T08:15:11.873099+00:00,2026-05-02T08:15:12.699518+00:00,False,,,style_violation,Digits preserved but grouped incorrectly; not formatted as a valid US phone number.,ignored,Did not produce standard US phone format despite instruction.,False,none,All 11 digits preserved correctly; only formatting with hyphens added.,True,,
CANONICAL-RINGCENTRAL-PHONE,PHONE_NUMBER,no_digit_drop,customer_canonical,canonical,,you can reach us at eight hundred seven two nine seven two three four,you can reach us at 800-729-7234,you can reach us at 800-729-7234,299.86637498950586,254.73791698459536,938,23,0.00021135,stop,,2026-05-02T08:15:11.916032+00:00,2026-05-02T08:15:12.215932+00:00,True,,,pass,Matches reference exactly.,n_a,No formatting instruction provided.,False,none,Phone number digits formatted correctly with no added or dropped content.,True,,
CANONICAL-TALKATOO-CENTURY,DATE,century_disambig,customer_canonical,canonical,Format dates as MM/DD/YYYY. Current year is 2026.,exam date two six twenty six,exam date 02/06/2026,exam date 02/06/2026,766.3942079525441,742.965749988798,950,18,0.00021188,stop,,2026-05-02T08:15:11.967552+00:00,2026-05-02T08:15:12.733993+00:00,True,,,pass,Matches reference exactly.,followed,MM/DD/YYYY format applied.,False,none,Date formatted from spoken form to numeric; content preserved.,True,,
CARD-005,CARDINAL,basic,synthetic,basic,Render numbers as digits.,eight reps on the floor,8 reps on the floor,eight reps on the floor,330.6755830417387,327.2927080397494,938,10,0.00020368,stop,,2026-05-02T08:15:11.982625+00:00,2026-05-02T08:15:12.313341+00:00,False,,,style_violation,Number left as word instead of digit as instructed.,ignored,Instruction to render as digits was not followed.,False,none,Output matches input exactly.,True,,
CARD-E003,CARDINAL,negative,synthetic,edge,,down by negative five,down by -5,down by -5,354.35550002148375,342.2960000461899,928,9,0.00020019,stop,,2026-05-02T08:15:12.029534+00:00,2026-05-02T08:15:12.383920+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""negative five"" formatted as ""-5""; content preserved.",True,,
CARD-PX-002,CARDINAL,prompted_style,synthetic,basic,"Always render numbers as digits, never words.",we have three teams and twenty four engineers,we have 3 teams and 24 engineers,we have 3 teams and 24 engineers,348.3112499816343,322.8602079907432,945,15,0.00020866,stop,,2026-05-02T08:15:12.032858+00:00,2026-05-02T08:15:12.381246+00:00,True,,,pass,Matches reference exactly.,followed,Numbers rendered as digits per instruction.,False,none,Numbers formatted as digits; content preserved exactly.,True,,
CC-001,CREDIT_CARD,four_group,synthetic,basic,Format card numbers as XXXX XXXX XXXX XXXX (space groups).,the card is four one one one one one one one one one one one one one one one,the card is 4111 1111 1111 1111,the card is 4111 1111 1111 1111,754.453250032384,660.05316702649,963,28,0.00022155,stop,,2026-05-02T08:15:12.141493+00:00,2026-05-02T08:15:12.896011+00:00,True,,,pass,Matches reference exactly.,followed,Used XXXX XXXX XXXX XXXX space-group format.,False,none,The spoken digits are correctly formatted as a 16-digit card number with standard spacing.,True,,
CC-E002,CREDIT_CARD,with_dashes,synthetic,edge,Format card numbers with dashes.,card four one one one one one one one one one one one one one one one,card 4111-1111-1111-1111,card 4111-1111-1111-1111,308.4066659794189,283.32004096591845,951,26,0.00021689,stop,,2026-05-02T08:15:12.215976+00:00,2026-05-02T08:15:12.524423+00:00,True,,,pass,Matches reference exactly.,followed,Card number formatted with dashes as instructed.,False,none,The spoken digits are accurately formatted as a 16-digit card number with hyphens.,True,,
CC-R-006,CREDIT_CARD,redaction,synthetic,edge,Redact all but the last 4 digits as XXXX XXXX XXXX ####.,card four five three nine one four eight eight oh three four three six seven seven seven,card XXXX XXXX XXXX 7777,card XXXX XXXX XXXX 4367,403.79524999298155,359.27216697018594,963,17,0.00021506,stop,,2026-05-02T08:15:12.313388+00:00,2026-05-02T08:15:12.717231+00:00,False,,,wrong_value,"Last 4 digits should be 7777 (last four spoken digits), not 4367.",followed,"Format mask applied correctly, but wrong digits selected.",True,fabricated,"Last four digits in input are 7777, but output shows 4367.",True,,
DATE-EU-002,DATE,eu_format,synthetic,basic,Format dates as DD/MM/YYYY.,meeting on the fifteenth of july twenty twenty four,meeting on the 15/07/2024,meeting on the 15/07/2024,842.1642500325106,819.7170839994214,946,19,0.00021131,stop,,2026-05-02T08:15:12.381315+00:00,2026-05-02T08:15:13.223503+00:00,True,,,pass,Matches reference exactly.,followed,Date formatted as DD/MM/YYYY as instructed.,False,none,Date formatted to numeric form; content preserved.,True,,
DATE-EU-003,DATE,eu_format,synthetic,basic,Format dates as DD/MM/YYYY.,meeting on the ninth of october twenty twenty five,meeting on the 09/10/2025,meeting on the 09/10/2025,396.6003339737654,379.9219169886783,945,19,0.00021102,stop,,2026-05-02T08:15:12.383968+00:00,2026-05-02T08:15:12.780642+00:00,True,,,pass,Matches reference exactly.,followed,DD/MM/YYYY format applied.,False,minor_addition,"Date formatted as 09/10/2025; ""the"" before the date is awkward but no content fabricated or dropped.",True,,
DATE-PX-001,DATE,prompted_style,synthetic,basic,Format dates as ISO 8601.,she joined on may tenth twenty twenty two,she joined on 2022-05-10,she joined on 2022-05-10,336.8708329508081,287.7273329650052,946,19,0.00021131,stop,,2026-05-02T08:15:12.524476+00:00,2026-05-02T08:15:12.861401+00:00,True,True,iso8601_date,pass,Matches reference exactly.,followed,ISO 8601 format applied.,False,none,Date formatted to ISO; content preserved.,True,,
DRUG-001,DRUG_WITH_DOSE,drug_dose_freq,synthetic,basic,Format dosages with mg/mcg unit abbreviations.,prescribe metformin five hundred milligrams twice daily,prescribe metformin 500 mg twice daily,prescribe metformin 500 mg twice daily,266.6863329941407,236.70608300017193,950,17,0.00021129,stop,,2026-05-02T08:15:12.699586+00:00,2026-05-02T08:15:12.966315+00:00,True,,,pass,Matches reference exactly.,followed,Used mg abbreviation as instructed.,False,none,Dosage formatted numerically and unit abbreviated; meaning preserved.,True,,
DRUG-010,DRUG_WITH_DOSE,drug_dose_freq,synthetic,basic,,warfarin two point five milligrams daily,warfarin 2.5 mg daily,warfarin 2.5 milligrams daily,295.52333301398903,271.3992079952732,933,15,0.00020518,stop,,2026-05-02T08:15:12.717292+00:00,2026-05-02T08:15:13.012882+00:00,False,,,pass,"Numeric value correct; ""milligrams"" vs ""mg"" is a stylistically equivalent variant with no style prompted.",n_a,No instruction provided.,False,none,Numeric formatting only; content preserved.,False,judge_pass_em_fail,
DRUG-012,DRUG_WITH_DOSE,drug_dose_freq,synthetic,edge,,acetaminophen six fifty milligrams every four hours as needed,acetaminophen 650 mg every 4 hours as needed,acetaminophen 650 mg every 4 hours as needed,292.38649999024346,261.09308301238343,937,20,0.00020929,stop,,2026-05-02T08:15:12.734056+00:00,2026-05-02T08:15:13.026506+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,All content preserved with standard medical formatting of numbers and units.,True,,
EMAIL-009,EMAIL_ADDRESS,basic,synthetic,basic,,send to billing at acmecorp dot com,send to billing@acmecorp.com,send to billing at acmecorp.com,252.3667499772273,237.50804096926004,934,14,0.00020488,stop,,2026-05-02T08:15:12.780711+00:00,2026-05-02T08:15:13.033132+00:00,False,,,wrong_value,"""at"" not converted to ""@""; email address not properly formatted.",n_a,No instruction provided.,False,dropped_content,"Only ""dot"" was formatted to ""."", but ""billing at"" was not converted to ""billing@""; partial formatting, though no content fabricated. Actually all words preserved as ""at"" remained—reconsidering: ""dot"" dropped/replaced is normal formatting. The word ""at"" is preserved. This is acceptable formatting with no drops.",True,,
EMAIL-010,EMAIL_ADDRESS,basic,synthetic,basic,,hello at mybiz dot net,hello@mybiz.net,hello at mybiz.net,252.20237497705966,234.2505829874426,930,10,0.00020136,stop,,2026-05-02T08:15:12.861552+00:00,2026-05-02T08:15:13.113792+00:00,False,,,wrong_value,"""at"" was not converted to ""@"", leaving an invalid email format.",n_a,No instruction provided.,False,none,"""dot"" formatted as ""."" in domain; content preserved.",True,,
EMAIL-PX-001,EMAIL_ADDRESS,prompted_style,synthetic,edge,"Always render emails in lowercase, no spaces.",send to John dot Smith at Acme dot Com,send to john.smith@acme.com,send to John dot Smith at Acme.com,270.49691596766934,261.39095798134804,947,14,0.00020865,stop,,2026-05-02T08:15:12.896074+00:00,2026-05-02T08:15:13.166602+00:00,False,,,style_violation,"Email not lowercased and ""dot""/""at"" not converted to proper email format.",ignored,"Did not lowercase and left ""dot""/""at"" unconverted.",False,dropped_content,"Only the domain ""Acme dot Com"" was formatted to ""Acme.com""; the email local part ""John dot Smith"" was left unformatted, which is inconsistent but not dropped. Actually no content is missing—reconsidering: all words present.",True,,
ID-L-001,NUMERIC_ID,license,synthetic,edge,,license number d one two three four five six seven,license number D1234567,license number D1234567,301.54183303238824,281.79908299352974,934,15,0.00020547,stop,,2026-05-02T08:15:12.966361+00:00,2026-05-02T08:15:13.267926+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Spoken letter and digits correctly formatted as alphanumeric license number.,True,,
ID-L-002,NUMERIC_ID,license,synthetic,edge,,driver's license number is c oh four nine eight seven six five four,driver's license number is C04987654,driver's license number is C04987654,372.29383300291374,326.12929202150553,938,19,0.00020899,stop,,2026-05-02T08:15:13.012968+00:00,2026-05-02T08:15:13.385304+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,The spoken license number is correctly formatted as C04987654.,True,,
ID-L-005,NUMERIC_ID,passport,synthetic,edge,,passport number m two three four five six seven eight nine,passport number M23456789,passport number M23456789,318.52670799707994,282.61491702869534,935,16,0.00020635,stop,,2026-05-02T08:15:13.026684+00:00,2026-05-02T08:15:13.345246+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,The letter and digits match the spoken input exactly.,True,,
INT-002,DATE_INTERVAL,range,synthetic,basic,,march tenth through march fifteenth,March 10 through March 15,March 10 through March 15,417.6244579721242,384.4614580157213,931,14,0.00020401,stop,,2026-05-02T08:15:13.033321+00:00,2026-05-02T08:15:13.451006+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Dates correctly formatted from words to numerals; content preserved.,True,,
INT-006,DATE_INTERVAL,range,synthetic,basic,,between february tenth and february fourteenth,between February 10 and February 14,between February 10 and February 14,541.3545840419829,497.2571670077741,933,15,0.00020518,stop,,2026-05-02T08:15:13.113898+00:00,2026-05-02T08:15:13.655323+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Dates formatted numerically; content preserved.,True,,
INT-009,DATE_INTERVAL,range,synthetic,basic,,q one of twenty twenty six through q two,Q1 of 2026 through Q2,q one of 2026 through q two,319.9138750205748,294.8229580069892,933,16,0.00020577,stop,,2026-05-02T08:15:13.136503+00:00,2026-05-02T08:15:13.456459+00:00,False,,,style_violation,Quarter labels not capitalized (q one/q two instead of Q1/Q2).,n_a,No instruction given.,False,none,Year formatted as numeral; all content preserved.,True,,
MIXED-016,MIXED,multi_entity,synthetic,edge,,the link is acme dot com slash deals and the code is save twenty for twenty percent off,the link is acme.com/deals and the code is SAVE20 for 20% off,the link is acme.com/deals and the code is save twenty for 20% off,299.0259169600904,236.69770796550438,943,25,0.00021398,stop,,2026-05-02T08:15:13.166640+00:00,2026-05-02T08:15:13.465688+00:00,False,,,wrong_value,"Promo code ""save twenty"" not formatted as ""SAVE20""; left as words instead of alphanumeric code.",n_a,No instruction provided.,False,none,"All content preserved with appropriate formatting of URL, code, and percentage.",True,,
MIXED-027,MIXED,multi_entity,synthetic,edge,,we expect three hundred percent roi on the two hundred fifty thousand investment,"we expect 300% roi on the 250,000 investment","we expect 300% roi on the $250,000 investment",394.0593329607509,344.09804100869223,937,24,0.00021165,stop,,2026-05-02T08:15:13.223534+00:00,2026-05-02T08:15:13.617646+00:00,False,,,wrong_value,"Candidate added a ""$"" sign not present in input or reference, changing the entity from a plain number to money.",n_a,No formatting instruction was provided.,False,none,Numbers and currency formatted correctly; all content preserved.,True,,
MIXED-PX-002,MIXED,prompted_style,synthetic,edge,Format phone numbers in E.164 and times in 24-hour.,call five five five eight six seven five three oh nine at three thirty p m,call +15558675309 at 15:30,call 555-867-5309 at 15:30,298.43554098624736,281.8655410083011,961,26,0.00021979,stop,,2026-05-02T08:15:13.267951+00:00,2026-05-02T08:15:13.566430+00:00,False,,,style_violation,Phone number not in E.164 format as instructed.,partial,"Time formatted in 24-hour, but phone not in E.164.",False,none,Phone number and time correctly formatted from spoken input; no content added or dropped.,True,,
MONEY-E001,MONEY,with_M_suffix,synthetic,edge,,the contract is worth two point five million dollars,the contract is worth $2.5M,the contract is worth $2.5M,786.9843340013176,279.55370902782306,933,14,0.00020459,stop,,2026-05-02T08:15:13.345278+00:00,2026-05-02T08:15:14.132318+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$2.5M"" accurately formats ""two point five million dollars"".",True,,
MONEY-E002,MONEY,with_B_suffix,synthetic,edge,,we raised one point two billion,we raised $1.2B,we raised $1.2B,1229.6510839951225,1216.917208977975,930,12,0.00020254,stop,,2026-05-02T08:15:13.385346+00:00,2026-05-02T08:15:14.615028+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$1.2B"" is a faithful formatting of ""one point two billion"" (dollars implied or standard formatting); no content added or dropped.",True,,
MONEY-E005,MONEY,negative_decimal,synthetic,edge,,the refund was minus forty seven dollars and fifty cents,the refund was -$47.50,the refund was -$47.50,325.3560839802958,282.0897919591516,934,14,0.00020488,stop,,2026-05-02T08:15:13.451192+00:00,2026-05-02T08:15:13.776583+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"The output accurately formats ""minus forty seven dollars and fifty cents"" as ""-$47.50"" without adding or dropping content.",True,,
PCT-009,PERCENT,basic,synthetic,basic,Use the % symbol.,only one percent churn,only 1% churn,only 1% churn,277.33979100594297,276.24495804775506,937,10,0.00020339,stop,,2026-05-02T08:15:13.456743+00:00,2026-05-02T08:15:13.734144+00:00,True,,,pass,Matches reference exactly.,followed,Used % symbol as instructed.,False,none,"""one percent"" formatted as ""1%"" preserves meaning exactly.",True,,
PCT-010,PERCENT,basic,synthetic,basic,,forty percent off,40% off,40% off,884.648917010054,878.122791997157,928,9,0.00027443,stop,,2026-05-02T08:15:13.465716+00:00,2026-05-02T08:15:14.350414+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""Forty percent"" correctly formatted as ""40%""; no content changed.",True,,
PCT-D-004,PERCENT,decimal,synthetic,edge,,zero point five percent margin,0.5% margin,zero point five percent margin,276.40858298400417,265.2099580154754,929,10,0.00020107,stop,,2026-05-02T08:15:13.566498+00:00,2026-05-02T08:15:13.842970+00:00,False,,,other,Candidate did not format the percent; left transcript unchanged.,n_a,No instruction provided.,False,none,Output matches input exactly.,True,,
PHONE-009,PHONE_NUMBER,us_default,synthetic,basic,Format phone numbers as XXX-XXX-XXXX.,after hours nine eight four five five five eight eight eight eight,after hours 984-555-8888,after hours 984-555-8888,454.9531670054421,423.98158396827057,950,20,0.00021306,stop,,2026-05-02T08:15:13.618115+00:00,2026-05-02T08:15:14.073174+00:00,True,,,pass,Matches reference exactly.,followed,Phone formatted as XXX-XXX-XXXX.,False,fabricated,"Input has 11 digits (9-8-4-5-5-5-8-8-8-8) which is 10 digits; output formatted as 984-555-8888 but input says ""nine eight four five five five eight eight eight eight"" = 9845558888, which matches. Wait, that's 10 digits and matches correctly.",True,,
PHONE-E164-004,PHONE_NUMBER,e164,synthetic,basic,Format phone numbers in E.164.,dial four eight oh five five five seven eight nine zero,dial +14805557890,dial 4805557890,506.83566700899974,482.6554169994779,950,18,0.00021188,stop,,2026-05-02T08:15:13.655415+00:00,2026-05-02T08:15:14.162305+00:00,False,False,e164_phone,style_violation,"Missing E.164 ""+1"" country code prefix.",partial,Digits formatted but not in proper E.164 form.,False,none,Spoken digits correctly converted to numeric form; all content preserved.,True,,
PHONE-F-002,PHONE_NUMBER,free_form,synthetic,edge,,the local one is just three two one four five six seven,the local one is just 321-4567,the local one is just 3214567,4942.216041032225,4909.833958023228,936,18,0.00020782,stop,,2026-05-02T08:15:13.734201+00:00,2026-05-02T08:15:18.676440+00:00,False,,,style_violation,Digits correct but missing standard hyphen separator for 7-digit local phone number.,n_a,No formatting instruction provided.,False,none,Spoken digits correctly converted to numeric form; all content preserved.,True,,
SSN-001,SSN,basic,synthetic,basic,Format SSN as XXX-XX-XXXX.,his ssn is one two three four five six seven eight nine,his ssn is 123-45-6789,his ssn is 123-45-6789,524.8040840378962,507.46479199733585,951,21,0.00028818,stop,,2026-05-02T08:15:13.776622+00:00,2026-05-02T08:15:14.301468+00:00,True,False,ssn_redaction,pass,Matches reference exactly.,followed,SSN formatted as XXX-XX-XXXX.,False,none,SSN digits formatted correctly with standard hyphenation; content preserved.,False,regex_judge_disagree,
SSN-R-004,SSN,redaction,synthetic,edge,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,the social is two two two three three four four four four,the social is XXX-XX-4444,the social is XXX-XX-4444,492.624957987573,433.2047500065528,958,16,0.00021302,stop,,2026-05-02T08:15:13.843030+00:00,2026-05-02T08:15:14.335696+00:00,True,True,ssn_redaction,pass,Matches reference exactly.,followed,SSN redacted with last 4 digits as instructed.,False,fabricated,"The input digits ""222-33-4444"" were redacted to ""XXX-XX-4444"", dropping the first 5 digits and adding X characters not in input.",True,,
SSN-R-006,SSN,redaction,synthetic,edge,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,ssn six six six oh one nine nine nine nine,ssn XXX-XX-9999,ssn XXX-XX-9999,415.10041599394754,387.1970000327565,957,15,0.00021214,stop,,2026-05-02T08:15:14.073278+00:00,2026-05-02T08:15:14.488445+00:00,True,True,ssn_redaction,pass,Matches reference exactly.,followed,Redacted SSN keeping last 4 digits as instructed.,False,fabricated,"The SSN was masked with XXX-XX, dropping the spoken digits 666-01, which alters the content rather than just formatting it.",True,,
TIME-E-005,TIME,fuzzy,synthetic,edge,,around tennish,around 10ish,around tennish,638.5558340116404,599.1780000040308,928,9,0.00020019,stop,,2026-05-02T08:15:14.132384+00:00,2026-05-02T08:15:14.770991+00:00,False,,,other,"Candidate left ""tennish"" as words instead of formatting to ""10ish"".",n_a,No instruction provided.,False,none,Output matches input exactly.,True,,
TIME-PX-003,TIME,prompted_style,synthetic,edge,Format times as 12-hour with AM/PM.,the briefing is at fourteen hundred,the briefing is at 2:00 PM,the briefing is at 2:00 PM,335.7969169737771,302.6922919671051,946,15,0.00020895,stop,,2026-05-02T08:15:14.162504+00:00,2026-05-02T08:15:14.498349+00:00,True,,,pass,Matches reference exactly.,followed,12-hour AM/PM format used.,False,none,"""Fourteen hundred"" correctly formatted as 2:00 PM; content preserved.",True,,
TIME-Q-002,TIME,quarter_half,synthetic,edge,,around half past seven,around 7:30 PM,around half past 7,262.02291605295613,253.37291602045298,928,10,0.00020078,stop,,2026-05-02T08:15:14.301528+00:00,2026-05-02T08:15:14.563609+00:00,False,,,style_violation,"Did not convert ""half past seven"" to standard clock format like 7:30.",n_a,No instruction provided.,False,none,"""seven"" formatted as ""7""; meaning preserved.",True,,
URL-001,URL,basic,synthetic,basic,Render URLs without the https:// prefix.,go to acme dot com,go to acme.com,go to acme.com,272.68975001061335,262.5192500418052,942,10,0.00020484,stop,,2026-05-02T08:15:14.335753+00:00,2026-05-02T08:15:14.608497+00:00,True,,,pass,Matches reference exactly.,followed,No https:// prefix included.,False,none,"""dot"" was correctly formatted as ""."" in the domain name.",True,,
