run_id,model_id,provider,sample_id,base_prompt_hash,formatting_prompt,input_text,expected_output,actual_output,latency_total_ms,latency_ttft_ms,tokens_in,tokens_out,cost_usd,finish_reason,error,attempted_at,completed_at
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,ADV-TRAP-011,7acc949020ec,,they billed six fifty eighty,they billed $650.80,they billed $650.80,410,356,120,10,,stop,,2026-05-12T23:05:32.307235+00:00,2026-05-12T23:05:41.812119+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,AUG-DATE-INTERVAL-005-42,7acc949020ec,Render same-month ranges as 'Month D–D'.,please block off april third through april seventh on my calendar,please block off April 3–7 on my calendar,please block off April 3–7 on my calendar,438,380,142,12,,stop,,2026-05-12T23:05:32.309321+00:00,2026-05-12T23:05:42.250756+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,AUG-DATE-INTERVAL-006-42,7acc949020ec,,the fiscal study covers twenty nineteen to twenty twenty two,the fiscal study covers 2019 to 2022,the fiscal study covers 2019 to 2022,452,408,125,16,,stop,,2026-05-12T23:05:32.311331+00:00,2026-05-12T23:05:42.704318+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,AUG-DATE-INTERVAL-009-42,7acc949020ec,,from the third to the seventeenth of september,from the 3rd to the 17th of September,from the 3rd to the 17th of September,542,483,124,14,,stop,,2026-05-12T23:05:32.313420+00:00,2026-05-12T23:05:43.248532+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,AUG-DATE-INTERVAL-010-42,7acc949020ec,,the campaign will run january through march twenty twenty five,the campaign will run January – March 2025,the campaign will run January through March 2025,523,504,126,13,,stop,,2026-05-12T23:05:32.315639+00:00,2026-05-12T23:05:43.773329+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,AUG-DATE-INTERVAL-016-42,7acc949020ec,,i was employed there from march twenty nineteen to october twenty twenty one,i was employed there from March 2019 to October 2021,i was employed there from March 2019 to October 2021,393,390,129,19,,stop,,2026-05-12T23:05:32.319306+00:00,2026-05-12T23:05:44.167183+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,AUG-DRUG-WITH-DOSE-003-42,7acc949020ec,,give amoxicillin suspension five milliliters twice daily for ten days,give amoxicillin suspension 5 ml twice daily for 10 days,give amoxicillin suspension 5 mL twice daily for 10 days,328,261,129,16,,stop,,2026-05-12T23:05:32.321385+00:00,2026-05-12T23:05:44.496200+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,AUG-DRUG-WITH-DOSE-011-42,7acc949020ec,,gabapentin three hundred milligrams at bedtime,gabapentin 300 mg at bedtime,gabapentin 300 mg at bedtime,309,270,124,11,,stop,,2026-05-12T23:05:32.323498+00:00,2026-05-12T23:05:44.806428+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,AUG-DRUG-WITH-DOSE-014-42,7acc949020ec,,warfarin two point five milligrams every evening,warfarin 2.5 mg every evening,warfarin 2.5 mg every evening,507,454,125,11,,stop,,2026-05-12T23:05:32.325592+00:00,2026-05-12T23:05:45.315155+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,AUG-SSN-004-42,7acc949020ec,Redact SSN as XXX-XX-#### keeping only the last 4 digits.,for verification ssn is four four four five five six six six six,for verification ssn is XXX-XX-6666,for verification ssn is XXX-XX-6666,457,403,152,14,,stop,,2026-05-12T23:05:32.327661+00:00,2026-05-12T23:05:45.773270+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,AUG-SSN-008-42,7acc949020ec,,could you write down social five five five four four three three two two,could you write down social 555-44-3322,could you write down social 555-44-3322,350,273,129,18,,stop,,2026-05-12T23:05:32.329645+00:00,2026-05-12T23:05:46.124718+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,AUG-URL-005-42,7acc949020ec,,the patient portal is at my dash health dot net slash login,the patient portal is at my-health.net/login,the patient portal is at my-health.net/login,444,402,127,10,,stop,,2026-05-12T23:05:32.331607+00:00,2026-05-12T23:05:46.570072+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CANONICAL-AVOMA-RANGE,7acc949020ec,,the budget range is eighty ninety thousand,"the budget range is 80,000–90,000","the budget range is $80,900",561,507,122,12,,stop,,2026-05-12T23:05:32.333559+00:00,2026-05-12T23:05:47.132730+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CANONICAL-AVOMA-YEAR,7acc949020ec,,we expect to launch in twenty twenty six,we expect to launch in 2026,we expect to launch in 2026,328,270,123,11,,stop,,2026-05-12T23:05:32.335499+00:00,2026-05-12T23:05:47.462726+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CANONICAL-CRESTA-ACCOUNT-ID,7acc949020ec,,your account number is one hundred two oh three oh oh four,your account number is 100203004,your account number is 100203004,337,284,127,15,,stop,,2026-05-12T23:05:32.337448+00:00,2026-05-12T23:05:47.801388+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CANONICAL-CRESTA-CURRENCY,7acc949020ec,,the total amount is one seventy one forty one,the total amount is $171.41,the total amount is $171.41,318,258,124,12,,stop,,2026-05-12T23:05:32.339398+00:00,2026-05-12T23:05:48.120620+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CANONICAL-CRESTA-PERCENT,7acc949020ec,,satisfaction was one hundred percent,satisfaction was 100%,satisfaction was 100%,402,370,121,9,,stop,,2026-05-12T23:05:32.341390+00:00,2026-05-12T23:05:48.523689+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CANONICAL-NIAGARA-ORDERID,7acc949020ec,"This is an order_id with format xx-xxxxx-xxxx, starts with 17.",your reference is one seven three four two seven two two three eight four,your reference is 17-34272-2384,your reference is 17-34272-2384,424,375,154,18,,stop,,2026-05-12T23:05:32.343393+00:00,2026-05-12T23:05:48.949423+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CANONICAL-NIAGARA-PHONE,7acc949020ec,This is a US phone number.,your reference is one seven three four two seven two two three eight four,your reference is +1-734-272-2384,your reference is 17342722384,429,363,141,16,,stop,,2026-05-12T23:05:32.345336+00:00,2026-05-12T23:05:49.380590+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CANONICAL-RINGCENTRAL-PHONE,7acc949020ec,,you can reach us at eight hundred seven two nine seven two three four,you can reach us at 800-729-7234,you can reach us at 800-729-7234,348,271,129,19,,stop,,2026-05-12T23:05:32.347286+00:00,2026-05-12T23:05:49.730355+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CANONICAL-TALKATOO-CENTURY,7acc949020ec,Format dates as MM/DD/YYYY. Current year is 2026.,exam date two six twenty six,exam date 02/06/2026,exam date 02/26/2026,313,254,142,14,,stop,,2026-05-12T23:05:32.349257+00:00,2026-05-12T23:05:50.045724+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CARD-001,7acc949020ec,Render numbers as digits.,there are twenty three people in the room,there are 23 people in the room,there are 23 people in the room,1021,963,133,10,,stop,,2026-05-12T23:05:32.351206+00:00,2026-05-12T23:05:51.068354+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CARD-006,7acc949020ec,,we hit one hundred subscribers,we hit 100 subscribers,we hit 100 subscribers,579,527,120,8,,stop,,2026-05-12T23:05:32.353179+00:00,2026-05-12T23:05:51.649769+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CARD-010,7acc949020ec,,six items in the cart,6 items in the cart,6 items in the cart,280,260,120,6,,stop,,2026-05-12T23:05:32.355558+00:00,2026-05-12T23:05:51.934285+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CARD-E004,7acc949020ec,,give or take a hundred or so,give or take 100 or so,give or take a hundred or so,311,270,122,8,,stop,,2026-05-12T23:05:32.357551+00:00,2026-05-12T23:05:52.246713+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CARD-L-003,7acc949020ec,,the file has fifty thousand rows,"the file has 50,000 rows","the file has 50,000 rows",352,287,121,12,,stop,,2026-05-12T23:05:32.359542+00:00,2026-05-12T23:05:52.599686+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CARD-O-003,7acc949020ec,,our fifth attempt,our 5th attempt,our 5th attempt,659,627,118,6,,stop,,2026-05-12T23:05:32.361505+00:00,2026-05-12T23:05:53.260804+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CARD-PX-002,7acc949020ec,"Always render numbers as digits, never words.",we have three teams and twenty four engineers,we have 3 teams and 24 engineers,we have 3 teams and 24 engineers,428,425,137,11,,stop,,2026-05-12T23:05:32.363469+00:00,2026-05-12T23:05:53.690051+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CARD-Y-001,7acc949020ec,,we launched in nineteen ninety nine,we launched in 1999,we launched in 1999,290,258,121,9,,stop,,2026-05-12T23:05:32.365428+00:00,2026-05-12T23:05:53.981127+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CC-003,7acc949020ec,Format card numbers as XXXX XXXX XXXX XXXX (space groups).,it's four oh oh oh one two three four five six seven eight nine oh one two,it's 4000 1234 5678 9012,it's 4000 1234 5678 9012,457,361,154,23,,stop,,2026-05-12T23:05:32.367375+00:00,2026-05-12T23:05:54.439552+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CC-007,7acc949020ec,,it's six oh one one oh oh oh oh oh oh oh oh oh oh oh four,it's 6011 0000 0000 0004,it's 6011000000000004,373,286,133,20,,stop,,2026-05-12T23:05:32.369366+00:00,2026-05-12T23:05:54.814272+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CC-010,7acc949020ec,,the visa is four five three nine one four eight eight oh three four three six four six seven,the visa is 4539 1488 0343 6467,the visa is 4539 1488 0343 6467,431,317,134,24,,stop,,2026-05-12T23:05:32.371335+00:00,2026-05-12T23:05:55.246766+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CC-E001,7acc949020ec,Format Amex as XXXX XXXXXX XXXXX.,the amex is three seven one four four nine six three five three nine eight four three one,the amex is 3714 496353 98431,the amex is 3714 496353 98431,491,487,150,23,,stop,,2026-05-12T23:05:32.373322+00:00,2026-05-12T23:05:55.739625+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CC-E002,7acc949020ec,Format card numbers with dashes.,card four one one one one one one one one one one one one one one one,card 4111-1111-1111-1111,card 4111 1111 1111 1111,472,384,143,22,,stop,,2026-05-12T23:05:32.375298+00:00,2026-05-12T23:05:56.212900+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,CC-R-001,7acc949020ec,Redact all but the last 4 digits as XXXX XXXX XXXX ####.,the card is four one one one one one one one one one one one one two three four,the card is XXXX XXXX XXXX 1234,the card is XXXX XXXX XXXX 1234,420,357,157,15,,stop,,2026-05-12T23:05:32.377267+00:00,2026-05-12T23:05:56.634243+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DATE-006,7acc949020ec,,on august thirty first he resigned,on August 31 he resigned,on August 31 he resigned,308,281,121,8,,stop,,2026-05-12T23:05:32.379241+00:00,2026-05-12T23:05:56.943489+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DATE-E002,7acc949020ec,,the audit was sometime in q three,the audit was sometime in Q3,the audit was sometime in Q3,526,496,122,8,,stop,,2026-05-12T23:05:32.382836+00:00,2026-05-12T23:05:57.470905+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DATE-EU-001,7acc949020ec,Format dates as DD/MM/YYYY.,meeting on the third of february twenty twenty six,meeting on the 03/02/2026,meeting on the 03/02/2026,562,497,137,15,,stop,,2026-05-12T23:05:32.384940+00:00,2026-05-12T23:05:58.034533+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DATE-ISO-001,7acc949020ec,Format dates as ISO 8601.,the launch is march fifth twenty twenty six,the launch is 2026-03-05,the launch is 2026-03-05,456,390,138,15,,stop,,2026-05-12T23:05:32.386935+00:00,2026-05-12T23:05:58.492292+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DATE-ISO-003,7acc949020ec,Format dates as ISO 8601.,delivery date june ninth twenty twenty five,delivery date 2025-06-09,delivery date 2025-06-09,338,274,138,14,,stop,,2026-05-12T23:05:32.388968+00:00,2026-05-12T23:05:58.832055+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DATE-ISO-006,7acc949020ec,Format dates as ISO 8601.,end of fiscal is december thirty first twenty twenty six,end of fiscal is 2026-12-31,end of fiscal is 2026-12-31,428,362,140,16,,stop,,2026-05-12T23:05:32.390922+00:00,2026-05-12T23:05:59.261163+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DATE-ISO-007,7acc949020ec,Format dates as ISO 8601.,flight is on october fourteenth twenty twenty six,flight is on 2026-10-14,flight is on 2026-10-14,548,490,140,15,,stop,,2026-05-12T23:05:32.392958+00:00,2026-05-12T23:05:59.810184+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DATE-PX-006,7acc949020ec,Render dates in long-form English.,we filed on the third of october twenty twenty four,"we filed on October 3, 2024",we filed on the third of October 2024,319,265,138,13,,stop,,2026-05-12T23:05:32.394931+00:00,2026-05-12T23:06:00.130652+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DATE-US-001,7acc949020ec,Format dates as MM/DD/YYYY.,the date is march fifth twenty twenty six,the date is 03/05/2026,the date is 03/05/2026,440,415,135,15,,stop,,2026-05-12T23:05:32.396903+00:00,2026-05-12T23:06:00.572073+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DATE-W002,7acc949020ec,"Render dates in long-form English (e.g. January 5, 2026).",born august seventh nineteen ninety,"born August 7, 1990","born August 7, 1990",470,393,145,11,,stop,,2026-05-12T23:05:32.398860+00:00,2026-05-12T23:06:01.043448+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DRUG-002,7acc949020ec,,amoxicillin two fifty milligrams three times a day,amoxicillin 250 mg three times a day,amoxicillin 250 mg three times a day,607,558,126,13,,stop,,2026-05-12T23:05:32.400837+00:00,2026-05-12T23:06:01.651999+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DRUG-007,7acc949020ec,Format dosages with mg/mcg unit abbreviations.,amlodipine five milligrams daily,amlodipine 5 mg daily,amlodipine 5 mg daily,404,356,139,9,,stop,,2026-05-12T23:05:32.402840+00:00,2026-05-12T23:06:02.057856+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,DRUG-013,7acc949020ec,,furosemide forty milligrams in the morning,furosemide 40 mg in the morning,furosemide 40 mg in the morning,590,546,125,12,,stop,,2026-05-12T23:05:32.404857+00:00,2026-05-12T23:06:02.650412+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,EMAIL-010,7acc949020ec,,hello at mybiz dot net,hello@mybiz.net,hello at mybiz.net,274,251,121,6,,stop,,2026-05-12T23:05:32.409528+00:00,2026-05-12T23:06:02.926501+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,EMAIL-E002,7acc949020ec,,the address is alerts at mail dot example dot com,the address is alerts@mail.example.com,the address is alerts@mail.example.com,371,341,125,8,,stop,,2026-05-12T23:05:32.411673+00:00,2026-05-12T23:06:03.298669+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,EMAIL-E003,7acc949020ec,,send to four oh four at error dot dev,send to 404@error.dev,send to 404@error.dev,339,321,124,10,,stop,,2026-05-12T23:05:32.413737+00:00,2026-05-12T23:06:03.639714+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,EMAIL-S-005,7acc949020ec,,p dot patel at hospital dot org,p.patel@hospital.org,p.patel@hospital.org,297,249,123,7,,stop,,2026-05-12T23:05:32.415721+00:00,2026-05-12T23:06:03.938700+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,EMAIL-S-006,7acc949020ec,,e v a at workmail dot net,eva@workmail.net,eva@workmail.net,521,500,123,6,,stop,,2026-05-12T23:05:32.417737+00:00,2026-05-12T23:06:04.461406+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,EMAIL-S-007,7acc949020ec,,j q public at mail dot com,jqpublic@mail.com,jqpublic@mail.com,291,278,122,5,,stop,,2026-05-12T23:05:32.419689+00:00,2026-05-12T23:06:04.753628+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,ID-A-007,7acc949020ec,Render case numbers as plain digits.,the case number is seven seven seven eight eight eight nine nine,the case number is 77788899,the case number is 77788899,343,281,139,14,,stop,,2026-05-12T23:05:32.421657+00:00,2026-05-12T23:06:05.097978+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,ID-A-008,7acc949020ec,,ticket id t k t one zero zero five,ticket id TKT1005,ticket id TKT1005,560,516,124,9,,stop,,2026-05-12T23:05:32.423714+00:00,2026-05-12T23:06:05.659208+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,ID-A-010,7acc949020ec,,your member number is one two three dash four five six dash seven eight nine,your member number is 123-456-789,your member number is 123-456-789,613,554,130,17,,stop,,2026-05-12T23:05:32.425729+00:00,2026-05-12T23:06:06.274048+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,ID-A-013,7acc949020ec,,order id three two one zero zero seven,order id 321007,order id 321007,319,316,123,10,,stop,,2026-05-12T23:05:32.427681+00:00,2026-05-12T23:06:06.594282+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,ID-C-008,7acc949020ec,,ticket five hundred sixty seven oh nine,ticket 56709,ticket 56709,307,278,122,8,,stop,,2026-05-12T23:05:32.429664+00:00,2026-05-12T23:06:06.902459+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,ID-C-009,7acc949020ec,,id eight zero zero five five five oh oh oh oh,id 800555000,id 8005550000,379,351,126,13,,stop,,2026-05-12T23:05:32.431628+00:00,2026-05-12T23:06:07.282907+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,ID-L-004,7acc949020ec,,license plate seven a b c one two three,license plate 7ABC123,license plate 7ABC123,567,525,124,9,,stop,,2026-05-12T23:05:32.433600+00:00,2026-05-12T23:06:07.851529+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,ID-L-005,7acc949020ec,,passport number m two three four five six seven eight nine,passport number M23456789,passport number M23456789,536,481,126,12,,stop,,2026-05-12T23:05:32.435563+00:00,2026-05-12T23:06:08.389589+00:00
ft-qwen3.5-9b-c1-20260512T230309Z,ft-qwen3.5-9b-smart-fmt-c1,together,INT-004,7acc949020ec,,the conference is october twentieth through october twenty third,the conference is October 20 through October 23,the conference is October 20 through October 23,553,489,126,13,,stop,,2026-05-12T23:05:32.437547+00:00,2026-05-12T23:06:08.944877+00:00
