run_id,model_id,provider,sample_id,base_prompt_hash,formatting_prompt,input_text,expected_output,actual_output,latency_total_ms,latency_ttft_ms,tokens_in,tokens_out,cost_usd,finish_reason,error,attempted_at,completed_at,chain_input_text,baseline_model_id,baseline_error,exact_match,regex_pass,regex_check_used,judge_accuracy,judge_accuracy_reason,judge_promptability,judge_promptability_reason,judge_catastrophic,judge_hallucination,judge_hallucination_reason,methods_agree,disagreement_kind,judge_error
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-011,7d8c326253d4,Use thousands separators in currency.,rent is twelve hundred a month,"rent is $1,200 a month","rent is $1,200 a month",538.06,360.62,2218,11,0.0001325,stop,,2026-05-06T08:34:44.426866+00:00,2026-05-06T08:34:44.964962+00:00,"rent is 1,200 a month",impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,"Used thousands separator in $1,200.",False,none,"""Twelve hundred a month"" correctly formatted as ""$1,200 a month"".",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-004,7d8c326253d4,,the bill came to forty seven dollars,the bill came to $47,the bill came to $47,1204.16,952.62,2204,7,0.00036204155,stop,,2026-05-06T08:34:43.813363+00:00,2026-05-06T08:34:45.017569+00:00,the bill came to $47,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""forty seven dollars"" correctly formatted as ""$47"".",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-012,7d8c326253d4,,they quoted eighty nine dollars,they quoted $89,they quoted $89,566.56,519.44,2202,6,0.0001251,stop,,2026-05-06T08:34:44.498020+00:00,2026-05-06T08:34:45.064613+00:00,they quoted $89,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Currency formatting preserves original meaning.,True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-005,7d8c326253d4,Format currency with the dollar sign.,about thirty five dollars total,about $35 total,about $35 total,1218.35,1075.59,2214,5,0.00036172305,stop,,2026-05-06T08:34:43.923483+00:00,2026-05-06T08:34:45.141888+00:00,about $35 total,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Used dollar sign as instructed.,False,none,"""thirty five dollars"" correctly formatted as ""$35""; all content preserved.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-009,7d8c326253d4,,seven hundred fifty dollars please,$750 please,$750 please,1157.25,1015.11,2202,5,0.00035978865,stop,,2026-05-06T08:34:43.991093+00:00,2026-05-06T08:34:45.148380+00:00,$750 please,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""Seven hundred fifty dollars"" correctly formatted as ""$750""; ""please"" preserved.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-010,7d8c326253d4,Use thousands separators in currency.,the deposit is one thousand dollars,"the deposit is $1,000","the deposit is $1,000",551.87,417.78,2217,10,0.00013135,stop,,2026-05-06T08:34:44.097968+00:00,2026-05-06T08:34:44.649881+00:00,"the deposit is $1,000",impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Used thousands separator as instructed.,False,none,"""One thousand dollars"" correctly formatted as ""$1,000"".",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-006,7d8c326253d4,,we owe two hundred dollars,we owe $200,we owe $200,1352.91,1191.14,2203,6,0.0003609151,stop,,2026-05-06T08:34:43.950435+00:00,2026-05-06T08:34:45.303377+00:00,we owe $200,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""two hundred dollars"" correctly formatted as ""$200"".",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-E006,7d8c326253d4,,zero dollars charged,$0 charged,$0 charged,238.63,201.54,2200,4,0.0001228,stop,,2026-05-06T08:34:45.325661+00:00,2026-05-06T08:34:45.564324+00:00,$0 charged,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""zero dollars"" formatted as ""$0""; meaning preserved.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-013,7d8c326253d4,,um the total is one twenty nine ninety nine,um the total is $129.99,um the total is $1.2999,875.91,288.00,2209,12,0.00013215,stop,,2026-05-06T08:34:44.650205+00:00,2026-05-06T08:34:45.526150+00:00,um the total is $1.29 99,impeller-stem-baseline,,False,,,numeric_drift,"$129.99 was misformatted as $1.2999, altering the monetary value.",n_a,No formatting instruction provided.,True,fabricated,"""one twenty nine ninety nine"" should be $129.99, not $1.2999 — the number was misformatted into a fabricated value.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-015,7d8c326253d4,,just three dollars,just $3,just $3,360.14,292.25,2200,4,0.0001228,stop,,2026-05-06T08:34:44.965279+00:00,2026-05-06T08:34:45.325448+00:00,just $3,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""three dollars"" correctly formatted as ""$3"" with no content changes.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-E004,7d8c326253d4,,a loss of negative twelve thousand dollars,"a loss of -$12,000","a loss of negative $12,000",468.90,258.71,2208,12,0.000132,stop,,2026-05-06T08:34:45.148669+00:00,2026-05-06T08:34:45.617612+00:00,"a loss of negative $12,000",impeller-stem-baseline,,False,,,pass,"""negative $12,000"" is a stylistically equivalent variant of ""-$12,000"".",n_a,No formatting instruction provided.,False,none,Numeric and currency formatting preserves all original content.,False,judge_pass_em_fail,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-E008,7d8c326253d4,,two hundred dollars and ninety nine cents,$200.99,$200.99,399.86,253.05,2204,8,0.0001274,stop,,2026-05-06T08:34:45.564632+00:00,2026-05-06T08:34:45.964525+00:00,$200.99,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,The output correctly formats the spoken amount as $200.99.,True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-E002,7d8c326253d4,,we raised one point two billion,we raised $1.2B,we raised $1.2B,1011.94,858.78,2213,7,0.00036349235,stop,,2026-05-06T08:34:45.064898+00:00,2026-05-06T08:34:46.076890+00:00,"we raised 1,200,000,000",impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$1.2B"" is a faithful formatting of ""one point two billion"" (dollar sign inferred is minor but standard for raised amounts).",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-014,7d8c326253d4,,five dollars and twenty cents,$5.20,$5.20,842.57,819.04,2202,5,0.00035978865,stop,,2026-05-06T08:34:44.788008+00:00,2026-05-06T08:34:45.630631+00:00,$5.20,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Currency formatting accurately represents the spoken amount.,True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-E009,7d8c326253d4,,one point seven five dollars,$1.75,$1.75,488.36,443.26,2202,6,0.00051726,stop,,2026-05-06T08:34:45.618074+00:00,2026-05-06T08:34:46.106472+00:00,$1.75,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$1.75"" accurately formats ""one point seven five dollars"".",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-E003,7d8c326253d4,,budget of about five hundred K,budget of about $500K,budget of about $500K,1099.15,913.74,2205,8,0.000363168,stop,,2026-05-06T08:34:45.142243+00:00,2026-05-06T08:34:46.241462+00:00,budget of about 500 K,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""five hundred K"" formatted as ""$500K"" preserves meaning.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-E001,7d8c326253d4,,the contract is worth two point five million dollars,the contract is worth $2.5M,"the contract is worth $2,500,000",1338.08,1158.70,2211,14,0.0003699267,stop,,2026-05-06T08:34:45.017887+00:00,2026-05-06T08:34:46.356002+00:00,"the contract is worth $2,500,000",impeller-stem-baseline,,False,,,pass,"$2,500,000 is an equivalent valid formatting of $2.5M with no style prompted.",n_a,No instruction provided.,False,none,"The numeric/currency formatting accurately represents ""two point five million dollars"".",False,judge_pass_em_fail,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-E011,7d8c326253d4,,ninety nine cents,$0.99,99¢,406.43,344.92,2200,4,0.0001228,stop,,2026-05-06T08:34:45.964788+00:00,2026-05-06T08:34:46.371275+00:00,99¢,impeller-stem-baseline,,False,,,pass,99¢ is a stylistically equivalent representation of $0.99 with no style prompted.,n_a,No instruction provided.,False,none,"""99¢"" accurately formats ""ninety nine cents"".",False,judge_pass_em_fail,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-E010,7d8c326253d4,,eight cents,$0.08,8¢,900.38,875.27,2199,2,0.0003564093,stop,,2026-05-06T08:34:45.631091+00:00,2026-05-06T08:34:46.531553+00:00,8¢,impeller-stem-baseline,,False,,,pass,8¢ is an equivalent valid money formatting for eight cents.,n_a,No instruction provided.,False,none,"""eight cents"" formatted as ""8¢"" preserves meaning.",False,judge_pass_em_fail,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-E005,7d8c326253d4,,the refund was minus forty seven dollars and fifty cents,the refund was -$47.50,the refund was minus $47.50,1069.15,1015.85,2207,10,0.0003654209,stop,,2026-05-06T08:34:45.303888+00:00,2026-05-06T08:34:46.373080+00:00,the refund was minus $47.50,impeller-stem-baseline,,False,,,pass,"""minus $47.50"" is a stylistically equivalent variant of ""-$47.50"" with correct value.",n_a,No formatting instruction provided.,False,none,Currency formatting preserves original meaning.,False,judge_pass_em_fail,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-E007,7d8c326253d4,,twelve dollars and fifty cents,$12.50,$12.50,1422.73,1249.17,2203,6,0.0003609151,stop,,2026-05-06T08:34:45.526416+00:00,2026-05-06T08:34:46.949210+00:00,$12.50,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Currency formatting preserves the exact value stated in the input.,True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-T004,7d8c326253d4,,they invoiced two ten fifteen,they invoiced $210.15,they invoiced 2 10/15,595.84,419.72,2208,12,0.00052944,stop,,2026-05-06T08:34:46.371660+00:00,2026-05-06T08:34:46.967588+00:00,they invoiced 2 10/15,impeller-stem-baseline,,False,,,wrong_value,"Interpreted ""two ten fifteen"" as a fraction/date instead of $210.15 money amount.",n_a,No instruction provided.,True,none,Numbers formatted from words; content preserved.,True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-T002,7d8c326253d4,,the charge will be three forty two ninety nine,the charge will be $342.99,the charge will be $3.4299,757.35,717.08,2209,12,0.00052967,stop,,2026-05-06T08:34:46.241855+00:00,2026-05-06T08:34:46.999257+00:00,the charge will be $3.42 99,impeller-stem-baseline,,False,,,numeric_drift,"Misinterpreted ""three forty two ninety nine"" as $3.4299 instead of $342.99.",n_a,No instruction provided.,True,fabricated,"""three forty two ninety nine"" should be $342.99, not $3.4299; the decimal placement fabricates an incorrect amount.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-T003,7d8c326253d4,,amount due five sixty seven eighty nine,amount due $567.89,amount due $5.67 89,466.31,272.35,2207,11,0.00013085,stop,,2026-05-06T08:34:46.356254+00:00,2026-05-06T08:34:46.822605+00:00,amount due $5.67 89,impeller-stem-baseline,,False,,,numeric_drift,"Candidate produced ""$5.67 89"" instead of ""$567.89"", misinterpreting the money value.",n_a,No formatting instruction provided.,True,fabricated,"""five sixty seven eighty nine"" was misformatted as ""$5.67 89""; the dollar sign and decimal are fabricated and the number structure doesn't match the input.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-P001,7d8c326253d4,Format currency in USD with 2 decimal places.,the total is forty two,the total is $42.00,the total is $42.00,508.96,430.97,2218,10,0.00052814,stop,,2026-05-06T08:34:46.531893+00:00,2026-05-06T08:34:47.040898+00:00,the total is 42,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,USD with 2 decimals as instructed.,False,fabricated,"Input said ""forty two"" with no currency; output added a dollar sign and cents (.00) not present in the input.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-P002,7d8c326253d4,"Use plain digits, no currency symbol.",the price tag said nineteen ninety nine,the price tag said 19.99,the price tag said 19.99,430.05,267.89,2220,11,0.0001328,stop,,2026-05-06T08:34:46.823143+00:00,2026-05-06T08:34:47.253283+00:00,the price tag said $19.99,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,"Plain digits, no currency symbol.",False,none,"""Nineteen ninety nine"" correctly formatted as 19.99 price.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-E012,7d8c326253d4,,two and a half million dollars,$2.5M,$2.5 million,1213.22,1045.50,2203,5,0.00035994985,stop,,2026-05-06T08:34:46.077407+00:00,2026-05-06T08:34:47.290695+00:00,2 and a half million dollars,impeller-stem-baseline,,False,,,pass,$2.5 million is a stylistically equivalent variant of $2.5M.,n_a,No instruction provided.,False,none,Numeric formatting preserves meaning exactly.,False,judge_pass_em_fail,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-P003,7d8c326253d4,Spell large amounts in millions as $X.XM.,we pulled in twenty seven million dollars last quarter,we pulled in $27M last quarter,we pulled in $27.0M last quarter,557.00,348.48,2229,12,0.00013515,stop,,2026-05-06T08:34:46.949835+00:00,2026-05-06T08:34:47.506924+00:00,"we pulled in $27,000,000 last quarter",impeller-stem-baseline,,False,,,pass,$27.0M is equivalent to $27M and matches the $X.XM style.,followed,Used the $X.XM format as instructed.,False,minor_addition,"Adding "".0"" to ""27"" introduces precision not stated in the input, though meaning is preserved.",False,judge_pass_em_fail,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,DATE-005,7d8c326253d4,Render dates as 'Month Day'.,she arrived on february fourteenth,she arrived on February 14,she arrived on February 14,439.50,218.73,2215,8,0.00012905,stop,,2026-05-06T08:34:47.291302+00:00,2026-05-06T08:34:47.730874+00:00,she arrived on February fourteenth,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Date rendered as 'Month Day'.,False,none,Date formatted numerically; content preserved.,True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-T001,7d8c326253d4,,the total is one seventy one forty one,the total is $171.41,the total is $1.71 41,1411.35,1241.23,2208,11,0.00036654735,stop,,2026-05-06T08:34:46.106754+00:00,2026-05-06T08:34:47.518194+00:00,the total is $1.71 41,impeller-stem-baseline,,False,,,numeric_drift,"$171.41 was misformatted as ""$1.71 41"", drifting the numeric value.",n_a,No formatting instruction provided.,True,fabricated,"""$1.71 41"" is a nonsensical formatting; the input ""one seventy one forty one"" was not preserved coherently and introduces a dollar sign/decimal not justified.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,MONEY-T005,7d8c326253d4,,balance is nine ninety nine ninety nine,balance is $999.99,"balance is $99,999",1368.71,1212.67,2205,9,0.00036413325,stop,,2026-05-06T08:34:46.373299+00:00,2026-05-06T08:34:47.742058+00:00,balance is 99999,impeller-stem-baseline,,False,,,numeric_drift,"Candidate produced $99,999 instead of $999.99, a clear numeric drift on a MONEY entity.",n_a,No formatting instruction provided.,True,fabricated,"""nine ninety nine ninety nine"" likely formats to $999.99, not $99,999; the digit count and decimal placement are altered.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,DATE-007,7d8c326253d4,Render dates as 'Month Day'.,born november ninth,born November 9,born November 9,487.28,440.88,2213,5,0.00051799,stop,,2026-05-06T08:34:47.518923+00:00,2026-05-06T08:34:48.006278+00:00,born November 9,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Date rendered as Month Day.,False,none,Date formatted numerically; content preserved.,True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,DATE-010,7d8c326253d4,,appointment may sixteenth,appointment May 16,appointment May 16,377.74,323.62,2202,6,0.00051726,stop,,2026-05-06T08:34:48.006884+00:00,2026-05-06T08:34:48.384691+00:00,appointment May 16,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Date formatting preserves meaning.,True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,DATE-009,7d8c326253d4,Render dates as 'Month Day'.,we'll meet april second,we'll meet April 2,we'll meet April 2,480.35,416.85,2215,7,0.00052205,stop,,2026-05-06T08:34:47.742538+00:00,2026-05-06T08:34:48.222956+00:00,we'll meet April 2,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Date rendered as 'Month Day'.,False,none,"""April second"" formatted as ""April 2"" preserves meaning.",True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,DATE-002,7d8c326253d4,Render dates as 'Month Day'.,see you on march twenty third,see you on March 23,see you on March 23,1617.71,1475.76,2216,7,0.00036397595,stop,,2026-05-06T08:34:46.999832+00:00,2026-05-06T08:34:48.617613+00:00,see you on March 23,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,followed,Date rendered as 'Month Day' as instructed.,False,none,Date formatted numerically; content preserved.,True,,
chained-full-impeller-stem-qwen3-6-35b-iter09,qwen3-6-35b,impeller-stem+qwen,DATE-011,7d8c326253d4,,renewal is september eighth,renewal is September 8,renewal is September 8,405.20,276.24,2204,8,0.0001274,stop,,2026-05-06T08:34:48.223639+00:00,2026-05-06T08:34:48.630562+00:00,renewal is September 8,impeller-stem-baseline,,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Date formatted from words to numerals; content preserved.,True,,
