run_id,model_id,provider,sample_id,base_prompt_hash,formatting_prompt,input_text,expected_output,actual_output,latency_total_ms,latency_ttft_ms,tokens_in,tokens_out,cost_usd,finish_reason,error,attempted_at,completed_at,exact_match,regex_pass,regex_check_used,judge_accuracy,judge_accuracy_reason,judge_promptability,judge_promptability_reason,judge_catastrophic,judge_hallucination,judge_hallucination_reason,methods_agree,disagreement_kind,judge_error
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-001,15261ddfbe12,Format currency with the dollar sign.,the coffee was four fifty,the coffee was $4.50,the coffee was $4.50,303.41,302.84,266,90,0.0001606,stop,,2026-05-03T07:42:58.562359+00:00,2026-05-03T07:42:58.865816+00:00,True,,,pass,Matches reference exactly.,followed,Dollar sign used as instructed.,False,none,"""four fifty"" formatted as $4.50 is a reasonable currency formatting; content preserved.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-005,15261ddfbe12,Format currency with the dollar sign.,about thirty five dollars total,about $35 total,about $35 total,257.03,248.80,266,74,0.0001486,stop,,2026-05-03T07:42:58.707590+00:00,2026-05-03T07:42:58.964671+00:00,True,,,pass,Matches reference exactly.,followed,Used dollar sign as instructed.,False,none,"""thirty five dollars"" correctly formatted as ""$35""; all content preserved.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,CANONICAL-TALKATOO-CENTURY,15261ddfbe12,Format dates as MM/DD/YYYY. Current year is 2026.,exam date two six twenty six,exam date 02/06/2026,exam date 02/06/2026,389.04,388.62,274,214,0.0002564,stop,,2026-05-03T07:42:58.544573+00:00,2026-05-03T07:42:58.933669+00:00,True,,,pass,Matches reference exactly.,followed,MM/DD/YYYY format honored.,False,none,"Date formatted from spoken form, content preserved.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-006,15261ddfbe12,,we owe two hundred dollars,we owe $200,we owe $200,350.32,340.50,256,81,0.00015035,stop,,2026-05-03T07:42:58.728538+00:00,2026-05-03T07:42:59.078926+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""two hundred dollars"" correctly formatted as ""$200"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-008,15261ddfbe12,Format currency with the dollar sign.,charge them sixty two dollars,charge them $62,charge them $62,273.61,264.07,266,115,0.00017935,stop,,2026-05-03T07:42:58.822142+00:00,2026-05-03T07:42:59.095803+00:00,True,,,pass,Matches reference exactly.,followed,Used dollar sign as instructed.,False,none,"""sixty two dollars"" correctly formatted as ""$62"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-009,15261ddfbe12,,seven hundred fifty dollars please,$750 please,$750 please,244.60,239.24,256,76,0.0001466,stop,,2026-05-03T07:42:58.866410+00:00,2026-05-03T07:42:59.111057+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction given.,False,none,"""seven hundred fifty dollars"" correctly formatted as ""$750""; all content preserved.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-007,15261ddfbe12,Format currency with the dollar sign.,the fee is fifteen dollars,the fee is $15,the fee is $15,325.27,324.90,266,87,0.00015835,stop,,2026-05-03T07:42:58.774868+00:00,2026-05-03T07:42:59.100202+00:00,True,,,pass,Matches reference exactly.,followed,Used dollar sign as instructed.,False,none,"""fifteen dollars"" correctly formatted as ""$15"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-004,15261ddfbe12,,the bill came to forty seven dollars,the bill came to $47,the bill came to $47,436.51,408.31,258,121,0.00018105,stop,,2026-05-03T07:42:58.688955+00:00,2026-05-03T07:42:59.125536+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""forty seven dollars"" correctly formatted as ""$47"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-010,15261ddfbe12,Use thousands separators in currency.,the deposit is one thousand dollars,"the deposit is $1,000","the deposit is $1,000",311.26,309.81,266,120,0.0001831,stop,,2026-05-03T07:42:58.882289+00:00,2026-05-03T07:42:59.193650+00:00,True,,,pass,Matches reference exactly.,followed,Used thousands separator as instructed.,False,none,"""One thousand dollars"" correctly formatted as ""$1,000"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-012,15261ddfbe12,,they quoted eighty nine dollars,they quoted $89,they quoted $89,333.88,328.83,256,73,0.00014435,stop,,2026-05-03T07:42:58.965182+00:00,2026-05-03T07:42:59.299114+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Currency formatting preserves meaning exactly.,True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-015,15261ddfbe12,,just three dollars,just $3,just $3,265.11,264.31,254,78,0.0001474,stop,,2026-05-03T07:42:59.100665+00:00,2026-05-03T07:42:59.365821+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction given.,False,none,"""three dollars"" correctly formatted as ""$3"" with no content changes.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-011,15261ddfbe12,Use thousands separators in currency.,rent is twelve hundred a month,"rent is $1,200 a month","rent is 1,200 a month",325.58,309.17,266,131,0.00019135,stop,,2026-05-03T07:42:58.934286+00:00,2026-05-03T07:42:59.259919+00:00,False,,,style_violation,Missing currency symbol ($) on the money entity.,followed,Thousands separator was applied as instructed.,False,none,"""Twelve hundred"" correctly formatted as 1,200; ""month"" preserved.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-E001,15261ddfbe12,,the contract is worth two point five million dollars,the contract is worth $2.5M,the contract is worth $2.5 million,299.12,292.64,260,140,0.000196,stop,,2026-05-03T07:42:59.111490+00:00,2026-05-03T07:42:59.410642+00:00,False,,,pass,$2.5 million is a stylistically equivalent variant of $2.5M with no style prompted.,n_a,No instruction provided.,False,none,The numeric and currency formatting accurately preserves the original meaning.,False,judge_pass_em_fail,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-014,15261ddfbe12,,five dollars and twenty cents,$5.20,$5.20,311.10,307.86,256,100,0.0001646,stop,,2026-05-03T07:42:59.096517+00:00,2026-05-03T07:42:59.407677+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction given.,False,none,Currency formatting accurately represents the spoken amount.,True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-013,15261ddfbe12,,um the total is one twenty nine ninety nine,um the total is $129.99,"um the total is $1,299.99",392.14,374.38,260,164,0.000214,stop,,2026-05-03T07:42:59.079871+00:00,2026-05-03T07:42:59.472092+00:00,False,,,numeric_drift,"Candidate produced $1,299.99 instead of $129.99 — digit added.",n_a,No formatting instruction provided.,True,fabricated,"""One twenty nine ninety nine"" should be $129.99, not $1,299.99 — the number was fabricated incorrectly.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-E002,15261ddfbe12,,we raised one point two billion,we raised $1.2B,we raised 1.2 billion,531.22,520.13,257,182,0.00022645,stop,,2026-05-03T07:42:59.126238+00:00,2026-05-03T07:42:59.657525+00:00,False,,,style_violation,Missing $ symbol and didn't use B suffix; value correct but format differs from reference.,n_a,No formatting instruction provided.,False,none,"Number formatted from words to digits, content preserved.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-E003,15261ddfbe12,,budget of about five hundred K,budget of about $500K,budget of about 500K,464.06,455.31,257,183,0.0002272,stop,,2026-05-03T07:42:59.194497+00:00,2026-05-03T07:42:59.658602+00:00,False,,,style_violation,Missing $ currency symbol on money entity.,n_a,No instruction provided.,False,none,"""Five hundred K"" correctly formatted as ""500K"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-E008,15261ddfbe12,,two hundred dollars and ninety nine cents,$200.99,$200.99,309.13,294.91,258,100,0.0001653,stop,,2026-05-03T07:42:59.410932+00:00,2026-05-03T07:42:59.720102+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Currency formatted correctly preserving the value.,True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-E007,15261ddfbe12,,twelve dollars and fifty cents,$12.50,$12.50,320.46,316.33,257,96,0.00016195,stop,,2026-05-03T07:42:59.408121+00:00,2026-05-03T07:42:59.728622+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Currency formatting accurately preserves the spoken amount.,True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-E010,15261ddfbe12,,eight cents,$0.08,$0.08,232.81,227.02,253,72,0.00014255,stop,,2026-05-03T07:42:59.659711+00:00,2026-05-03T07:42:59.892552+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$0.08"" is a faithful numeric formatting of ""eight cents"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-E009,15261ddfbe12,,one point seven five dollars,$1.75,$1.75,348.07,344.75,256,87,0.00015485,stop,,2026-05-03T07:42:59.473066+00:00,2026-05-03T07:42:59.821181+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$1.75"" accurately formats ""one point seven five dollars"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-E004,15261ddfbe12,,a loss of negative twelve thousand dollars,"a loss of -$12,000","a loss of -$12,000",717.53,708.27,258,143,0.00019755,stop,,2026-05-03T07:42:59.260699+00:00,2026-05-03T07:42:59.978258+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"Output accurately formats ""negative twelve thousand dollars"" as ""-$12,000"" preserving all content.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-E012,15261ddfbe12,,two and a half million dollars,$2.5M,$2.5 million,277.64,273.96,257,108,0.00017095,stop,,2026-05-03T07:42:59.720573+00:00,2026-05-03T07:42:59.998235+00:00,False,,,pass,"""$2.5 million"" is a stylistically equivalent variant of ""$2.5M"".",n_a,No instruction provided.,False,none,Numeric formatting of the spoken amount; meaning preserved.,False,judge_pass_em_fail,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-E006,15261ddfbe12,,zero dollars charged,$0 charged,$0 charged,637.42,636.48,254,81,0.00014965,stop,,2026-05-03T07:42:59.366336+00:00,2026-05-03T07:43:00.003781+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""zero dollars"" formatted as ""$0""; meaning preserved.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-E005,15261ddfbe12,,the refund was minus forty seven dollars and fifty cents,the refund was -$47.50,the refund was -$47.50,718.86,713.85,261,125,0.0001851,stop,,2026-05-03T07:42:59.299679+00:00,2026-05-03T07:43:00.018575+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"The output accurately formats ""minus forty seven dollars and fifty cents"" as ""-$47.50"" without adding or dropping content.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-E011,15261ddfbe12,,ninety nine cents,$0.99,$0.99,359.48,358.15,255,106,0.00016875,stop,,2026-05-03T07:42:59.660156+00:00,2026-05-03T07:43:00.019657+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""$0.99"" accurately formats ""ninety nine cents"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-T001,15261ddfbe12,,the total is one seventy one forty one,the total is $171.41,"the total is 171,041",366.19,357.31,259,277,0.0002984,stop,,2026-05-03T07:42:59.728921+00:00,2026-05-03T07:43:00.095146+00:00,False,,,numeric_drift,"Candidate produced 171,041 instead of $171.41, altering the numeric value.",n_a,No formatting instruction provided.,True,fabricated,"""One seventy one forty one"" likely means 171.41 or 17141, not 171,041 which inserts a zero not present in input.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-P003,15261ddfbe12,Spell large amounts in millions as $X.XM.,we pulled in twenty seven million dollars last quarter,we pulled in $27M last quarter,we pulled in $27.0M last quarter,318.69,307.60,274,130,0.0001934,stop,,2026-05-03T07:43:00.019803+00:00,2026-05-03T07:43:00.338527+00:00,False,,,pass,$27.0M is a stylistically equivalent variant of $27M.,followed,Used the $X.XM format as instructed.,False,minor_addition,"The "".0"" decimal in $27.0M adds precision not stated in the input, though meaning is preserved.",False,judge_pass_em_fail,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-P002,15261ddfbe12,"Use plain digits, no currency symbol.",the price tag said nineteen ninety nine,the price tag said 19.99,the price tag said 1999,257.10,250.70,269,101,0.0001699,stop,,2026-05-03T07:43:00.018799+00:00,2026-05-03T07:43:00.275935+00:00,False,,,numeric_drift,"""Nineteen ninety nine"" as a price is 19.99; candidate produced 1999, dropping the decimal.",followed,Used plain digits without currency symbol as instructed.,True,fabricated,"""Nineteen ninety nine"" in a price context should be $19.99, not 1999; the formatting changes the meaning.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,DATE-001,15261ddfbe12,Render dates as 'Month Day' (e.g. January 5).,the meeting is on january fifth,the meeting is on January 5,the meeting is on January 5,267.69,261.06,275,82,0.00015775,stop,,2026-05-03T07:43:00.095684+00:00,2026-05-03T07:43:00.363404+00:00,True,,,pass,Matches reference exactly.,followed,Date rendered as 'Month Day' as instructed.,False,none,Date formatted from words to standard form; content preserved.,True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-T003,15261ddfbe12,,amount due five sixty seven eighty nine,amount due $567.89,amount due $567.89,462.93,445.58,258,302,0.0003168,stop,,2026-05-03T07:42:59.892783+00:00,2026-05-03T07:43:00.355733+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,"""five sixty seven eighty nine"" formatted as $567.89; content preserved.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-T002,15261ddfbe12,,the charge will be three forty two ninety nine,the charge will be $342.99,the chargewill be $342.99,435.19,422.06,260,163,0.00021325,stop,,2026-05-03T07:42:59.821432+00:00,2026-05-03T07:43:00.256666+00:00,False,,,other,"Money value correct but ""chargewill"" is missing a space between words.",n_a,No instruction provided.,False,dropped_content,"Missing space between ""charge"" and ""will"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-T004,15261ddfbe12,,they invoiced two ten fifteen,they invoiced $210.15,they invoiced 2 10 15,396.86,392.25,257,347,0.0003502,stop,,2026-05-03T07:42:59.978664+00:00,2026-05-03T07:43:00.375545+00:00,False,,,wrong_value,Failed to format as money; produced literal digits without currency or decimal structure.,n_a,No instruction provided.,True,none,"Numbers were converted from words to digits, preserving all content.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-P001,15261ddfbe12,Format currency in USD with 2 decimal places.,the total is forty two,the total is $42.00,the totalis $42.00,563.81,563.15,269,178,0.00022765,stop,,2026-05-03T07:43:00.003975+00:00,2026-05-03T07:43:00.567826+00:00,False,,,other,"Money formatted correctly but ""total is"" was merged into ""totalis"", a word-level error.",followed,Currency formatted as USD with 2 decimals.,False,fabricated,"Added a dollar sign and decimal cents ($42.00) not present in input, and dropped the space between ""total"" and ""is"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,DATE-005,15261ddfbe12,Render dates as 'Month Day'.,she arrived on february fourteenth,she arrived on February 14,she arrived on February 14,245.90,240.00,268,83,0.00015605,stop,,2026-05-03T07:43:00.356431+00:00,2026-05-03T07:43:00.602384+00:00,True,,,pass,Matches reference exactly.,followed,Date rendered as Month Day.,False,none,Date formatted numerically; content preserved.,True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,DATE-003,15261ddfbe12,Render dates as 'Month Day'.,we shipped on july fourth,we shipped on July 4,we shipped onJuly 4,411.22,395.48,266,70,0.0001456,stop,,2026-05-03T07:43:00.276244+00:00,2026-05-03T07:43:00.687516+00:00,False,,,other,"Missing space between ""on"" and ""July"" (""onJuly"").",followed,"Date rendered as ""July 4"" per instruction.",False,dropped_content,"Missing space between ""on"" and ""July"" indicates a dropped/missing space, though all words are preserved; arguably minor formatting issue.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,DATE-002,15261ddfbe12,Render dates as 'Month Day'.,see you on march twenty third,see you on March 23,see you on March 23,462.19,451.86,267,86,0.00015795,stop,,2026-05-03T07:43:00.257125+00:00,2026-05-03T07:43:00.719367+00:00,True,,,pass,Matches reference exactly.,followed,Date rendered as 'Month Day'.,False,none,Date formatted from words to numeric; content preserved.,True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,MONEY-T005,15261ddfbe12,,balance is nine ninety nine ninety nine,balance is $999.99,balanceis 9 99 99,691.22,690.71,258,886,0.0007548,stop,,2026-05-03T07:42:59.998431+00:00,2026-05-03T07:43:00.689685+00:00,False,,,numeric_drift,"Output ""9 99 99"" doesn't represent $999.99; digits split incorrectly and missing space in ""balanceis"".",n_a,No instruction provided.,True,dropped_content,"Missing space between ""balance"" and ""is"", and the number formatting ""9 99 99"" drops a digit/structure compared to ""nine ninety nine ninety nine"" which should be 999.99 or similar.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,DATE-006,15261ddfbe12,,on august thirty first he resigned,on August 31 he resigned,on August 31 heresigned,384.25,337.82,257,101,0.0001657,stop,,2026-05-03T07:43:00.363691+00:00,2026-05-03T07:43:00.747982+00:00,False,,,other,"Date formatted correctly but ""he resigned"" merged into ""heresigned"" (missing space).",n_a,No instruction provided.,False,dropped_content,"The space between ""he"" and ""resigned"" was dropped, merging them into ""heresigned"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,DATE-007,15261ddfbe12,Render dates as 'Month Day'.,born november ninth,born November 9,born November 9,383.09,372.65,264,69,0.00014415,stop,,2026-05-03T07:43:00.375898+00:00,2026-05-03T07:43:00.759033+00:00,True,,,pass,Matches reference exactly.,followed,Rendered as 'Month Day' format.,False,none,Date formatted numerically; content preserved.,True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,DATE-009,15261ddfbe12,Render dates as 'Month Day'.,we'll meet april second,we'll meet April 2,we'll meet April 2,292.37,269.16,266,104,0.0001711,stop,,2026-05-03T07:43:00.602936+00:00,2026-05-03T07:43:00.895347+00:00,True,,,pass,Matches reference exactly.,followed,Date rendered as 'Month Day'.,False,none,"Date formatted appropriately, content preserved.",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,DATE-012,15261ddfbe12,,payment posted june thirtieth,payment posted June 30,payment posted June 30,301.86,284.42,257,141,0.0001957,stop,,2026-05-03T07:43:00.719814+00:00,2026-05-03T07:43:01.021713+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Date formatted from words to numeric; content preserved.,True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,DATE-008,15261ddfbe12,,audit was october twenty second,audit was October 22,audit was October 22,314.26,295.36,256,105,0.00016835,stop,,2026-05-03T07:43:00.568389+00:00,2026-05-03T07:43:00.882689+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Date formatted from words to numeric form; content preserved.,True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,DATE-011,15261ddfbe12,,renewal is september eighth,renewal is September 8,renewal is September8,362.60,339.56,256,87,0.00015485,stop,,2026-05-03T07:43:00.690110+00:00,2026-05-03T07:43:01.052740+00:00,False,,,style_violation,"Missing space between ""September"" and ""8"".",n_a,No instruction provided.,False,dropped_content,"""eighth"" became ""8"" without space, and the ordinal/date formatting drops the proper representation, but more notably no space between ""September"" and ""8"".",True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,DATE-010,15261ddfbe12,,appointment may sixteenth,appointment May 16,appointment May 16,370.24,365.94,255,128,0.00018525,stop,,2026-05-03T07:43:00.688347+00:00,2026-05-03T07:43:01.058624+00:00,True,,,pass,Matches reference exactly.,n_a,No instruction provided.,False,none,Date formatted from words to standard form; content preserved.,True,,
gpt-oss-120b-nitro-20260503T074257Z,gpt-oss-120b-nitro,openrouter-nitro,DATE-ISO-002,15261ddfbe12,Format dates as ISO 8601.,she signed on april twelfth twenty twenty four,she signed on 2024-04-12,she signed on 2024-04-12,314.08,309.39,271,112,0.00017885,stop,,2026-05-03T07:43:00.763709+00:00,2026-05-03T07:43:01.078215+00:00,True,True,iso8601_date,pass,Matches reference exactly.,followed,ISO 8601 format applied.,False,none,Date formatted to ISO; content preserved.,True,,
